TOKEN_ID,TOKEN_NAME,Background,Skin,Skin Pattern,Tail Spikes,Bling Level,Eyewear,Face,Clothing,Headwear,Face Detail,Vest,Special
201,Tezzardz #201,Peach,Purple,Heavy Freckles,,$,Hearts Shades,Bent Tongue Feisty,Patterned Tee,Purple Spikes,,,
202,Tezzardz #202,Peach,Purple,Heavy Bolt,,,Gold Leaf Eye Patch,Straight Tongue Feisty,Patterned Sweater,,,Green,
203,Tezzardz #203,Peach,Green,Heavy Freckles,Gold,$$$,,Split Tongue Feisty,Ghost Tee,Plain Black Spikes,,,
204,Tezzardz #204,Purple,Green,Freckles,Gold,$,Dopey Swimming Goggles,Straight Tongue Feisty,Tassle Jacket,Backwards Cap Jungle,,,
205,Tezzardz #205,Purple,Orange,Heavy Freckles,,$$,,Green Tongue Wavy Sassy,Pink Biker,Purple Spikes,,,
206,Tezzardz #206,Pink,Purple,Heavy Freckles,Rainbow,,Monocle,Straight Tongue Feisty,Fk Yeh Sweater,Fancy Hat,,,
207,Tezzardz #207,Peach,Yellow,Heavy Freckles,Rainbow,$,Hearts Shades,Green Tongue Wavy Sassy,Gardening Utility Belt,Red Spikes,,,
208,Tezzardz #208,Pink,Red,Heavy Bolt,Gold,,Dopey Swimming Goggles,Green Tongue Wavy Sassy,Tassle Jacket,Green Spikes,,,
209,Tezzardz #209,Purple,Orange,Heavy Freckles,Bone,,Flame Shades,Green Tongue Wavy Sassy,Fk Yeh Sweater,Backwards Cap Flames,,,
210,Tezzardz #210,Green,Yellow,Purple,Bone,$$$,,Split Tongue Feisty,Space Onesie,,,,
211,Tezzardz #211,Blue,Purple,Heavy Freckles,Rainbow,,Plain Specs,Green Tongue Wavy Sassy,Shrine Onesie,Backwards Cap Jungle,,,
212,Tezzardz #212,Yellow,Red,Heavy,,$$,Plain Specs,Green Tongue Wavy Sassy,Tassle Jacket,Purple Spikes,,,
213,Tezzardz #213,Blue,White,Freckles,,$$$$,,Straight Tongue Feisty,Rainbow Onesie,Backwards Cap Jungle,,,
214,Tezzardz #214,Green,Green,Heavy,Bone,$$,Plain Specs,Bent Tongue Feisty,,Backwards Cap Jungle,,,
215,Tezzardz #215,Peach,Purple,Bolt,Bone,$$$$,Hearts Shades,Split Tongue Angry,Meditation Tee,,,,
216,Tezzardz #216,Peach,Purple,Bolt,,$$$,Hearts Shades,Split Tongue Feisty,Silk Shirt Dark,Green Spikes,,,
217,Tezzardz #217,Green,Yellow,Bolt,Rainbow,$,Plain Specs,Blue Tongue Wavy Not Amused,Patterned Sweater,Green Spikes,,Pink,
218,Tezzardz #218,Purple,Green,Heavy Freckles,,$$,,Straight Tongue Sad,Silk Shirt Blue,Purple Spikes,,Red,
219,Tezzardz #219,Blue,Red,Purple,Rainbow,$$,,Straight Tongue Feisty,Patterned Sweater,Yellow Spikes,,,
220,Tezzardz #220,Blue,Green,Freckles,Bone,$,Dopey Swimming Goggles,Bent Tongue Feisty,Meditation Tee,,,,
221,Tezzardz #221,Yellow,Purple,Orange,,,Cool Shades,Blue Tongue Wavy Not Amused,Biker,Backwards Cap Flames,,,
222,Tezzardz #222,Purple,Red,Heavy,Bone,$$$,Tech Scope,Split Tongue Angry,Meditation Tee,,,,
223,Tezzardz #223,Pink,Yellow,Bolt,,$,Flame Shades,Green Tongue Wavy Sassy,Patterned Tee,Rainbow Spikes,,,
224,Tezzardz #224,Green,Purple,Freckles,Bone,$,Flame Shades,Green Tongue Feisty,Tassle Jacket,Party Pal Hat,,,
225,Tezzardz #225,Green,Purple,Heavy Bolt,Rainbow,,,Split Tongue Feisty,Ghost Tee,,,,
226,Tezzardz #226,Pink,Green,Bolt,,$$$,,Green Tongue Feisty,Tassle Jacket,Limited Spikes,,Green,
227,Tezzardz #227,Blue,Yellow,Heavy Bolt,,,Plain Specs,Split Tongue Pink Feisty,Rainbow Onesie,Plain Black Spikes,,,
228,Tezzardz #228,Green,Orange,Heavy,Rainbow,$,Flame Shades,Straight Tongue Sad,Tassle Jacket,Red Spikes,,,
229,Tezzardz #229,Purple,Orange,Bolt,,$,Plain Specs,Split Tongue Feisty,Patterned Tee,,,,
230,Tezzardz #230,Pink,Yellow,Red,,$,Cool Shades,Dumb Tongue,Tassle Jacket,Backwards Cap Jungle,,,
231,Tezzardz #231,Green,Yellow,Heavy Freckles,Bone,$,Cool Shades,Straight Tongue Feisty,Patterned Tee,Yellow Spikes,,,
232,Tezzardz #232,Yellow,Purple,Bolt,,,Hearts Shades,Straight Tongue Sad,Patterned Tee,,,,
233,Tezzardz #233,Green,Purple,Heavy Freckles,,$,Flame Shades,Straight Tongue Sad,Tech Armour,Yellow Spikes,,,
234,Tezzardz #234,Blue,Green,Freckles,Gold,$,Cool Shades,Straight Tongue Feisty,Tassle Jacket,Backwards Cap Flames,Scar,,
235,Tezzardz #235,Yellow,Red,Freckles,,$$$,Flame Shades,Straight Tongue Feisty,Permanent Vacation Tee,Rainbow Spikes,,,
236,Tezzardz #236,Peach,Yellow,Heavy,Bone,$,Dopey Swimming Goggles,Straight Tongue Sad,Shrine Onesie,Hunting Hat,,,
237,Tezzardz #237,Pink,Purple,Bolt,,$$,,Blue Tongue Wavy Not Amused,Fk Yeh Sweater,Party Pal Hat,,,
238,Tezzardz #238,Purple,Green,Bolt,,$$,,Green Tongue Wavy Sassy,Ghost Tee,Plain Black Spikes,,,
239,Tezzardz #239,Blue,Orange,Heavy Freckles,Rainbow,$,Disguise Glasses,Straight Tongue Sad,Space Onesie,,,,
240,Tezzardz #240,Yellow,Red,Bolt,,,Plain Specs,Green Tongue Feisty,Rainbow Onesie,Yellow Spikes,,,
241,Tezzardz #241,Peach,Green,Freckles,Gold,,,Split Tongue Angry,Patterned Sweater,Fancy Hat,,Green,
242,Tezzardz #242,Green,Orange,Freckles,,$$,Bad Eyesight Reybannes,Straight Tongue Sad,Silk Shirt Dark,Jester Crown,Scar,,
243,Tezzardz #243,Peach,Green,Heavy Freckles,,$$$,Dopey Swimming Goggles,Green Tongue Wavy Sassy,Meditation Tee,Red Spikes,,,
244,Tezzardz #244,Pink,Purple,Bolt,Bone,$$$,Disguise Glasses,Green Tongue Wavy Sassy,Pool Shirt,Yellow Spikes,Scar,,
245,Tezzardz #245,Peach,Green,Heavy,,$,Gold Leaf Eye Patch,Split Tongue Feisty,Ghost Tee,Red Spikes,,,
246,Tezzardz #246,Yellow,Red,Heavy Freckles,,$$$$,Cool Shades,Green Tongue Feisty,Ghost Tee,,,,
247,Tezzardz #247,Peach,Orange,Heavy Bolt,,$$,Flame Shades,Split Tongue Feisty,Silk Shirt Blue,Plain Black Spikes,,,
248,Tezzardz #248,Purple,White,Bolt,Rainbow,$,Bad Eyesight Reybannes,Blue Tongue Wavy Not Amused,Ghost Tee,Fancy Hat,,,
249,Tezzardz #249,Yellow,Red,Freckles,Bone,$,Cool Shades,Blue Tongue Wavy Not Amused,Rainbow Onesie,Purple Spikes,,,
250,Tezzardz #250,Blue,Yellow,Heavy Bolt,,$,Gold Leaf Eye Patch,Straight Tongue Sad,Gardening Utility Belt,Green Spikes,,,
251,Tezzardz #251,Blue,Yellow,Heavy Bolt,,$,Flame Shades,Split Tongue Feisty,Ghost Tee,Plain Black Spikes,,,
252,Tezzardz #252,Purple,Red,Orange,Rainbow,$$$,,Bent Tongue Feisty,Fk Yeh Sweater,Yellow Spikes,,,
253,Tezzardz #253,Green,White,Heavy Bolt,,$$$,Dopey Swimming Goggles,Split Tongue Pink Feisty,Fk Yeh Sweater,Rainbow Spikes,,,
254,Tezzardz #254,Yellow,Red,Heavy,,$$$$$,Joke Eyes Glasses,Straight Tongue Feisty,Ghost Tee,Limited Spikes,,,
255,Tezzardz #255,Pink,Purple,Heavy,Rainbow,$,,Green Tongue Wavy Sassy,Patterned Tee,Yellow Spikes,Scar,,
256,Tezzardz #256,Blue,Orange,Heavy Bolt,,$,,Split Tongue Angry,,Plain Black Spikes,,,
257,Tezzardz #257,Green,Red,Freckles,,$$,Cool Shades,Straight Tongue Feisty,Silk Shirt Blue,Rainbow Spikes,,Pink,
258,Tezzardz #258,Yellow,Yellow,Heavy Bolt,Bone,$$$,,Green Tongue Feisty,Fk Yeh Sweater,Backwards Cap,,,
259,Tezzardz #259,Peach,Yellow,Heavy,Rainbow,$$,,Split Tongue Angry,Patterned Sweater,Backwards Cap Jungle,,,
260,Tezzardz #260,Purple,Green,Heavy Freckles,Rainbow,$,Gold Leaf Eye Patch,Straight Tongue Sad,Video Games Tee,Plain Black Spikes,,,
261,Tezzardz #261,Peach,Red,Freckles,,$$$$,,Green Tongue Wavy Sassy,Fk Yeh Sweater,Red Spikes,,,
262,Tezzardz #262,Peach,Red,Bolt,Gold,$,Plain Specs,Bent Tongue Feisty,Patterned Sweater,Fancy Hat,,,
263,Tezzardz #263,Peach,Yellow,Freckles,Bone,$,,Straight Tongue Sad,Silk Shirt Dark,Green Spikes,,,
264,Tezzardz #264,Peach,Green,Heavy,Bone,$$,Flame Shades,Straight Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,,,
265,Tezzardz #265,Yellow,Yellow,Bolt,,$,Monocle,Straight Tongue Feisty,Fk Yeh Sweater,,,,
266,Tezzardz #266,Yellow,Yellow,Heavy Freckles,Rainbow,$,Plain Specs,Split Tongue Angry,Tassle Jacket,Green Spikes,,,
267,Tezzardz #267,Peach,Orange,Heavy Freckles,,,,Dumb Tongue,Silk Shirt Blue,Green Spikes,,,
268,Tezzardz #268,Blue,Yellow,Heavy Freckles,,,,Split Tongue Feisty,Space Onesie,Green Spikes,,,
269,Tezzardz #269,Blue,Green,Heavy,,$$$$$,,Green Tongue Wavy Sassy,Pool Shirt,Backwards Cap Flames,,,
270,Tezzardz #270,Peach,White,Heavy Freckles,Bone,$,Hearts Shades,Straight Tongue Feisty,Video Games Tee,Yellow Spikes,,,
271,Tezzardz #271,Purple,Purple,Heavy Freckles,,,,Split Tongue Feisty,Pool Shirt,Fancy Hat,,,
272,Tezzardz #272,Green,Red,Heavy Bolt,,$$$,,Split Tongue Pink Feisty,Space Onesie,Plain Black Spikes,Scar,,
273,Tezzardz #273,Pink,Red,Bolt,,$$,Plain Specs,Bent Tongue Feisty,Silk Shirt Dark,Rainbow Spikes,,,
274,Tezzardz #274,Blue,Yellow,Bolt,,$,Cool Shades,Blue Tongue Wavy Not Amused,Pink Biker,Party Pal Hat,,Green,
275,Tezzardz #275,Purple,Yellow,Heavy Freckles,,$,,Split Tongue Feisty,Patterned Sweater,,,,
276,Tezzardz #276,Green,Orange,Bolt,,$$,Cool Shades,Straight Tongue Feisty,Meditation Tee,,,,
277,Tezzardz #277,Peach,Red,Heavy Bolt,Bone,$,Bad Eyesight Reybannes,Straight Tongue Sad,Silk Shirt Dark,Green Spikes,,,
278,Tezzardz #278,Purple,Green,Heavy Bolt,,$,Flame Shades,Green Tongue Feisty,Pink Biker,Purple Spikes,,,
279,Tezzardz #279,Purple,Red,Heavy Bolt,Rainbow,,,Straight Tongue Sad,Silk Shirt Dark,Rare Frog Hat,,,
280,Tezzardz #280,Peach,Orange,Heavy,Bone,$,Bad Eyesight Reybannes,Split Tongue Angry,Silk Shirt Dark,Red Spikes,,,
281,Tezzardz #281,Green,Red,Bolt,Rainbow,$$,,Dumb Tongue,Meditation Tee,Rainbow Spikes,,,
282,Tezzardz #282,Peach,Yellow,Heavy Freckles,,$$$$,Tech Scope,Blue Tongue Wavy Not Amused,Ghost Tee,Fancy Hat,,,
283,Tezzardz #283,Peach,Yellow,Heavy,,$$,,Tiny Face,Tassle Jacket,Plain Black Spikes,,,
284,Tezzardz #284,Peach,Green,Freckles,,$$$,Joke Eyes Glasses,Split Tongue Pink Feisty,Ghost Tee,Red Spikes,,,
285,Tezzardz #285,Yellow,Purple,Orange,Rainbow,$$$,Hearts Shades,Straight Tongue Feisty,Ghost Tee,Purple Spikes,,,
286,Tezzardz #286,Green,Yellow,Bolt,,$,,Green Tongue Feisty,Meditation Tee,Yellow Spikes,Scar,,
287,Tezzardz #287,Yellow,White,Heavy,,$,Flame Shades,Split Tongue Pink Feisty,Gardening Utility Belt,Backwards Cap Jungle,,,
288,Tezzardz #288,Pink,Yellow,Heavy Bolt,,$$,Gold Leaf Eye Patch,Bent Tongue Feisty,Patterned Sweater,Backwards Cap,,,
289,Tezzardz #289,Peach,Orange,Heavy Freckles,Bone,$$,Cool Shades,Straight Tongue Feisty,Pink Biker,Plain Black Spikes,,,
290,Tezzardz #290,Blue,Green,Bolt,Bone,,Bad Eyesight Reybannes,Straight Tongue Sad,Silk Shirt Blue,Rainbow Spikes,,Red,
291,Tezzardz #291,Green,Orange,Freckles,Bone,$$$,Flame Shades,Straight Tongue Feisty,Patterned Tee,Sad Boi Cap,,,
292,Tezzardz #292,Green,Orange,Bolt,Bone,$$,Disguise Glasses,Split Tongue Feisty,Video Games Tee,Green Spikes,,,
293,Tezzardz #293,Purple,Green,Freckles,,,Cool Shades,Green Tongue Feisty,,Balaclava,,Green,
294,Tezzardz #294,Peach,White,Bolt,Rainbow,$,,Green Tongue Feisty,Fk Yeh Sweater,Rainbow Spikes,,,
295,Tezzardz #295,Blue,Orange,Heavy,Rainbow,$$$,Flame Shades,Bent Tongue Feisty,Patterned Tee,,,,
296,Tezzardz #296,Pink,Purple,Freckles,Rainbow,$$$,,Bent Tongue Feisty,Fk Yeh Sweater,Rainbow Spikes,,,
297,Tezzardz #297,Peach,Green,Heavy Freckles,Bone,$,Cool Shades,Straight Tongue Feisty,Permanent Vacation Tee,Yellow Spikes,Scar,,
298,Tezzardz #298,Purple,Red,Freckles,Bone,$,,Green Tongue Wavy Sassy,Space Onesie,Backwards Cap Jungle,,,
299,Tezzardz #299,Purple,Yellow,Bolt,Rainbow,$$,,Green Tongue Wavy Sassy,Fk Yeh Sweater,Yellow Spikes,,,
300,Tezzardz #300,Yellow,Purple,Heavy,Bone,,,Split Tongue Angry,Fkyencci Shirt,Red Spikes,,,
301,Tezzardz #301,Pink,Red,Heavy,Rainbow,$$,Cool Shades,Green Tongue Wavy Sassy,Ghost Tee,Yellow Spikes,,,
302,Tezzardz #302,Green,Red,Purple,,$$,Dopey Swimming Goggles,Straight Tongue Sad,Patterned Tee,Green Spikes,,,
303,Tezzardz #303,Pink,Red,Heavy Freckles,Bone,$$$$,,Straight Tongue Sad,Skulls Shell Suit,Fancy Hat,,,
304,Tezzardz #304,Purple,Orange,Heavy Bolt,,$$,Bad Eyesight Reybannes,Green Tongue Feisty,Shrine Onesie,Red Spikes,Scar,,
305,Tezzardz #305,Yellow,Green,Bolt,,$$$,Flame Shades,Green Tongue Wavy Sassy,Tassle Jacket,Backwards Cap Jungle,,,
306,Tezzardz #306,Purple,Green,Freckles,Gold,,Flame Shades,Green Tongue Feisty,Meditation Tee,Yellow Spikes,,,
307,Tezzardz #307,Peach,Green,Freckles,,,Disguise Glasses,Dumb Tongue,Ghost Tee,Rainbow Spikes,,,
308,Tezzardz #308,Pink,Yellow,Heavy Freckles,Bone,,Tech Scope,Green Tongue Feisty,Space Onesie,Fancy Hat,,,
309,Tezzardz #309,Peach,Green,Heavy,,$$$$,Disguise Glasses,Split Tongue Pink Feisty,Fk Yeh Sweater,Red Spikes,,,
310,Tezzardz #310,Blue,Purple,Heavy,,$,Cool Shades,Split Tongue Feisty,Pink Biker,Plain Black Spikes,,,
311,Tezzardz #311,Pink,Purple,Orange,,$$$,Joke Eyes Glasses,Split Tongue Feisty,Patterned Tee,Rainbow Spikes,,,
312,Tezzardz #312,Green,Orange,Heavy,Rainbow,$,Flame Shades,Straight Tongue Feisty,Patterned Sweater,Limited Spikes,Scar,,
313,Tezzardz #313,Green,Purple,Heavy Freckles,Gold,$,,Split Tongue Angry,Fk Yeh Sweater,Backwards Cap Jungle,,,
314,Tezzardz #314,Yellow,Green,Red,,$$$,Hearts Shades,Straight Tongue Sad,Patterned Sweater,Fancy Hat,,Pink,
315,Tezzardz #315,Purple,Red,Heavy Bolt,,$,Plain Specs,Blue Tongue Wavy Not Amused,Silk Shirt Dark,Jester Crown,,,
316,Tezzardz #316,Pink,Red,Heavy Freckles,Rainbow,$,Plain Specs,Straight Tongue Sad,Fk Yeh Sweater,Plain Black Spikes,,,
317,Tezzardz #317,Purple,Green,Heavy Freckles,,$,Bad Eyesight Reybannes,Green Tongue Feisty,Pool Shirt,Plain Black Spikes,,Pink,
318,Tezzardz #318,Purple,Orange,Red,Bone,$$,Flame Shades,Straight Tongue Feisty,Patterned Sweater,Plain Black Spikes,,,
319,Tezzardz #319,Pink,Purple,Heavy Freckles,Bone,$$$,,Straight Tongue Sad,Space Onesie,Green Spikes,,,
320,Tezzardz #320,Green,Red,Freckles,,$,Flame Shades,Split Tongue Feisty,Firework Utility Belt,Limited Spikes,Scar,,
321,Tezzardz #321,Yellow,Purple,Heavy Freckles,Rainbow,$$,Flame Shades,Bent Tongue Feisty,Patterned Sweater,Purple Spikes,,Pink,
322,Tezzardz #322,Green,Yellow,Bolt,Rainbow,,Dopey Swimming Goggles,Straight Tongue Feisty,Firework Utility Belt,Backwards Cap Flames,,,
323,Tezzardz #323,Peach,Red,Heavy Bolt,Rainbow,$,Cool Shades,Split Tongue Pink Feisty,Tassle Jacket,Purple Spikes,,Pink,
324,Tezzardz #324,Pink,Green,Bolt,Rainbow,$,Plain Specs,Bent Tongue Feisty,Silk Shirt Dark,Green Spikes,,,
325,Tezzardz #325,Blue,Purple,Bolt,Rainbow,$$,,Green Tongue Wavy Sassy,Silk Shirt Blue,Balaclava,,Pink,
326,Tezzardz #326,Purple,Yellow,Heavy,,$$$$,Disguise Glasses,Split Tongue Angry,Pool Shirt,Green Spikes,Scar,,
327,Tezzardz #327,Green,Red,Freckles,,$,Plain Specs,Straight Tongue Sad,Tech Armour,Yellow Spikes,,,
328,Tezzardz #328,Pink,Red,Heavy,,,Bad Eyesight Reybannes,Green Tongue Wavy Sassy,Fk Yeh Sweater,Backwards Cap,,,
329,Tezzardz #329,Blue,White,Heavy Freckles,,$$$,Monocle,Straight Tongue Feisty,Silk Shirt Dark,Red Spikes,Scar,Red,
330,Tezzardz #330,Yellow,Orange,Freckles,Gold,$,Plain Specs,Split Tongue Feisty,Fk Yeh Sweater,Limited Spikes,,,
331,Tezzardz #331,Peach,Green,Heavy Freckles,,$$$,,Green Tongue Wavy Sassy,Ghost Tee,Plain Black Spikes,,,
332,Tezzardz #332,Purple,Green,Heavy,Bone,$,Cool Shades,Straight Tongue Sad,Patterned Tee,Fancy Hat,,,
333,Tezzardz #333,Purple,Yellow,Freckles,Bone,$$,Disguise Glasses,Split Tongue Feisty,Patterned Sweater,Purple Spikes,,,
334,Tezzardz #334,Green,White,Heavy,Gold,$$,,Straight Tongue Feisty,Meditation Tee,Party Pal Hat,,,
335,Tezzardz #335,Green,Green,Heavy,,$$$$$,Flame Shades,Green Tongue Feisty,Patterned Tee,,,,
336,Tezzardz #336,Purple,Yellow,Heavy,,$$$,Plain Specs,Green Tongue Feisty,Pool Shirt,Backwards Cap,Scar,Red,
337,Tezzardz #337,Purple,Yellow,Heavy,,,Flame Shades,Split Tongue Feisty,Gardening Utility Belt,Green Spikes,,,
338,Tezzardz #338,Purple,Orange,Heavy Freckles,,,Hearts Shades,Split Tongue Feisty,Firework Utility Belt,Purple Spikes,,,
339,Tezzardz #339,Peach,Red,Heavy Freckles,Gold,$$$,,Split Tongue Angry,Rainbow Onesie,Backwards Cap Jungle,,,
340,Tezzardz #340,Green,Green,Freckles,Bone,$,Hearts Shades,Bent Tongue Feisty,Space Onesie,Party Pal Hat,,,
341,Tezzardz #341,Yellow,Purple,Bolt,,$$$,,Split Tongue Pink Feisty,Rainbow Onesie,Purple Spikes,,,
342,Tezzardz #342,Purple,Red,Heavy,Bone,$$$,,Split Tongue Pink Feisty,Fk Yeh Sweater,Red Spikes,,,
343,Tezzardz #343,Purple,Orange,Heavy Bolt,,$$$,Gold Leaf Eye Patch,Bent Tongue Feisty,Patterned Tee,,,,
344,Tezzardz #344,Purple,Purple,Heavy Freckles,Rainbow,$$$,Disguise Glasses,Split Tongue Feisty,Biker,Purple Spikes,,Green,
345,Tezzardz #345,Green,Green,Heavy,,$$,,Straight Tongue Sad,Firework Utility Belt,Yellow Spikes,,,
346,Tezzardz #346,Purple,Yellow,Bolt,,$$,,Split Tongue Pink Feisty,Patterned Tee,Red Spikes,,,
347,Tezzardz #347,Pink,Yellow,Bolt,Bone,$$,Hearts Shades,Straight Tongue Feisty,Space Onesie,Backwards Cap Jungle,Scar,,
348,Tezzardz #348,Green,Green,Freckles,Bone,,Plain Specs,Straight Tongue Feisty,Biker,Green Spikes,,Pink,
349,Tezzardz #349,Pink,Red,Heavy,Rainbow,$$$,,Split Tongue Angry,Fk Yeh Sweater,Limited Spikes,,,
350,Tezzardz #350,Purple,Purple,Heavy Freckles,,,,Bent Tongue Feisty,Video Games Tee,Jester Crown,,,
351,Tezzardz #351,Yellow,Red,Heavy,,$$,Cool Shades,Straight Tongue Feisty,Gardening Utility Belt,Sad Boi Cap,,,
352,Tezzardz #352,Blue,Green,Bolt,,$,Dopey Swimming Goggles,Dumb Tongue,Patterned Sweater,Limited Spikes,,,
353,Tezzardz #353,Green,Yellow,Heavy Freckles,,,Tech Scope,Bent Tongue Feisty,Rainbow Onesie,Plain Black Spikes,,,
354,Tezzardz #354,Blue,Green,Heavy Freckles,,$$,,Blue Tongue Wavy Not Amused,Patterned Sweater,,,,
355,Tezzardz #355,Pink,Purple,Bolt,,,,Split Tongue Angry,Fk Yeh Sweater,,,,
356,Tezzardz #356,Yellow,Purple,Freckles,Bone,$$,Joke Eyes Glasses,Bent Tongue Feisty,Rainbow Onesie,Red Spikes,,,
357,Tezzardz #357,Yellow,Red,Heavy Bolt,Rainbow,$,Dopey Swimming Goggles,Green Tongue Feisty,Patterned Sweater,Red Spikes,,Green,
358,Tezzardz #358,Blue,Red,Heavy Freckles,,$,,Green Tongue Wavy Sassy,Space Onesie,Jester Crown,,,
359,Tezzardz #359,Yellow,Orange,Heavy Freckles,Bone,$,,Split Tongue Feisty,Fk Yeh Sweater,Limited Spikes,,,
360,Tezzardz #360,Blue,Purple,Heavy Freckles,Bone,$$,,Blue Tongue Wavy Not Amused,Ghost Tee,Yellow Spikes,,,
361,Tezzardz #361,Pink,Red,Orange,,,,Straight Tongue Sad,Patterned Tee,Red Spikes,,,
362,Tezzardz #362,Green,White,Heavy Bolt,,,Dopey Swimming Goggles,Blue Tongue Wavy Not Amused,Ghost Tee,Plain Black Spikes,,,
363,Tezzardz #363,Pink,Purple,Red,Bone,$,Gold Leaf Eye Patch,Split Tongue Angry,Ghost Tee,Red Spikes,,,
364,Tezzardz #364,Blue,Yellow,Heavy Freckles,,$$$$,Plain Specs,Split Tongue Pink Feisty,Skulls Shell Suit,Red Spikes,,,
365,Tezzardz #365,Yellow,Yellow,Bolt,,$,Hearts Shades,Green Tongue Wavy Sassy,Fk Yeh Sweater,Backwards Cap Flames,,,
366,Tezzardz #366,Yellow,Yellow,Heavy Bolt,Bone,$$,Cool Shades,Split Tongue Feisty,Ghost Tee,Rainbow Spikes,,,
367,Tezzardz #367,Yellow,Yellow,Heavy Freckles,Gold,$,Joke Eyes Glasses,Dumb Tongue,Permanent Vacation Tee,Backwards Cap Jungle,,,
368,Tezzardz #368,Green,Red,Freckles,Bone,$,,Straight Tongue Sad,Space Onesie,Green Spikes,,,
369,Tezzardz #369,Blue,Purple,Heavy,Rainbow,$$,Cool Shades,Green Tongue Wavy Sassy,Rainbow Onesie,Plain Black Spikes,,,
370,Tezzardz #370,Peach,Green,Heavy,,$$$$,Flame Shades,Straight Tongue Feisty,Silk Shirt Dark,Limited Spikes,,,
371,Tezzardz #371,Yellow,Yellow,Freckles,Gold,$,,Split Tongue Feisty,Permanent Vacation Tee,Hunting Hat,,,
372,Tezzardz #372,Pink,Purple,Bolt,,$$,Plain Specs,Split Tongue Pink Feisty,Patterned Tee,Fancy Hat,,,
373,Tezzardz #373,Yellow,Red,Freckles,Rainbow,$$,,Green Tongue Feisty,Gardening Utility Belt,Limited Spikes,,,
374,Tezzardz #374,Green,Red,Heavy,Bone,$$$$$,Bad Eyesight Reybannes,Blue Tongue Wavy Not Amused,Rainbow Onesie,Party Pal Hat,,,
375,Tezzardz #375,Peach,Red,Freckles,,$,,Blue Tongue Wavy Not Amused,Patterned Sweater,Purple Spikes,Scar,,
376,Tezzardz #376,Yellow,Yellow,Freckles,,,Cool Shades,Bent Tongue Feisty,Gardening Utility Belt,Yellow Spikes,,,
377,Tezzardz #377,Purple,Yellow,Heavy Bolt,Bone,,Dopey Swimming Goggles,Straight Tongue Feisty,Pool Shirt,Purple Spikes,,,
378,Tezzardz #378,Blue,Orange,Heavy Freckles,,$,Cool Shades,Split Tongue Feisty,Patterned Tee,Party Pal Hat,Scar,,
379,Tezzardz #379,Purple,Yellow,Heavy Bolt,Bone,$$$,Hearts Shades,Straight Tongue Feisty,Tassle Jacket,Rare Frog Hat,,,
380,Tezzardz #380,Peach,Purple,Heavy,,$,,Blue Tongue Wavy Not Amused,,Backwards Cap,,,
381,Tezzardz #381,Pink,Purple,Freckles,Bone,$,Cool Shades,Straight Tongue Feisty,Tassle Jacket,Red Spikes,,Green,
382,Tezzardz #382,Green,Green,Heavy Freckles,,$$$$$,,Split Tongue Feisty,Fk Yeh Sweater,Hunting Hat,,,
383,Tezzardz #383,Yellow,Red,Green,Rainbow,$$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Silk Shirt Dark,Backwards Cap Flames,,Red,
384,Tezzardz #384,Pink,Red,Heavy Freckles,Bone,$,,Blue Tongue Wavy Not Amused,Patterned Sweater,Fancy Hat,,Green,
385,Tezzardz #385,Yellow,Purple,Heavy,Rainbow,$,,Straight Tongue Sad,Tassle Jacket,Backwards Cap,,,
386,Tezzardz #386,Peach,Red,Heavy Bolt,,$$,Cool Shades,Split Tongue Feisty,Patterned Sweater,Purple Spikes,,,
387,Tezzardz #387,Pink,Red,Heavy Freckles,,$$$,Bad Eyesight Reybannes,Straight Tongue Sad,Gardening Utility Belt,Green Spikes,,,
388,Tezzardz #388,Pink,Green,Freckles,,,Flame Shades,Split Tongue Feisty,Patterned Tee,Purple Spikes,,,
389,Tezzardz #389,Green,Purple,Heavy Freckles,Gold,$,Disguise Glasses,Green Tongue Wavy Sassy,Fkyencci Shirt,Backwards Cap Jungle,,Pink,
390,Tezzardz #390,Purple,Green,Bolt,Bone,,Gold Leaf Eye Patch,Green Tongue Feisty,Ghost Tee,Fancy Hat,,,
391,Tezzardz #391,Pink,Yellow,Heavy Bolt,,$$$$,Flame Shades,Green Tongue Feisty,Space Onesie,Purple Spikes,,,
392,Tezzardz #392,Peach,Purple,Heavy Freckles,Bone,$,,Straight Tongue Sad,Rainbow Onesie,Backwards Cap,,,
393,Tezzardz #393,Purple,Green,Bolt,Rainbow,,Hearts Shades,Green Tongue Wavy Sassy,Tech Armour,Rainbow Spikes,,Red,
394,Tezzardz #394,Blue,Yellow,Freckles,,,,Dumb Tongue,Tassle Jacket,Backwards Cap Jungle,,,
395,Tezzardz #395,Yellow,Yellow,Heavy Freckles,Rainbow,$$$$,Joke Eyes Glasses,Straight Tongue Feisty,Space Onesie,Red Spikes,,,
396,Tezzardz #396,Yellow,Red,Heavy,Rainbow,,Cool Shades,Blue Tongue Wavy Not Amused,Meditation Tee,Rainbow Spikes,,,
397,Tezzardz #397,Blue,Yellow,Freckles,Gold,,,Split Tongue Feisty,Skulls Shell Suit,Plain Black Spikes,,,
398,Tezzardz #398,Green,Purple,Heavy Freckles,,$$,Hearts Shades,Straight Tongue Feisty,Permanent Vacation Tee,,,,
