TOKEN_ID,TOKEN_NAME,BOSS,Background,Fur,Mask,Mouth,Eyes,Clothes,Hat,Tail
273,Raccoon Mafia #273,,Blue,Gray,Dark Gray,Dagger,Bored,Leather Jacket,Broad Brim,Cards
274,Raccoon Mafia #274,,Purple,Dark Gray,Dark Brown,Smile,Square Sunglasses,Black Shirt,Robber,
275,Raccoon Mafia #275,,Orange,Gray,Silver,Bitcoin,Disgruntled,Killer,,
276,Raccoon Mafia #276,,Red,Gray,Ginger,Smile,Bored,,Red Bandana,
277,Raccoon Mafia #277,,Green,Brown,Black,Dagger,Grumpy,Green Vest,Trilby,
278,Raccoon Mafia #278,,Purple,Camel,Gray,Chilli,Super Angry,Prison Uniform,,
279,Raccoon Mafia #279,,Yellow,Dark Gray,Black,Calm,Calm,,,
280,Raccoon Mafia #280,,Green,Gray,Dark Gray,Rose,Disgruntled,,Homburg,
281,Raccoon Mafia #281,,Purple,Brown,Ginger,Smile,Suspicious,Gentleman,,
282,Raccoon Mafia #282,,Orange,Black,Silver,Calm,Heterochromia,White Rose Shirt,,
283,Raccoon Mafia #283,,Orange,Brown,Black,Poison,Calm,Black Shirt,,
284,Raccoon Mafia #284,,Purple,Black,Dark Gray,Grin,Bloodshot,,Red Bandana,
285,Raccoon Mafia #285,,Red,Camel,Gray,Open,Squint,Black Shirt,Robber,
286,Raccoon Mafia #286,,Green,Brown,Black,Bullet,Square Glasses,,Press Hat,Chains
287,Raccoon Mafia #287,,Green,Wounded,Gray,Diamond,Calm,Diamond Tie,Skull Bandana,
288,Raccoon Mafia #288,,Green,Gray,Gray,Spaghetti,Round Glasses,Priest,Derby,Chains
289,Raccoon Mafia #289,,Green,White,Black,Open,Calm,Gentleman,Borsalino,
290,Raccoon Mafia #290,,Blue,Brown,Black,Open,Disgruntled,,Flat Gray,
291,Raccoon Mafia #291,,Purple,Camel,Dark Gray,Calm,Bored,Red Suspenders,Cowboy,Thorns
292,Raccoon Mafia #292,,Orange,Camel,Burgundy,Smile,Calm,,,
293,Raccoon Mafia #293,,Red,White,Gray,Chilli,Steampunk Glasses,Plaid Shirt,,Casino
294,Raccoon Mafia #294,,Yellow,Dark Gray,Black,Bitcoin,Super Angry,Red Suspenders,Hoodlum,
295,Raccoon Mafia #295,,Blue,Black,Dark Brown,Diamond,Angry,Dealer,Fedora,
296,Raccoon Mafia #296,,Orange,Brown,Dark Brown,Match,Thin Sunglasses,Short Sleeve Shirt,Homburg,Dynamite
297,Raccoon Mafia #297,,Red,Camel,Black,Smile,Heterochromia,Velvet Vest,,Casino
298,Raccoon Mafia #298,,Purple,Camel,Gray,Dagger,Bored,Khaki Shirt,Beanie,
299,Raccoon Mafia #299,,Blue,Camel,Dark Brown,Dagger,Super Angry,Ammunition,Derby,
300,Raccoon Mafia #300,,Orange,Camel,Dark Brown,Grillz,Innocent,Polo,Pilot Hat,
301,Raccoon Mafia #301,,Purple,Dark Gray,Burgundy,Calm,Thin Sunglasses,,Hoodlum,
302,Raccoon Mafia #302,,Yellow,Camel,Gray,Cigarette,Bored,Ammunition,,
303,Raccoon Mafia #303,,Yellow,Gray,Dark Gray,Poison,Calm,,,
304,Raccoon Mafia #304,,Orange,White,Dark Brown,Chilli,Calm,Gentleman,Flat Gray,
305,Raccoon Mafia #305,,Orange,Gray,Gray,Grin,Angry,Polo,Homburg,Thorns
306,Raccoon Mafia #306,,Orange,Black,Dark Brown,Chain,Suspicious,Killer,Hoodlum,Vine
307,Raccoon Mafia #307,,Green,Wounded,Ginger,Smile,Square Glasses,Dealer,Panama,
308,Raccoon Mafia #308,,Orange,Black,Ginger,Grillz,Innocent,Golden Shirt,Trilby,
309,Raccoon Mafia #309,,Blue,White,Gold,Spaghetti,Monocle,Tuxedo,Headband,
310,Raccoon Mafia #310,,Red,Wounded,Dark Gray,Grin,Thin Sunglasses,White With Blood,,
311,Raccoon Mafia #311,,Blue,Brown,Black,Chain,Bored,Gentleman,White Hat,
312,Raccoon Mafia #312,,Yellow,White,Black,Open,Bored,Velvet Vest,,Barbwire
313,Raccoon Mafia #313,,Blue,Brown,Ginger,Poison,Angry,Black Shirt,Beret,
314,Raccoon Mafia #314,,Orange,Camel,Black,Calm,Innocent,Plaid Shirt,Western,
315,Raccoon Mafia #315,,Orange,Dark Gray,Gray,Calm,Eyeband,Jersey,Arsonist,
316,Raccoon Mafia #316,,Blue,White,Gray,Calm,Grumpy,,Military Cap,
317,Raccoon Mafia #317,,Yellow,Wounded,Dark Brown,Chain,Suspicious,,Cowboy,Casino
318,Raccoon Mafia #318,,Orange,White,Ginger,Grin,Scar,Striped Suit,Straw Hat,
319,Raccoon Mafia #319,,Purple,Wounded,Gray,Grin,Grumpy,Green Vest,,Chains
320,Raccoon Mafia #320,,Red,Black,Burgundy,Calm,Super Angry,,,
321,Raccoon Mafia #321,,Red,Wounded,Dark Gray,Bitcoin,Disgruntled,Platinum Suit,Spiderweb,
322,Raccoon Mafia #322,,Red,Black,Ginger,Calm,Innocent,Polo,Cowboy,
323,Raccoon Mafia #323,,Blue,Wounded,Ginger,Cigarette,Monocle,,Red Bandana,Casino
324,Raccoon Mafia #324,,Blue,Dark Gray,Gray,Open,Super Angry,Priest,Flat Gray,Chains
325,Raccoon Mafia #325,,Blue,Camel,Dark Gray,Cigarette,Grumpy,Ammunition,White Hat,
326,Raccoon Mafia #326,,Purple,Dark Gray,Black,Match,Square Sunglasses,Chains,,
327,Raccoon Mafia #327,,Yellow,White,Dark Gray,Calm,Bloodshot,White Rose Shirt,Fedora,
328,Raccoon Mafia #328,,Orange,Dark Gray,Black,Calm,Bored,Prison Uniform,Beanie,
329,Raccoon Mafia #329,,Green,Camel,Gray,Smile,Eye Implant,Jersey,Flat Black,
330,Raccoon Mafia #330,,Yellow,Camel,Ginger,Dagger,Steampunk Glasses,,Sombrero,Barbwire
331,Raccoon Mafia #331,,Purple,Brown,Black,Smile,Grumpy,,Military Cap,Chains
332,Raccoon Mafia #332,,Purple,Dark Gray,Ginger,Grin,Square Glasses,Black Shirt,,
333,Raccoon Mafia #333,,Green,Brown,Gray,Card,Bored,Leather Jacket,Cowboy,
334,Raccoon Mafia #334,,Green,Brown,Burgundy,Match,Grumpy,Dealer,Panama,Thorns
335,Raccoon Mafia #335,,Green,White,Gray,Grin,Suspicious,Plaid Shirt,,
336,Raccoon Mafia #336,,Blue,Gray,Ginger,Smile,Square Glasses,,Western,
337,Raccoon Mafia #337,,Purple,White,Dark Gray,Open,Eyeband,,Borsalino,
338,Raccoon Mafia #338,,Red,Camel,Gray,Smile,Square Glasses,Undershirt,White Hat,Dynamite
339,Raccoon Mafia #339,,Orange,Black,Dark Gray,Card,Suspicious,Short Sleeve Shirt,,Thorns
340,Raccoon Mafia #340,,Blue,Gray,Burgundy,Calm,Round Glasses,Roses Shirt,Sombrero,Thorns
341,Raccoon Mafia #341,,Blue,Black,Gray,Dagger,Thin Sunglasses,Ammunition,Cowboy,
342,Raccoon Mafia #342,,Purple,Brown,Black,Open,Calm,Black Coat,Derby,Thorns
343,Raccoon Mafia #343,,Purple,Brown,Dark Gray,Smile,Monocle,Green Vest,Flat Gray,
344,Raccoon Mafia #344,,Purple,Black,Gray,Smile,Grumpy,Robber,Trilby,
345,Raccoon Mafia #345,,Orange,White,Black,Cigar,Bloodshot,Hawaiian,,
346,Raccoon Mafia #346,,Purple,White,Gray,Smile,Bored,White Rose Shirt,Headband,
347,Raccoon Mafia #347,,Green,Camel,Black,Smile,Red,Golden Shirt,,
348,Raccoon Mafia #348,,Red,Silver,Dark Brown,Smile,Squint,Bulletproof Vest,Beanie,
349,Raccoon Mafia #349,,Green,Black,Dark Gray,Grenade,Bored,,,Chains
350,Raccoon Mafia #350,,Blue,Brown,Black,Smile,Eyeband,Velvet Vest,,Barbwire
351,Raccoon Mafia #351,,Purple,Gray,Dark Gray,Bitcoin,Square Sunglasses,,White With Blood,Barbwire
352,Raccoon Mafia #352,,Yellow,Black Tattoo,Dark Gray,Smile,Suspicious,Gentleman,Headband,
353,Raccoon Mafia #353,,Purple,Black,Dark Brown,Poison,Squint,Black Shirt,Fedora,Thorns
354,Raccoon Mafia #354,,Yellow,Dark Gray,Dark Brown,Spaghetti,Red,Khaki Shirt,,
355,Raccoon Mafia #355,,Red,White,Black,Grillz,Grumpy,Bulletproof Vest,White Hat,
356,Raccoon Mafia #356,,Green,Black,Black,Card,Bored,,Broad Brim,
357,Raccoon Mafia #357,,Red,Camel,Ginger,Smile,Calm,,Flat Gray,
358,Raccoon Mafia #358,,Purple,Dark Gray,Dark Gray,Calm,Bloodshot,Silver Scarf Coat,,
359,Raccoon Mafia #359,,Yellow,Dark Gray,Dark Brown,Grillz,Disgruntled,White With Blood,Homburg,
360,Raccoon Mafia #360,,Red,Camel,Black,Chain,Super Angry,,Press Hat,
361,Raccoon Mafia #361,,Green,Dark Gray,Gray,Calm,Squint,Prison Uniform,Flat Black,
362,Raccoon Mafia #362,,Blue,Gray,Black,Calm,Super Angry,,Red Bandana,
363,Raccoon Mafia #363,,Blue,Dark Gray,Black,Cigarette,Bored,Roses Shirt,Military Cap,
364,Raccoon Mafia #364,,Yellow,Dark Gray,Gray,Smile,Bloodshot,Polo,,Thorns
365,Raccoon Mafia #365,,Blue,Dark Gray,Dark Brown,Diamond,Calm,Plaid Shirt,,
366,Raccoon Mafia #366,,Orange,Wounded,Gray,Smile,Bored,Striped Suit,,Thorns
367,Raccoon Mafia #367,,Green,Dark Gray,Black,Cigar,Calm,Plaid Shirt,,
368,Raccoon Mafia #368,,Yellow,Dark Gray,Dark Gray,Poison,Bored,,,
369,Raccoon Mafia #369,,Yellow,Brown,Dark Brown,Calm,Bloodshot,Rose Gold Bow Tie,,
370,Raccoon Mafia #370,,Green,Gray,Dark Gray,Calm,Grumpy,Short Sleeve Shirt,Homburg,
371,Raccoon Mafia #371,,Blue,Dark Gray,Dark Brown,Calm,Square Glasses,Officer,Cowboy,
372,Raccoon Mafia #372,,Yellow,Black,Gold,Bullet,Thin Sunglasses,Gold Embroidery Jacket,Officer,Thorns
373,Raccoon Mafia #373,,Purple,Dark Gray,Dark Brown,Smile,Grumpy,Short Sleeve Shirt,Flat Gray,
374,Raccoon Mafia #374,,Purple,Black,Black,Match,Calm,Bulletproof Vest,Headband,
375,Raccoon Mafia #375,,Blue,White,Dark Gray,Cigarette,Calm,Prison Uniform,Trilby,Thorns
376,Raccoon Mafia #376,,Yellow,Black,Black,Smile,Disgruntled,Gold Embroidery Jacket,,
377,Raccoon Mafia #377,,Red,Dark Gray,Ginger,Chilli,Square Sunglasses,Poncho,Panama,
378,Raccoon Mafia #378,,Purple,Brown,Dark Gray,Poison,Suspicious,,,Casino
379,Raccoon Mafia #379,,Blue,Dark Gray,Dark Gray,Diamond,Bored,Bulletproof Vest,,
380,Raccoon Mafia #380,,Purple,Brown,Ginger,Calm,Bored,,Panama,Vine
381,Raccoon Mafia #381,,Purple,White,Gray,Cigarette,Grumpy,Bitcoin Chain,,Refined
382,Raccoon Mafia #382,,Purple,Camel,Gray,Calm,Calm,Jersey,Beret,
383,Raccoon Mafia #383,,Yellow,Black,Black,Chain,Disgruntled,Gentleman,Dealer,
384,Raccoon Mafia #384,,Red,Black,Black,Open,Calm,Priest,Beret,
385,Raccoon Mafia #385,,Purple,Black,Dark Brown,Grin,Bored,Gold Embroidery Jacket,Military Cap,
386,Raccoon Mafia #386,,Yellow,White,Gray,Calm,Square Glasses,Golden Shirt,,
387,Raccoon Mafia #387,,Purple,Camel,Ginger,Smile,Super Angry,Jersey,Broad Brim,Chains
388,Raccoon Mafia #388,,Red,Black,Dark Gray,Cigar,Square Sunglasses,Tuxedo,Homburg,
389,Raccoon Mafia #389,,Yellow,Dark Gray,Black,Spaghetti,Angry,Bathrobe,Pilot Hat,
390,Raccoon Mafia #390,,Purple,Black Tattoo,Dark Gray,Grin,Super Angry,Necklace,Flat Gray,Thorns
391,Raccoon Mafia #391,,Orange,Black,Black,Match,Bloodshot,Ammunition,,Cards
392,Raccoon Mafia #392,,Yellow,Black,Ginger,Poison,Bored,Bulletproof Vest,Straw Hat,
393,Raccoon Mafia #393,,Red,Dark Gray,Gray,Cigar,Disgruntled,Hawaiian,Skull Bandana,
394,Raccoon Mafia #394,,Yellow,Dark Gray,Black,Cigar,Calm,,Homburg,Thorns
395,Raccoon Mafia #395,,Orange,Camel,Black,Grenade,Bored,Dealer,Flat Gray,Cards
396,Raccoon Mafia #396,,Orange,Camel,Dark Gray,Chain,Bored,Tuxedo,Skull Bandana,
397,Raccoon Mafia #397,,Blue,Dark Gray,Silver,Grin,Grumpy,Black Shirt,,Thorns
398,Raccoon Mafia #398,,Green,Brown,Ginger,Cigarette,Squint,,Cowboy,Barbwire
399,Raccoon Mafia #399,,Purple,Brown,Black,Grin,Grumpy,Hawaiian,,Chains
400,Raccoon Mafia #400,,Purple,Black,Gray,Smile,Angry,,,Cards
401,Raccoon Mafia #401,,Green,Black,Gray,Grin,Red,Silver Scarf Coat,Flat Gray,
402,Raccoon Mafia #402,,Green,Brown,Burgundy,Smile,Square Glasses,Black Coat,Hoodlum,Barbwire
403,Raccoon Mafia #403,,Green,Camel,Gray,Chain,Monocle,Hawaiian,Trilby,Barbwire
404,Raccoon Mafia #404,,Yellow,Gray,Black,Smile,Bored,Plaid Shirt,Panama,
405,Raccoon Mafia #405,,Purple,Black,Black,Cigar,Calm,Diamond Tie,Homburg,Barbwire
406,Raccoon Mafia #406,,Red,Gray,Gray,Smile,Calm,Hawaiian,Robber,Casino
407,Raccoon Mafia #407,,Green,Wounded,Black,Calm,Angry,Diamond Tie,Broad Brim,
408,Raccoon Mafia #408,,Blue,Dark Gray,Ginger,Open,Innocent,Rose Gold Bow Tie,Borsalino,Chains
409,Raccoon Mafia #409,,Orange,White,Gray,Cigarette,Bored,Bathrobe,,
410,Raccoon Mafia #410,,Blue,Dark Gray,Gray,Grin,Bored,Red Suspenders,Broad Brim,Diamond
411,Raccoon Mafia #411,,Blue,Black,Ginger,Poison,Bored,Gold Embroidery Jacket,,
412,Raccoon Mafia #412,,Red,Black,Ginger,Open,Super Angry,Silver Scarf Coat,Dealer,Thorns
413,Raccoon Mafia #413,,Orange,Black,Dark Gray,Open,Super Angry,Bulletproof Vest,Derby,
414,Raccoon Mafia #414,,Green,Black,Dark Gray,Grin,Grumpy,Snakeskin Jacket,Pilot Hat,
415,Raccoon Mafia #415,,Yellow,Brown,Ginger,Chain,Eye Implant,Prison Uniform,,
416,Raccoon Mafia #416,,Yellow,Dark Gray,Black,Grin,Steampunk Glasses,Torn T-shirt,Straw Hat,
417,Raccoon Mafia #417,,Red,Gray,Dark Gray,Cigarette,Calm,,Homburg,
418,Raccoon Mafia #418,,Orange,Dark Gray,Dark Brown,Smile,Square Glasses,,Headband,
419,Raccoon Mafia #419,,Blue,Gray,Dark Gray,Smile,Monocle,Black Shirt,Dealer,
420,Raccoon Mafia #420,,Orange,Camel,Burgundy,Calm,Bored,Gentleman,White Hat,
421,Raccoon Mafia #421,,Yellow,White,Black,Bitcoin,Bloodshot,Khaki Shirt,,Cards
422,Raccoon Mafia #422,,Red,Dark Gray,Gray,Chilli,Disgruntled,Poncho,Headband,
423,Raccoon Mafia #423,,Yellow,Camel,Dark Gray,Chilli,Bloodshot,Bulletproof Vest,Headband,
424,Raccoon Mafia #424,,Blue,Dark Gray,Gray,Open,Scar,Plaid Shirt,Pilot Hat,Barbwire
425,Raccoon Mafia #425,,Blue,Brown,Dark Brown,Bullet,Calm,Short Sleeve Shirt,Homburg,Chains
426,Raccoon Mafia #426,,Orange,Gray,Gold,Grin,Super Angry,,,
427,Raccoon Mafia #427,,Green,Black,Gray,Calm,Grumpy,Diamond Tie,Fedora,Barbwire
428,Raccoon Mafia #428,,Yellow,Brown,Dark Gray,Calm,Grumpy,,White With Blood,
429,Raccoon Mafia #429,,Orange,Dark Gray,Burgundy,Cigarette,Suspicious,Gold Embroidery Jacket,Skull Bandana,
430,Raccoon Mafia #430,,Yellow,Camel,Gray,Cigarette,Squint,Golden Shirt,Trilby,Thorns
431,Raccoon Mafia #431,,Red,White,Gray,Open,Calm,Striped Suit,Dealer,Casino
432,Raccoon Mafia #432,,Green,Camel,Black,Poison,Calm,Khaki Shirt,,Dynamite
433,Raccoon Mafia #433,,Red,Black,Black,Grenade,Disgruntled,,Red Bandana,Barbwire
434,Raccoon Mafia #434,,Blue,Camel,Gray,Chilli,Bored,,Flat Black,Chains
435,Raccoon Mafia #435,,Yellow,Gray,Black,Grin,Bloodshot,Necklace,Pilot Hat,Barbwire
436,Raccoon Mafia #436,,Red,Gray,Dark Gray,Cigarette,Disgruntled,Necklace,Panama,
437,Raccoon Mafia #437,,Purple,Black,Gray,Bitcoin,Red,Striped Suit,Press Hat,Barbwire
438,Raccoon Mafia #438,,Orange,White,Dark Brown,Grillz,Suspicious,Torn T-shirt,Flat Gray,
439,Raccoon Mafia #439,,Purple,Black,Gray,Bitcoin,Suspicious,Hawaiian,Arsonist,
440,Raccoon Mafia #440,,Orange,Black,Dark Gray,Grillz,Bored,Prison Uniform,,
441,Raccoon Mafia #441,,Blue,Black,Gray,Match,Bored,Green Vest,Gold Embroidery,Casino
442,Raccoon Mafia #442,,Orange,Camel,Burgundy,Calm,Calm,,Beret,
443,Raccoon Mafia #443,,Red,Brown,Dark Brown,Cigarette,Bored,Priest,,
444,Raccoon Mafia #444,,Green,Camel,Gray,Smile,Thin Sunglasses,Dealer,,
445,Raccoon Mafia #445,,Blue,Black,Black,Cigarette,Square Glasses,Diamond Tie,Cowboy,Casino
446,Raccoon Mafia #446,,Purple,Gray,Burgundy,Dollar,Red,Silver Scarf Coat,Derby,
447,Raccoon Mafia #447,,Orange,Wounded,Dark Gray,Smile,Red,Gold Embroidery Jacket,,
448,Raccoon Mafia #448,,Red,Dark Gray,Dark Brown,Dagger,Round Glasses,Green Vest,Beanie,
449,Raccoon Mafia #449,,Yellow,Black,Black,Open,Innocent,Officer,,Thorns
450,Raccoon Mafia #450,,Red,Dark Gray,Ginger,Rose,Square Glasses,,Fedora,
451,Raccoon Mafia #451,,Blue,Dark Gray,Gray,Open,Bored,,,
452,Raccoon Mafia #452,,Yellow,Black,Gray,Bitcoin,Bored,Lizard,White With Blood,
453,Raccoon Mafia #453,,Purple,Black,Black,Grenade,Bloodshot,Silver Scarf Coat,Broad Brim,
454,Raccoon Mafia #454,,Orange,Gray,Black,Chain,Round Glasses,Leather Jacket,Derby,
455,Raccoon Mafia #455,,Orange,Black,Ginger,Cigarette,Red,Dealer,Cowboy,
456,Raccoon Mafia #456,,Blue,Dark Gray,Gray,Diamond,Disgruntled,,Cowboy,Refined
457,Raccoon Mafia #457,,Blue,Gray,Dark Gray,Smile,Bored,Hawaiian,Arsonist,Chains
458,Raccoon Mafia #458,,Green,Wounded,Dark Gray,Calm,Bored,,Straw Hat,Thorns
459,Raccoon Mafia #459,,Purple,White,Dark Brown,Grillz,Suspicious,Black Coat,Officer,
460,Raccoon Mafia #460,,Purple,White,Burgundy,Open,Innocent,Poncho,Trilby,
461,Raccoon Mafia #461,,Blue,Brown,Burgundy,Calm,Eye Implant,,Panama,
462,Raccoon Mafia #462,,Yellow,Dark Gray,Black,Open,Thin Sunglasses,Striped Suit,Cowboy,Chains
463,Raccoon Mafia #463,,Purple,Brown,Gray,Cigarette,Grumpy,Roses Shirt,Western,Dynamite
464,Raccoon Mafia #464,,Red,Camel,Black,Grin,Angry,,Boss Hat,
465,Raccoon Mafia #465,,Orange,Dark Gray,Dark Gray,Grin,Round Glasses,Khaki Shirt,Press Hat,
466,Raccoon Mafia #466,,Purple,Gray,Black,Spaghetti,Scar,Ammunition,Headband,Chains
467,Raccoon Mafia #467,,Green,White,Gray,Calm,Square Sunglasses,Dealer,Western,Vine
468,Raccoon Mafia #468,,Blue,Brown,Dark Brown,Cigarette,Angry,Velvet Vest,,
469,Raccoon Mafia #469,,Red,Dark Gray,Gray,Open,Angry,,Panama,
470,Raccoon Mafia #470,,Purple,White,Gray,Chain,Grumpy,Robber,White Hat,Dynamite
471,Raccoon Mafia #471,,Blue,Gray,Ginger,Bitcoin,Squint,Black Coat,Broad Brim,Casino
472,Raccoon Mafia #472,,Purple,Black,Gray,Open,Disgruntled,Rose Gold Bow Tie,,Dynamite
473,Raccoon Mafia #473,,Red,Black Tattoo,Ginger,Match,Angry,Leather Jacket,Trilby,
474,Raccoon Mafia #474,,Red,Dark Gray,Black,Match,Suspicious,Roses Shirt,,
475,Raccoon Mafia #475,,Green,Dark Gray,Black,Chilli,Eye Implant,,Broad Brim,Chains
476,Raccoon Mafia #476,,Green,Brown,Gray,Grin,Steampunk Glasses,Short Sleeve Shirt,,Thorns
477,Raccoon Mafia #477,,Red,Gray,Gray,Calm,Calm,Jersey,White Hat,
478,Raccoon Mafia #478,,Orange,White,Black,Bitcoin,Bloodshot,Torn T-shirt,Press Hat,Barbwire
479,Raccoon Mafia #479,,Green,White,Dark Gray,Grenade,Heterochromia,,Hoodlum,
480,Raccoon Mafia #480,,Green,Brown,Black,Smile,Squint,,,
481,Raccoon Mafia #481,,Purple,Dark Gray,Gray,Dollar,Calm,Velvet Vest,,Thorns
482,Raccoon Mafia #482,,Purple,Black,Ginger,Calm,Grumpy,,,Thorns
483,Raccoon Mafia #483,,Green,Black,Dark Gray,Calm,Bloodshot,Hawaiian,,
484,Raccoon Mafia #484,,Red,Black,Dark Gray,Calm,Bored,Hawaiian,,
485,Raccoon Mafia #485,,Yellow,Wounded,Black,Grenade,Disgruntled,Plaid Shirt,Hoodlum,Thorns
486,Raccoon Mafia #486,,Red,Brown,Black,Grin,Eyeband,Priest,,
487,Raccoon Mafia #487,,Red,Black,Gray,Open,Suspicious,Hawaiian,,Thorns
488,Raccoon Mafia #488,,Yellow,Gray,Ginger,Grin,Bored,Rose Gold Bow Tie,Derby,Cards
489,Raccoon Mafia #489,,Blue,Gold,Dark Gray,Match,Bored,Short Sleeve Shirt,Press Hat,Chains
490,Raccoon Mafia #490,,Red,Black,Dark Gray,Smile,Calm,,Cowboy,
491,Raccoon Mafia #491,,Yellow,Black,Ginger,Diamond,Thin Sunglasses,Officer,,Dynamite
492,Raccoon Mafia #492,,Green,Camel,Dark Brown,Match,Bored,Killer,,
493,Raccoon Mafia #493,,Blue,Brown,Dark Brown,Card,Bored,Lizard,,
494,Raccoon Mafia #494,,Green,Dark Gray,Black,Grin,Disgruntled,Gentleman,Robber,Chains
495,Raccoon Mafia #495,,Red,White,Dark Brown,Smile,Monocle,Tuxedo,,
496,Raccoon Mafia #496,,Purple,Dark Gray,Silver,Match,Super Angry,Killer,Flat Black,
497,Raccoon Mafia #497,,Green,Wounded,Black,Open,Angry,Necklace,Flat Gray,
498,Raccoon Mafia #498,,Orange,Brown,Ginger,Open,Disgruntled,,,Thorns
499,Raccoon Mafia #499,,Red,Black Tattoo,Black,Bullet,Super Angry,Short Sleeve Shirt,Straw Hat,
500,Raccoon Mafia #500,,Green,Wounded,Gray,Chain,Calm,Diamond Tie,Homburg,
501,Raccoon Mafia #501,,Yellow,Brown,Ginger,Chilli,Steampunk Glasses,Gentleman,Flat Black,
502,Raccoon Mafia #502,,Orange,Black,Black,Cigarette,Square Sunglasses,Khaki Shirt,Officer,
503,Raccoon Mafia #503,,Orange,Brown,Gray,Calm,Angry,Bulletproof Vest,Robber,Dynamite
504,Raccoon Mafia #504,,Blue,White,Dark Gray,Dollar,Squint,,Flat Gray,Casino
505,Raccoon Mafia #505,,Blue,White,Dark Gray,Open,Innocent,Velvet Vest,White Hat,
506,Raccoon Mafia #506,,Orange,Black Tattoo,Ginger,Chilli,Angry,Black Shirt,Homburg,
507,Raccoon Mafia #507,,Yellow,Brown,Dark Brown,Calm,Thin Sunglasses,Plaid Shirt,,Barbwire
508,Raccoon Mafia #508,,Orange,White,Gray,Open,Suspicious,Leather Jacket,Beret,
509,Raccoon Mafia #509,,Yellow,Gray,Gray,Chilli,Square Sunglasses,Black Shirt,Pilot Hat,Casino
510,Raccoon Mafia #510,,Blue,Dark Gray,Dark Brown,Open,Bored,Bandage,,
511,Raccoon Mafia #511,,Red,Black,Gray,Dagger,Suspicious,White Rose Shirt,,
512,Raccoon Mafia #512,,Red,Black,Gray,Smile,Bloodshot,,Beanie,
513,Raccoon Mafia #513,,Orange,Dark Gray,Dark Gray,Match,Calm,Necklace,Derby,Thorns
514,Raccoon Mafia #514,,Yellow,Black,Gray,Calm,Innocent,Plaid Shirt,Robber,
515,Raccoon Mafia #515,,Orange,Brown,Ginger,Grin,Square Glasses,,Headband,Diamond
516,Raccoon Mafia #516,,Green,Dark Gray,Dark Brown,Cigarette,Steampunk Glasses,Red Suspenders,White With Blood,
517,Raccoon Mafia #517,,Red,Black,Black,Bandana,Scar,Velvet Vest,Flat Black,
518,Raccoon Mafia #518,,Blue,Black,Black,Spaghetti,Disgruntled,Necklace,,
519,Raccoon Mafia #519,,Purple,Gray,Black,Calm,Bored,,Borsalino,Thorns
520,Raccoon Mafia #520,,Green,White,Dark Gray,Smile,Suspicious,Hawaiian,,
521,Raccoon Mafia #521,,Orange,Gray,Gray,Chain,Grumpy,Striped Suit,Flat Gray,Cards
522,Raccoon Mafia #522,,Orange,Brown,Ginger,Smile,Calm,Hawaiian,Panama,
523,Raccoon Mafia #523,,Purple,White,Burgundy,Open,Bored,Prison Uniform,Trilby,
524,Raccoon Mafia #524,,Red,Camel,Burgundy,Calm,Calm,Undershirt,Bandage,
525,Raccoon Mafia #525,,Red,Brown,Dark Brown,Cigar,Heterochromia,Red Suspenders,,
526,Raccoon Mafia #526,,Green,Gray,Dark Brown,Smile,Disgruntled,Black Coat,Pilot Hat,
527,Raccoon Mafia #527,,Purple,Gray,Dark Gray,Dollar,Thin Sunglasses,,Panama,Barbwire
528,Raccoon Mafia #528,,Blue,Brown,Dark Gray,Cigarette,Steampunk Glasses,Red Suspenders,Flat Gray,
529,Raccoon Mafia #529,,Orange,Brown,Gray,Chilli,Round Glasses,,,Barbwire
530,Raccoon Mafia #530,,Green,Brown,Black,Diamond,Super Angry,Red Suspenders,,
531,Raccoon Mafia #531,,Orange,Brown,Black,Smile,Monocle,Robber,,Thorns
532,Raccoon Mafia #532,,Blue,Camel,Burgundy,Bitcoin,Calm,Red Suspenders,,
533,Raccoon Mafia #533,,Blue,Camel,Dark Gray,Grillz,Round Glasses,Green Vest,,Chains
534,Raccoon Mafia #534,,Orange,White,Dark Brown,Calm,Bloodshot,,Broad Brim,Barbwire
535,Raccoon Mafia #535,,Blue,Black,Gray,Calm,Calm,Black Coat,Derby,Barbwire
536,Raccoon Mafia #536,,Red,Wounded,Gray,Cigarette,Angry,Torn T-shirt,,
537,Raccoon Mafia #537,,Red,Gray,Black,Grenade,Eye Implant,Jersey,Panama,Barbwire
538,Raccoon Mafia #538,,Purple,Brown,Dark Brown,Diamond,Square Sunglasses,Prison Uniform,Panama,Cards
539,Raccoon Mafia #539,,Yellow,White,Ginger,Cigarette,Disgruntled,Hawaiian,,Chains
540,Raccoon Mafia #540,,Purple,Brown,Dark Brown,Cigarette,Bored,Green Vest,,
541,Raccoon Mafia #541,,Red,Black,Dark Gray,Bitcoin,Grumpy,Red Suspenders,Beret,Dynamite
542,Raccoon Mafia #542,,Purple,Camel,Gray,Cigar,Thin Sunglasses,Killer,Arsonist,
543,Raccoon Mafia #543,,Green,Black,Ginger,Smile,Squint,Plaid Shirt,Borsalino,Casino
544,Raccoon Mafia #544,,Red,Brown,Dark Brown,Open,Casino,,Flat Black,
545,Raccoon Mafia #545,,Green,Black,Burgundy,Poison,Angry,Short Sleeve Shirt,White Hat,Barbwire
546,Raccoon Mafia #546,,Yellow,Brown,Dark Gray,Smile,Bloodshot,Khaki Shirt,,
