TOKEN_ID,TOKEN_NAME,Background,Body,Shirt,Eyes,Mouth,Hats,Attack,Defense,Special
271,Baby Ape Mutant Club #271,Dark Blue,Pink and Green,Cosmo,Red,Funnel,none,6,7,7
272,Baby Ape Mutant Club #272,Aqua,Zombie,Burning,Stone,Gold,none,2,5,2
273,Baby Ape Mutant Club #273,Grey,Red Leopard,Burning,Stone,Grit,Chain,8,7,7
274,Baby Ape Mutant Club #274,Grey,Green Tiger,Robe,X ,Stubble,Brain Party,7,10,10
275,Baby Ape Mutant Club #275,Grey,Lava,Senator,Crying,Grin,Flying,1,9,1
276,Baby Ape Mutant Club #276,Orange,Pink and Green,none,X ,Hungry,Daredevil,3,6,6
277,Baby Ape Mutant Club #277,Grey,Red Leopard,Sailor,Red,Stoopid,Cowboy,6,7,9
278,Baby Ape Mutant Club #278,Purple,Skeleton,none,Crying,Stubble,none,8,3,5
279,Baby Ape Mutant Club #279,Aqua,Zebra,none,Crying,Gem,none,5,6,7
280,Baby Ape Mutant Club #280,Purple,Zombie,Robe,Red,Grit,Ninja,5,7,3
281,Baby Ape Mutant Club #281,Grey,Zombie,none,Goggle,Dumb,Cowboy,8,4,5
282,Baby Ape Mutant Club #282,Grey,Zombie,Robe,Fish,Worm,Brain Party,5,4,3
283,Baby Ape Mutant Club #283,Purple,Zebra,none,Fish,Dumb,Brain,1,7,6
284,Baby Ape Mutant Club #284,Aqua,Lava,none,Fish,Rage,Dino,7,3,5
285,Baby Ape Mutant Club #285,Dark Blue,Green Tiger,Sailor Boy,Wide ,Grit,Chain,8,5,6
286,Baby Ape Mutant Club #286,Blue,Green Tiger,Burning,Eye Patch,Gem,Chain,4,1,1
287,Baby Ape Mutant Club #287,Dark Blue,Blue Leopard ,none,Red,Stoopid,none,10,4,5
288,Baby Ape Mutant Club #288,Dark Blue,Blue Leopard ,Yellow jail,Bloody,Dumb,Chain,5,7,5
289,Baby Ape Mutant Club #289,Blue,Pink and Green,none,Goggle,Grit,Brain,5,5,9
290,Baby Ape Mutant Club #290,Dark Blue,Skeleton,Leopard,Eye Patch,stone,Card,3,4,10
291,Baby Ape Mutant Club #291,Purple,Pink and Green,Yellow jail,Strained,Stoopid,none,5,6,6
292,Baby Ape Mutant Club #292,Dark Blue,Green Tiger,none,Bloody,Cheesy,Card,4,6,3
293,Baby Ape Mutant Club #293,Orange,Green Tiger,Dr,Bloody,Funnel,Dino,7,7,7
294,Baby Ape Mutant Club #294,Aqua,Pink and Green,none,Stone,Grit,Sailor,9,2,3
295,Baby Ape Mutant Club #295,Orange,Pink and Green,none,X ,Cheesy,Krakken,2,3,1
296,Baby Ape Mutant Club #296,Orange,Red Leopard,Yellow jail,Red,Funnel,none,6,5,7
297,Baby Ape Mutant Club #297,Grey,Zebra,none,Crying,Grin,Squid,6,4,9
298,Baby Ape Mutant Club #298,Purple,Zombie,none,Crying,Gem,Captain,4,2,3
299,Baby Ape Mutant Club #299,Purple,Zombie,none,Eye Patch,Gem,Alien,3,6,5
300,Baby Ape Mutant Club #300,Purple,Lava,Sailor Boy,Wide ,stone,none,7,10,8
301,Baby Ape Mutant Club #301,Dark Blue,Zombie,none,X ,Stoopid,Ninja,8,9,5
302,Baby Ape Mutant Club #302,Grey,Red Leopard,Sailor Boy,Crying,Cheesy,Cowboy,4,6,5
303,Baby Ape Mutant Club #303,Grey,Zombie,none,Stone,Stubble,Fuzzy,3,6,5
304,Baby Ape Mutant Club #304,Grey,Pink and Green,Burning,Crying,Grin,Card,8,1,7
305,Baby Ape Mutant Club #305,Orange,Red Leopard,none,Crying,Stubble,none,8,7,3
306,Baby Ape Mutant Club #306,Purple,Red Leopard,none,Wide ,Stubble,Flying,5,7,7
307,Baby Ape Mutant Club #307,Blue,Zombie,Yellow jail,Red,Funnel,Brain Party,1,10,6
308,Baby Ape Mutant Club #308,Grey,Skeleton,Robe,Stone,Stubble,Rainbow,1,5,8
309,Baby Ape Mutant Club #309,Grey,Zombie,Space,Stone,Grit,Fuzzy,5,6,4
310,Baby Ape Mutant Club #310,Purple,Zombie,Dr,Fish,Gold,Alien,6,5,6
311,Baby Ape Mutant Club #311,Blue,Red Leopard,Sailor,Bloody,Knife,Card,7,8,7
312,Baby Ape Mutant Club #312,Aqua,Blue Leopard ,Tongue,Bug,Funnel,Krakken,8,6,1
313,Baby Ape Mutant Club #313,Blue,Green Tiger,Yellow jail,Bloody,Dumb,Daredevil,5,1,1
314,Baby Ape Mutant Club #314,Orange,Skeleton,Dr,X ,Snarl,Rainbow,9,8,6
315,Baby Ape Mutant Club #315,Purple,Red Leopard,none,Wide ,Stubble,Daredevil,6,1,7
316,Baby Ape Mutant Club #316,Blue,Green Tiger,Tongue,Strained,Stubble,Krakken,4,3,8
317,Baby Ape Mutant Club #317,Blue,Zombie,none,Crying,Hungry,Brain Party,8,5,10
318,Baby Ape Mutant Club #318,Dark Blue,Green Tiger,none,Bloody,Worm,Devil,8,7,10
319,Baby Ape Mutant Club #319,Purple,Pink and Green,Burning,Wide ,Stubble,Brain,8,5,5
320,Baby Ape Mutant Club #320,Yellow,Pink and Green,none,Wide ,Cheesy,Card,1,5,6
321,Baby Ape Mutant Club #321,Grey,Blue Leopard ,Robe,Eye Patch,stone,Brain,6,6,8
322,Baby Ape Mutant Club #322,Grey,Pink and Green,Sailor,Bloody,Grin,Krakken,5,8,7
323,Baby Ape Mutant Club #323,Dark Blue,Static,none,X ,stone,Alien,7,6,4
324,Baby Ape Mutant Club #324,Aqua,Zombie,none,Fish,stone,Dino,7,3,2
325,Baby Ape Mutant Club #325,Grey,Pink and Green,Cosmo,3d,Grit,Brain,3,9,10
326,Baby Ape Mutant Club #326,Grey,Pink and Green,Yellow jail,Crying,Soda,none,4,5,6
327,Baby Ape Mutant Club #327,Blue,Skeleton,none,Crying,Snarl,Card,3,3,5
328,Baby Ape Mutant Club #328,Purple,Green Tiger,Dr,X ,Soda,Krakken,7,9,7
329,Baby Ape Mutant Club #329,Purple,Skeleton,Burning,Red,Knife,Flying,3,10,7
330,Baby Ape Mutant Club #330,Blue,Zombie,Trippy suit,Strained,Grin,Sailor,7,3,7
331,Baby Ape Mutant Club #331,Grey,Green Tiger,Dr,Red,Stoopid,Brain Party,4,6,10
332,Baby Ape Mutant Club #332,Dark Blue,Static,Yellow jail,Crying,Funnel,Daredevil,7,8,6
333,Baby Ape Mutant Club #333,Grey,Blue Leopard ,Burning,Bloody,Worm,Krakken,7,8,4
334,Baby Ape Mutant Club #334,Blue,Zombie,Tongue,Red,Hungry,Sailor,7,6,8
335,Baby Ape Mutant Club #335,Yellow,Gold,Space,3d,Cheesy,Sailor,4,5,9
336,Baby Ape Mutant Club #336,Grey,Lava,Dr,Strained,Funnel,Brain Party,9,6,7
337,Baby Ape Mutant Club #337,Blue,Green Tiger,Space,Fish,Worm,Captain,5,6,8
338,Baby Ape Mutant Club #338,Grey,Skeleton,Sailor Boy,Crying,Rage,Krakken,6,1,6
339,Baby Ape Mutant Club #339,Blue,Pink and Green,Robe,Wide ,Killer,Squid,4,7,2
340,Baby Ape Mutant Club #340,Grey,Zombie,Yellow jail,Wide ,Worm,Rainbow,4,7,4
341,Baby Ape Mutant Club #341,Dark Blue,Skeleton,Dr,Strained,Stubble,Chain,9,3,8
342,Baby Ape Mutant Club #342,Purple,Green Tiger,Cosmo,Crying,Gem,none,8,5,2
343,Baby Ape Mutant Club #343,Dark Blue,Red Leopard,none,X ,Soda,Daredevil,8,1,4
344,Baby Ape Mutant Club #344,Purple,Blue Leopard ,Sailor Boy,Crying,Knife,Brain Party,7,4,3
345,Baby Ape Mutant Club #345,Aqua,Zombie,Tongue,Red,stone,none,8,3,4
346,Baby Ape Mutant Club #346,Blue,Green Tiger,Tongue,Strained,Gem,Bunny,6,4,3
347,Baby Ape Mutant Club #347,Yellow,Zombie,Senator,Red,Funnel,Sailor,6,3,7
348,Baby Ape Mutant Club #348,Yellow,Blue Leopard ,Tongue,Stone,Hungry,none,3,10,8
349,Baby Ape Mutant Club #349,Dark Blue,Pink and Green,Tongue,Strained,Gem,Card,7,7,7
350,Baby Ape Mutant Club #350,Yellow,Lava,none,Strained,Dumb,Rainbow,3,5,3
351,Baby Ape Mutant Club #351,Dark Blue,Blue Leopard ,Sailor,Crying,Knife,none,6,8,7
352,Baby Ape Mutant Club #352,Yellow,Lava,Burning,X ,Worm,Bunny,8,5,10
353,Baby Ape Mutant Club #353,Dark Blue,Zebra,Trippy friend,Bug,Grit,Captain,8,3,3
354,Baby Ape Mutant Club #354,Purple,Green Tiger,none,Bloody,Gold,Rainbow,5,6,9
355,Baby Ape Mutant Club #355,Purple,Skeleton,Dr,Bloody,stone,Alien,7,6,8
356,Baby Ape Mutant Club #356,Orange,Pink and Green,Sailor,Bloody,Stubble,Squid,1,8,3
357,Baby Ape Mutant Club #357,Blue,Red Leopard,Sailor,Red,Rage,Rainbow,10,6,1
358,Baby Ape Mutant Club #358,Dark Blue,Red Leopard,Senator,Bug,Knife,Alien,4,5,4
359,Baby Ape Mutant Club #359,Dark Blue,Pink and Green,Yellow jail,X ,Gold,Devil,2,5,1
360,Baby Ape Mutant Club #360,Purple,Red Leopard,none,Wide ,Stubble,Alien,4,3,3
361,Baby Ape Mutant Club #361,Grey,Blue Leopard ,Cosmo,Goggle,Worm,Captain,6,2,6
362,Baby Ape Mutant Club #362,Yellow,Gold,Yellow jail,Eye Patch,Dumb,Card,8,10,6
363,Baby Ape Mutant Club #363,Blue,Zombie,Space,Bloody,Grin,Trippy,10,3,6
364,Baby Ape Mutant Club #364,Blue,Static,none,Fish,stone,Chain,3,6,10
365,Baby Ape Mutant Club #365,Grey,Green Tiger,Burning,Fish,Grit,Cowboy,8,6,2
366,Baby Ape Mutant Club #366,Purple,Zombie,Space,Wide ,Snarl,Ninja,2,3,7
367,Baby Ape Mutant Club #367,Dark Blue,Lava,Tongue,Bloody,Dumb,Bunny,6,7,1
368,Baby Ape Mutant Club #368,Orange,Green Tiger,Dr,Red,stone,Rainbow,9,9,7
369,Baby Ape Mutant Club #369,Purple,Zombie,Burning,Stone,Stubble,none,7,7,8
370,Baby Ape Mutant Club #370,Aqua,Red Leopard,Tongue,Stone,Gold,Brain,4,6,4
371,Baby Ape Mutant Club #371,Blue,Lava,none,Bloody,Hungry,Dino,2,5,8
372,Baby Ape Mutant Club #372,Yellow,Blue Leopard ,none,Crying,Hungry,Sailor,5,3,1
373,Baby Ape Mutant Club #373,Yellow,Blue Leopard ,Burning,Fish,Hungry,Bunny,6,7,8
374,Baby Ape Mutant Club #374,Blue,Red Leopard,Sailor,Red,Stubble,none,8,5,6
375,Baby Ape Mutant Club #375,Orange,Blue Leopard ,Cosmo,Bloody,Dumb,none,4,6,1
376,Baby Ape Mutant Club #376,Dark Blue,Red Leopard,Robe,Stone,Killer,none,5,1,4
377,Baby Ape Mutant Club #377,Grey,Zombie,Leopard,Red,stone,Krakken,3,1,7
378,Baby Ape Mutant Club #378,Dark Blue,Static,Cosmo,Bloody,Soda,none,8,8,2
379,Baby Ape Mutant Club #379,Aqua,Pink and Green,none,Eye Patch,Hungry,Brain Party,7,2,2
380,Baby Ape Mutant Club #380,Grey,Skeleton,Leopard,Red,Stubble,Sailor,1,3,10
381,Baby Ape Mutant Club #381,Orange,Pink and Green,Burning,Eye Patch,Gold,Card,4,6,5
382,Baby Ape Mutant Club #382,Dark Blue,Zombie,Burning,Eye Patch,Cheesy,Daredevil,3,2,8
383,Baby Ape Mutant Club #383,Yellow,Skeleton,none,Eye Patch,stone,Bunny,7,10,8
384,Baby Ape Mutant Club #384,Yellow,Zombie,Cosmo,Eye Patch,Grin,Brain Party,6,8,7
385,Baby Ape Mutant Club #385,Blue,Lava,Leopard,Bloody,Cheesy,Rainbow,7,9,3
386,Baby Ape Mutant Club #386,Purple,Pink and Green,none,Wide ,Grin,Brain,8,6,8
387,Baby Ape Mutant Club #387,Aqua,Green Tiger,Yellow jail,Bloody,Funnel,Bunny,5,7,6
388,Baby Ape Mutant Club #388,Yellow,Gold,none,Eye Patch,Dumb,Rainbow,4,7,4
389,Baby Ape Mutant Club #389,Orange,Green Tiger,none,Wide ,Rage,Fuzzy,4,7,7
390,Baby Ape Mutant Club #390,Yellow,Green Tiger,Sailor,X ,Killer,Chain,5,1,5
391,Baby Ape Mutant Club #391,Blue,Static,none,3d,Stoopid,Sailor,9,7,4
392,Baby Ape Mutant Club #392,Blue,Pink and Green,Space,Wide ,Grin,Brain,6,3,2
393,Baby Ape Mutant Club #393,Grey,Zombie,Senator,3d,Grin,none,5,5,10
394,Baby Ape Mutant Club #394,Grey,Red Leopard,none,Strained,Hungry,none,7,3,10
395,Baby Ape Mutant Club #395,Blue,Red Leopard,Dr,Red,stone,Brain Party,7,2,4
396,Baby Ape Mutant Club #396,Yellow,Lava,Sailor,Red,Grit,none,4,5,3
397,Baby Ape Mutant Club #397,Dark Blue,Lava,Trippy suit,Crying,Grin,none,1,3,10
398,Baby Ape Mutant Club #398,Aqua,Zombie,Sailor,Wide ,Cheesy,Flying,4,2,9
399,Baby Ape Mutant Club #399,Aqua,Zombie,Yellow jail,Fish,Dumb,none,7,6,1
400,Baby Ape Mutant Club #400,Blue,Zebra,Robe,3d,Gem,Daredevil,8,4,6
401,Baby Ape Mutant Club #401,Blue,Gold,Tongue,Eye Patch,Soda,Card,8,1,8
402,Baby Ape Mutant Club #402,Yellow,Green Tiger,Yellow jail,Bug,Worm,Sailor,4,9,6
403,Baby Ape Mutant Club #403,Orange,Blue Leopard ,none,Bloody,Dumb,Sailor,7,6,6
404,Baby Ape Mutant Club #404,Orange,Blue Leopard ,none,Bloody,stone,Card,6,7,3
405,Baby Ape Mutant Club #405,Purple,Lava,Dr,Crying,stone,Devil,3,8,1
406,Baby Ape Mutant Club #406,Yellow,Skeleton,none,Crying,Soda,Devil,5,5,3
407,Baby Ape Mutant Club #407,Grey,Blue Leopard ,Yellow jail,Eye Patch,Dumb,Fuzzy,7,1,3
408,Baby Ape Mutant Club #408,Dark Blue,Zombie,Burning,Wide ,Stubble,Rainbow,7,6,7
409,Baby Ape Mutant Club #409,Blue,Zebra,Sailor Boy,Stone,Grit,Dino,7,3,4
410,Baby Ape Mutant Club #410,Yellow,Lava,none,X ,Soda,Ninja,8,6,3
411,Baby Ape Mutant Club #411,Aqua,Red Leopard,Space,Crying,Worm,Rainbow,6,9,6
412,Baby Ape Mutant Club #412,Aqua,Blue Leopard ,none,3d,Rage,none,3,7,6
413,Baby Ape Mutant Club #413,Blue,Skeleton,Dr,Strained,Dumb,Cowboy,8,10,4
414,Baby Ape Mutant Club #414,Yellow,Static,Leopard,Crying,Worm,Dino,10,7,9
415,Baby Ape Mutant Club #415,Yellow,Pink and Green,Sailor Boy,Red,stone,none,10,4,7
416,Baby Ape Mutant Club #416,Dark Blue,Zombie,Dr,Wide ,Grit,Fuzzy,6,4,7
417,Baby Ape Mutant Club #417,Orange,Red Leopard,Cosmo,Strained,Grin,Bunny,5,6,7
418,Baby Ape Mutant Club #418,Purple,Green Tiger,Senator,Red,Grit,Squid,10,5,7
419,Baby Ape Mutant Club #419,Orange,Zombie,none,Red,Killer,Card,7,4,2
420,Baby Ape Mutant Club #420,Aqua,Blue Leopard ,Cosmo,Wide ,Gold,Rainbow,7,6,2
421,Baby Ape Mutant Club #421,Grey,Lava,none,Eye Patch,Dumb,Daredevil,6,1,5
422,Baby Ape Mutant Club #422,Blue,Lava,Sailor Boy,Bloody,Funnel,Card,9,10,6
423,Baby Ape Mutant Club #423,Blue,Red Leopard,Cosmo,Bloody,Funnel,Fuzzy,3,7,3
424,Baby Ape Mutant Club #424,Yellow,Zombie,Sailor Boy,Crying,stone,Daredevil,6,6,7
425,Baby Ape Mutant Club #425,Aqua,Static,Sailor,Wide ,Grit,Krakken,6,6,8
426,Baby Ape Mutant Club #426,Yellow,Zombie,Leopard,Stone,Snarl,Card,6,2,6
427,Baby Ape Mutant Club #427,Orange,Blue Leopard ,Space,Wide ,Funnel,Bunny,7,8,8
428,Baby Ape Mutant Club #428,Grey,Blue Leopard ,none,Red,Soda,Alien,4,5,2
429,Baby Ape Mutant Club #429,Yellow,Blue Leopard ,Burning,Bug,Grin,none,6,5,1
430,Baby Ape Mutant Club #430,Grey,Pink and Green,Burning,Eye Patch,Hungry,Bunny,3,8,9
431,Baby Ape Mutant Club #431,Purple,Zombie,Burning,Crying,Killer,Squid,3,9,5
432,Baby Ape Mutant Club #432,Blue,Zombie,none,Fish,Killer,none,9,8,7
433,Baby Ape Mutant Club #433,Purple,Zombie,Sailor Boy,Bloody,Cheesy,Krakken,5,6,4
434,Baby Ape Mutant Club #434,Dark Blue,Red Leopard,Tongue,Fish,Worm,Krakken,8,8,5
435,Baby Ape Mutant Club #435,Yellow,Blue Leopard ,Space,Goggle,Soda,Krakken,9,7,6
436,Baby Ape Mutant Club #436,Orange,Green Tiger,Burning,Bug,Rage,Captain,8,3,4
437,Baby Ape Mutant Club #437,Grey,Zombie,Senator,Eye Patch,Grin,Alien,4,4,6
438,Baby Ape Mutant Club #438,Yellow,Zebra,none,Red,stone,Card,8,7,5
439,Baby Ape Mutant Club #439,Orange,Zombie,Tongue,Fish,Killer,Chain,6,3,7
440,Baby Ape Mutant Club #440,Aqua,Pink and Green,Space,Stone,Worm,Chain,7,10,8
441,Baby Ape Mutant Club #441,Dark Blue,Zombie,none,Crying,Worm,Rainbow,1,6,7
442,Baby Ape Mutant Club #442,Blue,Green Tiger,none,Goggle,Grin,Brain Party,6,6,4
443,Baby Ape Mutant Club #443,Yellow,Zebra,none,Bloody,Knife,Dino,2,3,9
444,Baby Ape Mutant Club #444,Dark Blue,Red Leopard,none,Strained,Rage,Alien,7,10,4
445,Baby Ape Mutant Club #445,Purple,Red Leopard,Yellow jail,Red,Grin,Captain,9,2,2
446,Baby Ape Mutant Club #446,Aqua,Blue Leopard ,Sailor Boy,Red,Worm,Cowboy,3,6,2
447,Baby Ape Mutant Club #447,Orange,Skeleton,Burning,Goggle,Grin,Captain,8,7,2
448,Baby Ape Mutant Club #448,Grey,Zebra,Senator,Bloody,Hungry,Krakken,10,10,8
449,Baby Ape Mutant Club #449,Aqua,Gold,none,Red,Funnel,Krakken,6,4,9
450,Baby Ape Mutant Club #450,Grey,Zombie,none,Fish,Grin,Daredevil,6,4,7
451,Baby Ape Mutant Club #451,Grey,Red Leopard,Robe,Eye Patch,Grit,Krakken,5,3,4
452,Baby Ape Mutant Club #452,Aqua,Static,Dr,Stone,Dumb,Brain,7,7,2
453,Baby Ape Mutant Club #453,Dark Blue,Red Leopard,Dr,Bloody,Grit,Brain Party,6,8,6
454,Baby Ape Mutant Club #454,Grey,Blue Leopard ,Tongue,Wide ,Knife,Captain,1,8,7
455,Baby Ape Mutant Club #455,Grey,Zombie,Tongue,Wide ,Soda,none,7,9,8
456,Baby Ape Mutant Club #456,Dark Blue,Blue Leopard ,Yellow jail,Strained,Grit,Devil,6,10,7
457,Baby Ape Mutant Club #457,Aqua,Pink and Green,none,Fish,Stoopid,Devil,8,5,9
458,Baby Ape Mutant Club #458,Yellow,Pink and Green,Burning,Wide ,stone,Rainbow,9,8,8
459,Baby Ape Mutant Club #459,Yellow,Lava,none,Fish,Rage,Cowboy,7,7,3
460,Baby Ape Mutant Club #460,Yellow,Lava,Yellow jail,Stone,Grin,Fuzzy,7,3,1
461,Baby Ape Mutant Club #461,Purple,Zombie,none,Bloody,Rage,Fuzzy,3,6,9
462,Baby Ape Mutant Club #462,Blue,Skeleton,none,3d,stone,Bunny,5,1,3
463,Baby Ape Mutant Club #463,Yellow,Red Leopard,Tongue,Stone,Grin,Alien,7,6,5
464,Baby Ape Mutant Club #464,Aqua,Zombie,none,Wide ,Snarl,none,2,8,5
465,Baby Ape Mutant Club #465,Aqua,Lava,Dr,Eye Patch,Stoopid,Sailor,4,10,6
466,Baby Ape Mutant Club #466,Purple,Pink and Green,Burning,Bloody,Funnel,none,7,5,7
467,Baby Ape Mutant Club #467,Dark Blue,Green Tiger,none,Fish,Stoopid,Flying,9,6,8
468,Baby Ape Mutant Club #468,Orange,Skeleton,Robe,Bug,Grin,Brain,10,6,5
469,Baby Ape Mutant Club #469,Aqua,Red Leopard,none,Strained,Killer,Chain,3,8,1
470,Baby Ape Mutant Club #470,Yellow,Blue Leopard ,none,Stone,Dumb,none,10,9,6
471,Baby Ape Mutant Club #471,Purple,Blue Leopard ,none,Wide ,Stoopid,Brain Party,8,8,8
472,Baby Ape Mutant Club #472,Purple,Zombie,Sailor Boy,Strained,Grit,Flying,8,8,3
473,Baby Ape Mutant Club #473,Aqua,Static,Sailor,Eye Patch,Cheesy,Brain,8,6,1
474,Baby Ape Mutant Club #474,Orange,Zombie,Space,3d,Stubble,Alien,6,6,2
475,Baby Ape Mutant Club #475,Purple,Blue Leopard ,Trippy suit,Red,Gold,none,7,7,10
476,Baby Ape Mutant Club #476,Aqua,Static,Trippy friend,Fish,Grit,Brain,1,7,5
477,Baby Ape Mutant Club #477,Yellow,Static,Yellow jail,Red,Killer,Chain,8,8,10
478,Baby Ape Mutant Club #478,Orange,Pink and Green,Yellow jail,Bug,Stubble,Rainbow,2,6,3
479,Baby Ape Mutant Club #479,Dark Blue,Zombie,Sailor,Crying,Gold,Chain,6,7,4
480,Baby Ape Mutant Club #480,Grey,Red Leopard,Tongue,Bloody,Grin,Captain,7,10,2
481,Baby Ape Mutant Club #481,Blue,Zombie,Dr,Strained,Stubble,Cowboy,1,2,3
482,Baby Ape Mutant Club #482,Yellow,Lava,Tongue,Wide ,Knife,none,10,8,8
483,Baby Ape Mutant Club #483,Yellow,Skeleton,none,Eye Patch,Dumb,Flying,5,1,7
484,Baby Ape Mutant Club #484,Yellow,Blue Leopard ,Sailor Boy,Red,Soda,none,3,4,7
485,Baby Ape Mutant Club #485,Blue,Zebra,Burning,Strained,Dumb,Chain,2,10,3
486,Baby Ape Mutant Club #486,Aqua,Red Leopard,none,Eye Patch,Hungry,Rainbow,7,6,4
487,Baby Ape Mutant Club #487,Purple,Pink and Green,Space,X ,Grin,Sailor,9,3,4
488,Baby Ape Mutant Club #488,Blue,Skeleton,Tongue,Red,Cheesy,Krakken,3,7,6
489,Baby Ape Mutant Club #489,Aqua,Gold,none,3d,Funnel,Captain,5,7,8
490,Baby Ape Mutant Club #490,Grey,Lava,none,Stone,Stubble,Captain,7,7,7
491,Baby Ape Mutant Club #491,Orange,Zombie,Trippy suit,Eye Patch,Killer,Captain,5,5,10
492,Baby Ape Mutant Club #492,Orange,Pink and Green,Space,Strained,Funnel,none,6,6,6
493,Baby Ape Mutant Club #493,Orange,Zebra,Sailor,Eye Patch,Cheesy,Krakken,3,8,7
494,Baby Ape Mutant Club #494,Purple,Blue Leopard ,Burning,Crying,Gem,Krakken,8,5,7
495,Baby Ape Mutant Club #495,Purple,Static,none,Strained,Dumb,none,8,8,2
496,Baby Ape Mutant Club #496,Purple,Zombie,Sailor,Bloody,Hungry,Brain Party,6,8,10
497,Baby Ape Mutant Club #497,Dark Blue,Skeleton,Leopard,Bloody,Grin,Captain,7,4,4
498,Baby Ape Mutant Club #498,Orange,Blue Leopard ,Yellow jail,Red,Grin,Daredevil,9,7,7
499,Baby Ape Mutant Club #499,Blue,Zombie,none,Bug,Dumb,Rainbow,10,8,6
500,Baby Ape Mutant Club #500,Blue,Blue Leopard ,Sailor,Bloody,stone,none,8,5,8
501,Baby Ape Mutant Club #501,Aqua,Zombie,Dr,Goggle,Grit,Dino,5,1,9
502,Baby Ape Mutant Club #502,Aqua,Blue Leopard ,Space,Crying,Stubble,Captain,3,2,7
503,Baby Ape Mutant Club #503,Aqua,Green Tiger,none,Eye Patch,stone,Rainbow,6,9,3
504,Baby Ape Mutant Club #504,Blue,Red Leopard,Sailor Boy,Wide ,Rage,Rainbow,3,2,3
505,Baby Ape Mutant Club #505,Dark Blue,Red Leopard,none,Eye Patch,Stubble,Alien,1,10,9
506,Baby Ape Mutant Club #506,Dark Blue,Static,Dr,Wide ,Dumb,none,4,5,6
507,Baby Ape Mutant Club #507,Orange,Green Tiger,Space,Bloody,Knife,Rainbow,4,1,6
508,Baby Ape Mutant Club #508,Purple,Zombie,Dr,Eye Patch,Soda,Trippy,1,3,6
509,Baby Ape Mutant Club #509,Dark Blue,Green Tiger,Leopard,X ,Grin,Krakken,6,1,9
510,Baby Ape Mutant Club #510,Dark Blue,Zombie,Senator,Bloody,Cheesy,Card,7,6,5
511,Baby Ape Mutant Club #511,Blue,Green Tiger,Sailor Boy,Wide ,Hungry,Sailor,5,8,4
512,Baby Ape Mutant Club #512,Grey,Blue Leopard ,Trippy friend,Fish,Snarl,none,4,9,8
513,Baby Ape Mutant Club #513,Yellow,Blue Leopard ,Space,Bloody,Grit,none,8,3,8
514,Baby Ape Mutant Club #514,Dark Blue,Gold,Senator,Wide ,Stoopid,Daredevil,7,3,8
515,Baby Ape Mutant Club #515,Yellow,Blue Leopard ,none,Bloody,Hungry,Sailor,4,3,8
516,Baby Ape Mutant Club #516,Dark Blue,Pink and Green,none,Stone,Grin,Devil,9,8,1
517,Baby Ape Mutant Club #517,Grey,Blue Leopard ,none,Eye Patch,Funnel,Brain Party,8,6,9
518,Baby Ape Mutant Club #518,Orange,Zombie,Space,Red,Gold,none,3,6,1
519,Baby Ape Mutant Club #519,Purple,Skeleton,none,Wide ,Gold,Captain,5,1,6
520,Baby Ape Mutant Club #520,Dark Blue,Zombie,Robe,Stone,Rage,Bunny,6,9,6
521,Baby Ape Mutant Club #521,Orange,Red Leopard,Senator,Fish,Funnel,Krakken,4,4,7
522,Baby Ape Mutant Club #522,Aqua,Red Leopard,none,Stone,stone,Rainbow,4,5,6
523,Baby Ape Mutant Club #523,Yellow,Red Leopard,none,Crying,Worm,Chain,10,5,7
524,Baby Ape Mutant Club #524,Purple,Lava,Burning,Fish,Grin,Captain,7,8,3
525,Baby Ape Mutant Club #525,Orange,Red Leopard,Robe,Fish,Grit,Card,6,6,3
526,Baby Ape Mutant Club #526,Aqua,Lava,Sailor,Eye Patch,Cheesy,Rainbow,8,3,2
527,Baby Ape Mutant Club #527,Grey,Lava,none,Crying,Hungry,Bunny,2,7,5
528,Baby Ape Mutant Club #528,Blue,Blue Leopard ,none,Fish,Knife,Brain Party,2,4,7
529,Baby Ape Mutant Club #529,Grey,Red Leopard,Dr,Eye Patch,stone,Squid,5,2,6
530,Baby Ape Mutant Club #530,Dark Blue,Skeleton,none,Wide ,Stoopid,Trippy,3,7,4
531,Baby Ape Mutant Club #531,Blue,Lava,Robe,Red,Stubble,Krakken,1,7,8
532,Baby Ape Mutant Club #532,Yellow,Pink and Green,none,Eye Patch,Stoopid,Captain,9,6,1
533,Baby Ape Mutant Club #533,Grey,Green Tiger,Sailor Boy,Strained,Grin,Captain,1,9,6
534,Baby Ape Mutant Club #534,Yellow,Static,none,Eye Patch,stone,none,7,6,1
535,Baby Ape Mutant Club #535,Grey,Pink and Green,Sailor,Fish,Cheesy,Dino,4,1,10
536,Baby Ape Mutant Club #536,Aqua,Blue Leopard ,none,Crying,Rage,none,8,4,2
537,Baby Ape Mutant Club #537,Dark Blue,Lava,Space,Bloody,Cheesy,Brain Party,6,4,8
538,Baby Ape Mutant Club #538,Aqua,Pink and Green,none,Red,Dumb,Krakken,2,7,10
539,Baby Ape Mutant Club #539,Yellow,Red Leopard,none,Crying,Cheesy,Chain,4,5,8
540,Baby Ape Mutant Club #540,Yellow,Green Tiger,Yellow jail,Wide ,Grin,Bunny,10,5,7
541,Baby Ape Mutant Club #541,Blue,Zebra,Cosmo,Bloody,Cheesy,none,10,7,9
542,Baby Ape Mutant Club #542,Grey,Zombie,Senator,Crying,Hungry,Rainbow,5,5,2
