TOKEN_ID,TOKEN_NAME,Background,Body,Mouth,Eyes,Hat,Chain,Earrings,Legendary,Shoes
286,CryptoBat #286,Violet,Mouse Grey,Venom Fangz,Closed,Robinhood Hat,,,,
287,CryptoBat #287,Bone,Light Brown,Green Goo,Cute Green,Big Brain,,,,
288,CryptoBat #288,Indigo,Skeleton,Bored,Purple Clown,Green Mohawk,Silver,,,
289,CryptoBat #289,Violet,Cotton Candy,Puff,Trippy Rayz,Jack O'Lantern,,,,
290,CryptoBat #290,Bone,Cotton Candy,Keep Safe!,Evil,Joker Hair,,,,
291,CryptoBat #291,Savvy Teal,Light Brown,Smirk,Tear Dropz,Green Mohawk,,,,
292,CryptoBat #292,Slate,Patchwork,Venom Fangz,Pie Eyed,Party Hat,,,,
293,CryptoBat #293,Periwinkle,Mouse Grey,Silver Fangz,Tear Dropz,Stray Hairs,,,,
294,CryptoBat #294,Blush,Light Brown,Clown Smile,Cute Brown,Halo,,,,
295,CryptoBat #295,Batenza,Mouse Grey,Smirk,Purple Noun Glasses,Blonde Ozzy Hair,,,,
296,CryptoBat #296,Asphalt,Gothic Black,Pipe,Red Noun Glasses,Bunny Ears,,,,
297,CryptoBat #297,Batenza,Batenza,Puff,Brown,Blonde Mohawk,,,,
298,CryptoBat #298,Lavender,Deep Purple,Smirk,Dead,Party Hat,,,,
299,CryptoBat #299,Vermillion,Gothic Black,Fangy,Cute Blue,Bowler Hat,,Diamond Stud,,
300,CryptoBat #300,Sky Blue,Cotton Candy,Green Goo,Green Clown,TopHat,,,,
301,CryptoBat #301,Lavender,Gothic Black,Chill,Glasses,Blonde Ozzy Hair,,,,
302,CryptoBat #302,Blush,Zebra,Green Goo,Cute Blue,Red RS Phat,,,,
303,CryptoBat #303,Slate,Ghostly White,Goldfanger,Unimpressed,Alfalfa,,,,
304,CryptoBat #304,Wedgewood,Blonde Bombshell,Keep Safe!,Cute Brown,Red Ozzy Hair,Gold Cross,,,
305,CryptoBat #305,Slate,Cotton Candy,Keep Safe!,Black Glasses,Horns,,,,
306,CryptoBat #306,Noize,Gothic Black,Trippy Goo,Green Clown,,,,,
307,CryptoBat #307,Charcoal,Emerald Green,Trippy Goo,High,Crown,,,,
308,CryptoBat #308,Periwinkle,Cotton Candy,Blue Toad Smile,Purple Shades,Halo,Silver,,,
309,CryptoBat #309,Violet,Deep Purple,Fangy,Cute Blue,Trippy CH,,Gold Hoop,,
310,CryptoBat #310,Sky Blue,Light Brown,Fangy,Side Eye,,,Ruby Stud,,
311,CryptoBat #311,Vermillion,Ginger Puss,E-Puff,High,Blue Bandana,Gold,,,
312,CryptoBat #312,Ash,Light Brown,Green Goo,Red Lasers,Halo,,,,
313,CryptoBat #313,Asphalt,Blonde Bombshell,Chill,Red Noun Glasses,Blonde Ozzy Hair,,Ruby Stud,,
314,CryptoBat #314,Sky Blue,Zebra,Pipe,Blue,Blonde Mohawk,,,,
315,CryptoBat #315,Mantis,Royal Blue,Chill,Brown,Bowler Hat,,,,
316,CryptoBat #316,Wedgewood,Mouse Grey,Blood Fangz,Closed,Horns,,,,
317,CryptoBat #317,Sky Blue,Mouse Grey,Bored,Evil,Blue RS Phat,,Silver Hoop,,
318,CryptoBat #318,Asphalt,Ghostly White,Fangy,Eye Patch,Black Mohawk,,Gold Hoop,,
319,CryptoBat #319,Batenza,Plasma Red,Peach Toad Smile,Glasses,Bowler Hat,,,,
320,CryptoBat #320,Slate,Blonde Bombshell,Insect Tongue,Green,Thorn Crown,,,,
321,CryptoBat #321,Bone,Cotton Candy,Peach Toad Smile,Spectacles,Stray Hairs,Gold Cross,,,
322,CryptoBat #322,Savvy Teal,Mouse Grey,Doogle Bug,Black Glasses,Red Ozzy Hair,,,,
323,CryptoBat #323,Sky Blue,Light Brown,Party Horn,Glasses,White Captain Hat,,,,
324,CryptoBat #324,Indigo,Light Brown,Bored,Green Clown,Blonde Ozzy Hair,,Silver Hoop,,
325,CryptoBat #325,Charcoal,Dark Brown,Blood Thirsty,Sassy,Stray Hairs,Silver,,,
326,CryptoBat #326,Sky Blue,Cotton Candy,Smirk,Sassy,White Captain Hat,,,,
327,CryptoBat #327,Asphalt,Gothic Black,Blue Toad Smile,Blue Clown,What The Duck,,,,
328,CryptoBat #328,Wedgewood,Cotton Candy,E-Puff,Tear Dropz,TopHat,,,,
329,CryptoBat #329,Charcoal,Swamp Lumps,Smiley,Blue Clown,Bowler Hat,,,,
330,CryptoBat #330,Slate,Light Brown,E-Puff,Cute,White Captain Hat,Silver,,,
331,CryptoBat #331,Lavender,Gothic Black,Chill,Closed,Horns,Gold,,,
332,CryptoBat #332,Batenza,Cotton Candy,Insect Tongue,Unimpressed,,,,,
333,CryptoBat #333,Binary Cascade,Ghostly White,Puff,Ozzy Shades,Stray Hairs,,,,
334,CryptoBat #334,Periwinkle,Light Brown,Smirk,Spectacles,Green Mohawk,,Silver Hoop,,
335,CryptoBat #335,Indigo,Cotton Candy,Puff,Cute Blue,,,Silver Hoop,,
336,CryptoBat #336,Sky Blue,Dark Brown,Insect Tongue,Dead,Black Mohawk,,,,
337,CryptoBat #337,Slate,Mouse Grey,E-Puff,Cute Blue,Party Hat,,,,
338,CryptoBat #338,Bone,Deep Purple,Clown Smile,Evil,Green Mohawk,,,,
339,CryptoBat #339,Mantis,Emerald Green,Party Horn,Purple Rayz,Blonde Mohawk,,,,
340,CryptoBat #340,Lavender,Dark Brown,Clown Smile,Purple Clown,Club Hat,Garlic Garland,,,
341,CryptoBat #341,Periwinkle,Ghostly White,Silver Fangz,Black Glasses,,Gold,,,
342,CryptoBat #342,Indigo,Deep Purple,Fruit Bat,Green Clown,Stray Hairs,,,,
343,CryptoBat #343,Indigo,Light Brown,Trippy Goo,Cute Blue,,Garlic Garland,,,
344,CryptoBat #344,Vermillion,Ghostly White,Smirk,Blue,TopHat,Silver,,,
345,CryptoBat #345,Charcoal,Mouse Grey,E-Puff,Unimpressed,Joker Hair,,,,
346,CryptoBat #346,Lavender,Royal Blue,Blue Toad Smile,Spectacles,,Silver,Silver Hoop,,
347,CryptoBat #347,Sky Blue,Blonde Bombshell,Party Horn,Pie Eyed,Stray Hairs,Silver,,,
348,CryptoBat #348,Indigo,Light Brown,Party Horn,Cute,Red Ozzy Hair,,Silver Hoop,,
349,CryptoBat #349,Indigo,Brainzzz,Chill,Cute Brown,Halo,Silver,,,
350,CryptoBat #350,Sky Blue,Gothic Black,Chill,High,Halo,,,,
351,CryptoBat #351,Mantis,Slimeee,Skull Teeth,Cute,Bowler Hat,,,,
352,CryptoBat #352,Sky Blue,Aped In,Pizza,Blue,Horns,,,,
353,CryptoBat #353,Slate,Light Brown,White Fangz,Cute Brown,Big Brain,,,,
354,CryptoBat #354,Blush,Gothic Black,Pipe,Dead,Joker Hair,,,,
355,CryptoBat #355,Sky Blue,Skeleton,Bored,Brown,Black Ozzy Hair,Silver,,,
356,CryptoBat #356,Noize,Gothic Black,Blood Thirsty,Blue Noun Glasses,Stray Hairs,Silver Cross,,,
357,CryptoBat #357,Noize,Gothic Black,Blood Thirsty,Spectacles,,,,,
358,CryptoBat #358,Mantis,Mouse Grey,Bored,Glasses,Blonde Mohawk,Gold Cross,,,
359,CryptoBat #359,Violet,Swamp Lumps,Pipe,Side Eye,TopHat,,,,
360,CryptoBat #360,Charcoal,Patchwork,Skull Teeth,Bandage,Blonde Mohawk,,,,
361,CryptoBat #361,Charcoal,Patchwork,Green Goo,Bandage,Black Ozzy Hair,,Gold Hoop,,
362,CryptoBat #362,Bone,Gothic Black,Clown Smile,Tear Dropz,Black Mohawk,,,,
363,CryptoBat #363,Asphalt,Deep Purple,Keep Safe!,Brown,Thorn Crown,,,,
364,CryptoBat #364,Batenza,Deep Purple,Trippy Goo,Green,Bunny Ears,,,,
365,CryptoBat #365,Slate,Emerald Green,Green Goo,Bandage,Horns,,,,
366,CryptoBat #366,Batenza,Cotton Candy,Peach Toad Smile,Unimpressed,Robinhood Hat,,,,
367,CryptoBat #367,Wedgewood,Gothic Black,Puff,3D Glasses,Yeehaw!,,,,
368,CryptoBat #368,Ash,Swamp Lumps,Keep Safe!,Green,Bowler Hat,,,,
369,CryptoBat #369,Blush,Dark Brown,Green Goo,Sassy,Blue Bandana,,,,
370,CryptoBat #370,Periwinkle,Ghostly White,Pizza,Unimpressed,Blue Bandana,,,,
371,CryptoBat #371,Cosmic,Brainzzz,Bored,Aye Eye Captain,Banananananana,,,,
372,CryptoBat #372,Sky Blue,Cotton Candy,Smiley,Red Lasers,Black Ozzy Hair,,Silver Hoop,,
373,CryptoBat #373,Slate,Light Brown,Fangy,Brown,Club Hat,Silver,Gold Hoop,,
374,CryptoBat #374,Lavender,Patchwork,Green Goo,Closed,Banananananana,,,,
375,CryptoBat #375,Blush,Blonde Bombshell,Chill,Unimpressed,Party Hat,,Gold Hoop,,
376,CryptoBat #376,Lavender,Deep Purple,Pipe,Spectacles,Green RS Phat,,,,
377,CryptoBat #377,Sky Blue,Deep Purple,Skull Teeth,Spectacles,Blue Bandana,,,,
378,CryptoBat #378,Indigo,Blonde Bombshell,Peach Toad Smile,Sassy,Bunny Ears,,,,
379,CryptoBat #379,Batenza,Deep Purple,Smirk,Black Glasses,Bunny Ears,,,,
380,CryptoBat #380,Vermillion,Light Brown,Skull Teeth,Purple Noun Glasses,White Captain Hat,,,,
381,CryptoBat #381,Batenza,Light Brown,Doogle Bug,Cute Green,Green Mohawk,,,,
382,CryptoBat #382,Asphalt,Deep Purple,Green Goo,Unimpressed,Blonde Mohawk,,,,
383,CryptoBat #383,Binary Cascade,Mouse Grey,Bored,Purple Shades,,Gold,,,
384,CryptoBat #384,Sky Blue,Skeleton,Smirk,Cool Shades,,Gold,,,
385,CryptoBat #385,Charcoal,Cotton Candy,Green Goo,Cute Brown,Horns,,,,
386,CryptoBat #386,Slate,Mouse Grey,Blood Goo,Eye Patch,Bowler Hat,,,,
387,CryptoBat #387,Sky Blue,Deep Purple,Puff,Blue Clown,Red Ozzy Hair,Gold,,,
388,CryptoBat #388,Slate,Light Brown,Rose,Blue,Stray Hairs,,,,
389,CryptoBat #389,Cosmic,Dark Brown,Goldfanger,Pie Eyed,Black Ozzy Hair,,,,
390,CryptoBat #390,Savvy Teal,Brainzzz,Blood Fangz,Sassy,Yeehaw!,,,,
391,CryptoBat #391,Ash,Gothic Black,Fangy,Blue,Joker Hair,,,,
392,CryptoBat #392,Blush,Light Brown,Pipe,Red Lasers,Alfalfa,Silver,,,
393,CryptoBat #393,Charcoal,Gothic Black,Fruit Bat,Unimpressed,Blonde Ozzy Hair,,,,
394,CryptoBat #394,Noize,Gothic Black,Blue Toad Smile,Cute Brown,Halo,,,,
395,CryptoBat #395,Bone,Mouse Grey,Doogle Bug,Unimpressed,Black Mohawk,,,,
396,CryptoBat #396,Asphalt,Gothic Black,E-Puff,Purple Noun Glasses,Fez,,,,
397,CryptoBat #397,Violet,Gothic Black,Bored,Unimpressed,White Captain Hat,,,,
398,CryptoBat #398,Noize,Gothic Black,Fangy,Purple Shades,Alfalfa,,Diamond Stud,,
399,CryptoBat #399,Blush,Mouse Grey,Blue Toad Smile,Evil,Robinhood Hat,,,,
400,CryptoBat #400,Cosmic,Ghostly White,Chill,Cute Green,Fez,,,,
401,CryptoBat #401,Bone,Gothic Black,Pizza,Side Eye,Alfalfa,,,,
402,CryptoBat #402,Asphalt,Blonde Bombshell,Trippy Goo,Purple Clown,Big Brain,,,,
403,CryptoBat #403,Slate,Light Brown,Doogle Bug,Glasses,Blonde Ozzy Hair,,,,
404,CryptoBat #404,Blush,Emerald Green,Chill,Red Noun Glasses,,Silver Cross,,,
405,CryptoBat #405,Savvy Teal,Gothic Black,Blood Goo,Cute Brown,Bunny Ears,Gold Cross,,,
406,CryptoBat #406,Periwinkle,Light Brown,Pipe,Tear Dropz,,Silver,,,
407,CryptoBat #407,Sky Blue,Light Brown,Rose,Closed,Blue Bandana,,,,
408,CryptoBat #408,Violet,Gothic Black,Puff,Red Lasers,Club Hat,,,,
409,CryptoBat #409,Slate,Plasma Red,Keep Safe!,Unimpressed,Alfalfa,,,,
410,CryptoBat #410,Binary Cascade,Deep Purple,Peach Toad Smile,Green Clown,Green Mohawk,,,,
411,CryptoBat #411,Indigo,Blonde Bombshell,Clown Smile,Black Glasses,Big Brain,,,,
412,CryptoBat #412,Blush,Mouse Grey,Chill,Sassy,Blonde Mohawk,,Silver Hoop,,
413,CryptoBat #413,Periwinkle,Gothic Black,Green Goo,Sutter Systems Safety Goggles,Yeehaw!,,Ruby Stud,,
414,CryptoBat #414,Mantis,Light Brown,Bored,Side Eye,Stray Hairs,Silver Cross,,,
415,CryptoBat #415,Sky Blue,Blonde Bombshell,Chill,Dead,Banananananana,,,,
416,CryptoBat #416,Noize,Light Brown,Bored,Cute,Red RS Phat,,,,
417,CryptoBat #417,Indigo,Mouse Grey,Blood Thirsty,High,Bowler Hat,,,,
418,CryptoBat #418,Cosmic,Blonde Bombshell,Smirk,Glasses,Banananananana,,,,
419,CryptoBat #419,Blush,Blonde Bombshell,Smiley,Blue,Green Mohawk,Silver Cross,,,
420,CryptoBat #420,Charcoal,Mouse Grey,Party Horn,Pie Eyed,TopHat,,,,
421,CryptoBat #421,Bone,Dark Brown,White Fangz,Closed,Big Brain,,,,
422,CryptoBat #422,Vermillion,Ghostly White,Trippy Goo,Red Lasers,,,,,
423,CryptoBat #423,Periwinkle,Light Brown,Smirk,Blue Clown,Black Ozzy Hair,,,,
424,CryptoBat #424,Savvy Teal,Patchwork,Smirk,Green Clown,Alfalfa,Gold Cross,,,
425,CryptoBat #425,Sky Blue,Deep Purple,Rose,3D Glasses,Fez,,,,
426,CryptoBat #426,Bone,Ghostly White,Pipe,Blue Clown,Halo,,,,
427,CryptoBat #427,Indigo,Royal Blue,Doogle Bug,Evil,Fez,,,,
428,CryptoBat #428,Mantis,Dark Brown,Blood Goo,Eye Patch,Alfalfa,,Gold Hoop,,
429,CryptoBat #429,Asphalt,Deep Purple,Keep Safe!,Tear Dropz,Blue Bandana,Silver,,,
430,CryptoBat #430,Slate,Ghostly White,Keep Safe!,Pie Eyed,Blue Bandana,,,,
431,CryptoBat #431,Vermillion,Batenza,Insect Tongue,Purple Clown,Red Ozzy Hair,,,,
432,CryptoBat #432,Charcoal,Light Brown,Keep Safe!,Blue Clown,Party Hat,,,,
433,CryptoBat #433,Mantis,Cotton Candy,Bored,Purple Shades,Robinhood Hat,,,,
434,CryptoBat #434,Slate,Mouse Grey,Clown Smile,Green,Bunny Ears,Gold,,,
435,CryptoBat #435,Bone,Light Brown,Pipe,Brown,TopHat,,,,
436,CryptoBat #436,Ash,Royal Blue,Blood Thirsty,Closed,Black Ozzy Hair,,,,
437,CryptoBat #437,Blush,Blood,Bored,Bandage,Halo,Gold Cross,,,
438,CryptoBat #438,Indigo,Cotton Candy,Smirk,3D Glasses,Joker Hair,,,,
439,CryptoBat #439,Charcoal,Light Brown,E-Puff,Aye Eye Captain,White Captain Hat,,Gold Hoop,,
440,CryptoBat #440,Blush,Plasma Red,Smirk,Cool Shades,Alfalfa,Silver,,,
441,CryptoBat #441,Asphalt,Dark Brown,Blood Fangz,Closed,Blonde Ozzy Hair,,,,
442,CryptoBat #442,Slate,Mouse Grey,Puff,Cute Blue,Trippy CH,,,,
443,CryptoBat #443,Lavender,Dark Brown,Chill,Tear Dropz,Big Brain,,,,
444,CryptoBat #444,Savvy Teal,Patchwork,Chill,High,Trippy CH,,,,
445,CryptoBat #445,Periwinkle,Mouse Grey,Goldfanger,Cute,Alfalfa,,,,
446,CryptoBat #446,Bone,Cotton Candy,Blue Toad Smile,Closed,Club Hat,,,,
447,CryptoBat #447,Periwinkle,Dark Brown,Rose,Purple Clown,Red Ozzy Hair,,,,
448,CryptoBat #448,Blush,Ghostly White,Peach Toad Smile,Aye Eye Captain,Green RS Phat,Silver,,,
449,CryptoBat #449,Bone,Mouse Grey,Bored,Black Glasses,Jack O'Lantern,,,,
450,CryptoBat #450,Periwinkle,Deep Purple,Puff,Green,Crown,,,,
451,CryptoBat #451,Ash,Gothic Black,Bored,Blue Clown,Jack O'Lantern,,,,
452,CryptoBat #452,Lavender,Dark Brown,Pipe,Evil,Horns,,,,
453,CryptoBat #453,Noize,Gothic Black,Puff,Sassy,Trippy CH,,,,
454,CryptoBat #454,Wedgewood,Swamp Lumps,Pizza,Cute Blue,Alfalfa,,,,
455,CryptoBat #455,Vermillion,Ghostly White,Puff,Cute Blue,Green Mohawk,,,,
456,CryptoBat #456,Savvy Teal,Ginger Puss,Party Horn,Glasses,Banananananana,Silver,,,
457,CryptoBat #457,Blush,Blonde Bombshell,Silver Fangz,Purple Noun Glasses,Joker Hair,,,,
458,CryptoBat #458,Ash,Light Brown,Trippy Goo,Black Glasses,Black Ozzy Hair,,Silver Hoop,,
459,CryptoBat #459,Charcoal,Gothic Black,Fangy,Green,TopHat,,,,
460,CryptoBat #460,Charcoal,Gothic Black,Bored,Unimpressed,Joker Hair,Silver Cross,,,
461,CryptoBat #461,Periwinkle,Gothic Black,Peach Toad Smile,Red Lasers,Stray Hairs,Gold,,,
462,CryptoBat #462,Ash,Gothic Black,Keep Safe!,Tear Dropz,Yeehaw!,,,,
463,CryptoBat #463,Mantis,Blood,Pipe,Blue,Club Hat,,,,
464,CryptoBat #464,Bone,Light Brown,Bored,Purple Shades,Club Hat,Silver Cross,,,
465,CryptoBat #465,Savvy Teal,Royal Blue,Bored,Purple Noun Glasses,Blonde Mohawk,Silver Cross,,,
466,CryptoBat #466,Blush,Plasma Red,Fangy,Cute,Halo,,Silver Hoop,,
467,CryptoBat #467,Asphalt,Gothic Black,Bored,Bandage,Big Brain,,Silver Hoop,,
468,CryptoBat #468,Lavender,Light Brown,Party Horn,Rainbow Shades,Party Hat,,,,
469,CryptoBat #469,Charcoal,Mouse Grey,E-Puff,Cool Shades,Yeehaw!,,,,
470,CryptoBat #470,Ash,Dark Brown,Blue Toad Smile,Side Eye,Joker Hair,,,,
471,CryptoBat #471,Noize,Gothic Black,Party Horn,Unimpressed,TopHat,,,,
472,CryptoBat #472,Sky Blue,Brainzzz,Blue Toad Smile,Cute Green,Big Brain,,,,
473,CryptoBat #473,Asphalt,Cotton Candy,Clown Smile,3D Glasses,Club Hat,Garlic Garland,,,
474,CryptoBat #474,Violet,Light Brown,Party Horn,Cute Brown,,Silver,,,
475,CryptoBat #475,Ash,Deep Purple,Peach Toad Smile,Unimpressed,Green Mohawk,Garlic Garland,,,
476,CryptoBat #476,Periwinkle,Gothic Black,Peach Toad Smile,Evil,Banananananana,,,,
477,CryptoBat #477,Ash,Deep Purple,Fruit Bat,Purple Clown,Party Hat,,,,
478,CryptoBat #478,Slate,Blonde Bombshell,Bored,Sutter Systems Safety Goggles,Bowler Hat,Silver Cross,,,
479,CryptoBat #479,Vermillion,Gothic Black,Fangy,Purple Clown,Jack O'Lantern,,,,
480,CryptoBat #480,Slate,Emerald Green,Chill,Red Lasers,Fez,,Gold Hoop,,
481,CryptoBat #481,Bone,Emerald Green,Fangy,Side Eye,Horns,,Silver Hoop,,
482,CryptoBat #482,Wedgewood,Plasma Red,Fangy,Cute,Black Mohawk,,,,
483,CryptoBat #483,Savvy Teal,Mouse Grey,Pipe,Purple Shades,Blonde Mohawk,,,,
484,CryptoBat #484,Lavender,Gothic Black,Chill,Unimpressed,Alfalfa,Ruby Cross,,,
485,CryptoBat #485,Cosmic,Plasma Red,Doogle Bug,Dead,Black Ozzy Hair,,Ruby Stud,,
486,CryptoBat #486,Blush,Blonde Bombshell,Insect Tongue,Pie Eyed,Green Mohawk,,,,
487,CryptoBat #487,Savvy Teal,Light Brown,Puff,Green Clown,Green RS Phat,,,,
488,CryptoBat #488,Blush,Blonde Bombshell,Smoking Cross,Evil,Blue Bandana,,,,
489,CryptoBat #489,Bone,Gothic Black,Bored,Red Noun Glasses,,,Gold Hoop,,
490,CryptoBat #490,Cosmic,Mouse Grey,Pipe,Green,,Garlic Garland,,,
491,CryptoBat #491,Asphalt,Gothic Black,Blood Goo,Cute Brown,Black Mohawk,,,,
492,CryptoBat #492,Asphalt,Blood,Puff,Eye Patch,Big Brain,,,,
493,CryptoBat #493,Ash,Aped In,Smiley,Cute Brown,Blue RS Phat,,,,
494,CryptoBat #494,Periwinkle,Gothic Black,Goldfanger,Glasses,Bowler Hat,,,,
495,CryptoBat #495,Lavender,Blonde Bombshell,E-Puff,Green,Joker Hair,,Gold Hoop,,
496,CryptoBat #496,Slate,Ghostly White,Rose,Brown,Joker Hair,,,,
497,CryptoBat #497,Indigo,Dark Brown,Fangy,Purple Clown,TopHat,,,,
498,CryptoBat #498,Blush,Blonde Bombshell,Doogle Bug,Black Glasses,Halo,,,,
499,CryptoBat #499,Savvy Teal,Cotton Candy,Green Goo,Brown,TopHat,,,,
500,CryptoBat #500,Indigo,Deep Purple,Smirk,Tear Dropz,Green Mohawk,,,,
501,CryptoBat #501,Savvy Teal,Gothic Black,Fangy,Unimpressed,Blue RS Phat,,,,
502,CryptoBat #502,Indigo,Cotton Candy,Smirk,Cute Brown,Yeehaw!,Silver,,,
503,CryptoBat #503,Savvy Teal,Cotton Candy,Smiley,Sassy,Crown,,,,
504,CryptoBat #504,Bone,Gothic Black,Peach Toad Smile,Unimpressed,Jack O'Lantern,,,,
505,CryptoBat #505,Mantis,Aped In,Goldfanger,Unimpressed,Stray Hairs,,,,
506,CryptoBat #506,Vermillion,Gothic Black,Keep Safe!,Green,,,Diamond Stud,,
507,CryptoBat #507,Sky Blue,Deep Purple,Peach Toad Smile,Aye Eye Captain,Black Mohawk,,Gold Hoop,,
508,CryptoBat #508,Indigo,Gothic Black,E-Puff,3D Glasses,White Captain Hat,,,,
509,CryptoBat #509,Blush,Gothic Black,Pizza,Red Lasers,Stray Hairs,,,,
510,CryptoBat #510,Wedgewood,Light Brown,Doogle Bug,Spectacles,Green Mohawk,,,,
511,CryptoBat #511,Batenza,Royal Blue,Bored,Closed,Blue RS Phat,,,,
512,CryptoBat #512,Slate,Deep Purple,Smiley,Spectacles,Alfalfa,Gold,,,
513,CryptoBat #513,Lavender,Gothic Black,Blood Thirsty,Purple Shades,Party Hat,,,,
514,CryptoBat #514,Bone,Deep Purple,Keep Safe!,Cool Shades,Green Mohawk,,Gold Hoop,,
515,CryptoBat #515,Noize,Batenza,Puff,Blue,Blonde Ozzy Hair,,,,
516,CryptoBat #516,Vermillion,Light Brown,Green Goo,Closed,Red Ozzy Hair,,,,
517,CryptoBat #517,Bone,Dark Brown,White Fangz,3D Glasses,Black Mohawk,,,,
518,CryptoBat #518,Periwinkle,Ghostly White,Goldfanger,Cool Shades,Green Mohawk,,,,
519,CryptoBat #519,Lavender,Royal Blue,Insect Tongue,Purple Noun Glasses,Blonde Mohawk,Silver,,,
520,CryptoBat #520,Sky Blue,Light Brown,Pizza,Cute,Alfalfa,,,,
521,CryptoBat #521,Binary Cascade,Ghostly White,Doogle Bug,Pie Eyed,Banananananana,,,,
522,CryptoBat #522,Blush,Plasma Red,Fangy,Sassy,Black Mohawk,,Silver Hoop,,
523,CryptoBat #523,Wedgewood,Blonde Bombshell,Blue Toad Smile,Unimpressed,Robinhood Hat,,,,
524,CryptoBat #524,Asphalt,Batenza,Blood Goo,Dead,Fez,,,,
525,CryptoBat #525,Sky Blue,Light Brown,Trippy Goo,Cute Green,Red Ozzy Hair,,,,
526,CryptoBat #526,Indigo,Swamp Lumps,Keep Safe!,Purple Shades,Blue Bandana,,,,
527,CryptoBat #527,Periwinkle,Ghostly White,Blue Toad Smile,Evil,Black Ozzy Hair,,Silver Hoop,,
528,CryptoBat #528,Bone,Gothic Black,Blue Toad Smile,Side Eye,Yeehaw!,,,,
529,CryptoBat #529,Blush,Blonde Bombshell,Pipe,Sassy,TopHat,,,,
530,CryptoBat #530,Ash,Aped In,Trippy Goo,Side Eye,White Captain Hat,,,,
531,CryptoBat #531,Savvy Teal,Light Brown,Pipe,Side Eye,Bunny Ears,,,,
532,CryptoBat #532,Mantis,Cotton Candy,Chill,Aye Eye Captain,Alfalfa,Gold,,,
533,CryptoBat #533,Mantis,Deep Purple,Blood Thirsty,Purple Shades,E-Mouse Ears,,,,
534,CryptoBat #534,Blush,Cotton Candy,E-Puff,Cute Green,Club Hat,,Silver Hoop,,
535,CryptoBat #535,Batenza,Deep Purple,Doogle Bug,Cute Green,Big Brain,,,,
536,CryptoBat #536,Indigo,Emerald Green,Fangy,Cute Blue,Halo,Garlic Garland,,,
537,CryptoBat #537,Charcoal,Mouse Grey,White Fangz,Blue Clown,Fez,,,,
538,CryptoBat #538,Lavender,Mouse Grey,Doogle Bug,Sutter Systems Safety Goggles,Trippy CH,,,,
539,CryptoBat #539,Noize,Blonde Bombshell,Chill,Green,Stray Hairs,,Gold Hoop,,
540,CryptoBat #540,Lavender,Ghostly White,E-Puff,Cute Green,Horns,,,,
541,CryptoBat #541,Vermillion,Ginger Puss,Clown Smile,Side Eye,Jack O'Lantern,,,,
542,CryptoBat #542,Bone,Deep Purple,Smiley,Tear Dropz,Bowler Hat,,,,
543,CryptoBat #543,Sky Blue,Light Brown,E-Puff,Cute Blue,Party Hat,Gold,,,
544,CryptoBat #544,Charcoal,Ghostly White,Puff,Side Eye,Party Hat,,,,
545,CryptoBat #545,Blush,Blonde Bombshell,Trippy Goo,Blue Clown,Black Mohawk,,,,
546,CryptoBat #546,Indigo,Emerald Green,Bored,Spectacles,Banananananana,,,,
547,CryptoBat #547,Sky Blue,Batenza,Blood Fangz,Green,Green Mohawk,,,,
548,CryptoBat #548,Mantis,Ginger Puss,E-Puff,Sassy,TopHat,,Ruby Stud,,
549,CryptoBat #549,Bone,Dark Brown,Silver Fangz,Green,Party Hat,,,,
550,CryptoBat #550,Charcoal,Light Brown,Green Goo,Green,Bunny Ears,,,,
551,CryptoBat #551,Slate,Light Brown,Fangy,Closed,Black Ozzy Hair,,,,
552,CryptoBat #552,Slate,Dark Brown,Fangy,Purple Shades,Party Hat,Gold,Silver Hoop,,
553,CryptoBat #553,Cosmic,Blonde Bombshell,Doogle Bug,Aye Eye Captain,,,,,
554,CryptoBat #554,Blush,Skeleton,Doogle Bug,Side Eye,TopHat,,,,
555,CryptoBat #555,Charcoal,Gothic Black,E-Puff,Brown,Bowler Hat,Silver,,,
556,CryptoBat #556,Wedgewood,Dark Brown,Puff,Evil,Banananananana,,,,
557,CryptoBat #557,Ash,Skeleton,Pipe,Red Noun Glasses,Blonde Mohawk,,,,
558,CryptoBat #558,Asphalt,Light Brown,Blue Toad Smile,Glasses,Green RS Phat,,Diamond Stud,,
559,CryptoBat #559,Mantis,Blood,Blood Goo,Blue,Halo,,Silver Hoop,,
560,CryptoBat #560,Bone,Gothic Black,Pizza,Blue,,Silver,,,
561,CryptoBat #561,Mantis,Gothic Black,Skull Teeth,Glasses,Green RS Phat,,,,
562,CryptoBat #562,Slate,Royal Blue,Bored,Sutter Systems Safety Goggles,What The Duck,,,,
563,CryptoBat #563,Binary Cascade,Gothic Black,Green Goo,Purple Clown,Yeehaw!,,,,
564,CryptoBat #564,Mantis,Slimeee,White Fangz,Cute Brown,Party Hat,,,,
565,CryptoBat #565,Bone,Emerald Green,Green Goo,Cool Shades,Blonde Ozzy Hair,,Diamond Stud,,
566,CryptoBat #566,Blush,Gothic Black,Keep Safe!,Blue Clown,Blonde Mohawk,,,,
567,CryptoBat #567,Wedgewood,Aped In,Smirk,Tear Dropz,Blue RS Phat,,Diamond Stud,,
568,CryptoBat #568,Ash,Deep Purple,Goldfanger,Green Clown,Blonde Mohawk,,,,
569,CryptoBat #569,Batenza,Swamp Lumps,Trippy Goo,Evil,Blonde Mohawk,,,,
