TOKEN_ID,TOKEN_NAME,HYPE TYPE,BASTARDNESS,SONG WORD COUNT,SPEEDOMETER,NUM OF FRAMES,HEAD TURNS,FLOATY HEAD,BACKGROUND GLITCH LEVEL,BACKGROUND MOOD,TYPE,BACKGROUND,FACING DIRECTION,BAD HABIT(S),FACE,NECK,MOUTH,EYES,NOSE,EAR,HEAD,GLITCH PATTERN
105,BASTARD GAN PUNK V2 #105,CALM AF (STILL),BOOMER BASTARD,35,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,CHINSTRAP,CHOKER,X MOUTH,NERDY EYE MASK,NUTTIN',NUTTIN',BALD,
106,BASTARD GAN PUNK V2 #106,CALM AF (STILL),TROLL BASTARD,32,,,,,,,LARGE,SOLID AF,LEFT,PIPE,GOAT,NUTTIN',LIPSTICK,X EYES,NUTTIN',GOLD EARRING,MESSY HAIR,
107,BASTARD GAN PUNK V2 #107,CALM AF (STILL),SMUG BASTARD,23,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',MEDICAL MASK,X EYES,NUTTIN',NUTTIN',PEAK SPIKE,
108,BASTARD GAN PUNK V2 #108,CALM AF (STILL),ROGUE BASTARD,39,,,,,,,PETITE,SOLID AF,LEFT,BIG SMOKE,MUSTACHE,SILVER CHAIN,REGULAR,REGULAR SHADES,NUTTIN',NUTTIN',MESSY HAIR,
109,BASTARD GAN PUNK V2 #109,CALM AF (STILL),HORNY BASTARD,8,,,,,,,ALIEN,SOLID AF,LEFT,CIGGIE,HANDLEBARS,NUTTIN',OPEN BUCKS,CLASSIC SHADES,NUTTIN',NUTTIN',COWBOY HAT,
110,BASTARD GAN PUNK V2 #110,CALM AF (STILL),DUMBA$$ BASTARD,35,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,HEART GLASSES,NUTTIN',NUTTIN',TOP HAT,
111,BASTARD GAN PUNK V2 #111,HYPED AF (ANIMATED),3HEAD BASTARD,27,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
112,BASTARD GAN PUNK V2 #112,CALM AF (STILL),$UGARWHALE BASTARD,37,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,CLOWN EYES,NUTTIN',NUTTIN',VAMPIRE HAIR,
113,BASTARD GAN PUNK V2 #113,CALM AF (STILL),DEALER BASTARD,27,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,GOAT,GOLD CHAIN,MEDICAL MASK,HEART GLASSES,NUTTIN',NUTTIN',KNITTED CAP,
114,BASTARD GAN PUNK V2 #114,CALM AF (STILL),HALAL BASTARD,27,,,,,,,LARGE,SOLID AF,LEFT,VAPE,MUTTONCHOPS,NUTTIN',DROOL,3D GLASSES,NUTTIN',NUTTIN',TOP HAT,
115,BASTARD GAN PUNK V2 #115,CALM AF (STILL),BOMBSHELL BASTARD,26,,,,,,,APE,SOLID AF,LEFT,VAPE,NUTTIN',NUTTIN',GRILL,VR,NUTTIN',GOLD EARRING,PEAK SPIKE,
116,BASTARD GAN PUNK V2 #116,CALM AF (STILL),DUMPSTER BASTARD,27,,,,,,,PETITE,SOLID AF,RIGHT,VAPE,NORMAL BEARD,SILVER CHAIN,LIPSTICK,HORNED RIM GLASSES,NUTTIN',NUTTIN',MOHAWK,
117,BASTARD GAN PUNK V2 #117,CALM AF (STILL),DANK BASTARD,10,,,,,,,ALIEN,SOLID AF,RIGHT,PIPE,MUTTONCHOPS,NUTTIN',SMILE,X EYES,CLOWN NOSE,NUTTIN',KNITTED CAP,
118,BASTARD GAN PUNK V2 #118,CALM AF (STILL),GENTLE BASTARD,33,,,,,,,APE,SOLID AF,LEFT,EDIBLES???,MUTTONCHOPS,GOLD CHAIN,GRILL,REGULAR SHADES,NUTTIN',NUTTIN',FEDORA,
119,BASTARD GAN PUNK V2 #119,CALM AF (STILL),BLACKPIL BASTARD,17,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,CLOWN EYES,NUTTIN',NUTTIN',CRAZY HAIR,
120,BASTARD GAN PUNK V2 #120,CALM AF (STILL),REKT BASTARD,31,,,,,,,ZOMBIE,GLITCHY AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,BIG CLASSICS,NUTTIN',NUTTIN',HEADBAND,PLAID
121,BASTARD GAN PUNK V2 #121,CALM AF (STILL),EVANGELIST BASTARD,26,,,,,,,ALIEN HUMAN HYBRID,GLITCHY AF,RIGHT,BIG SMOKE,GOAT,NUTTIN',LIPSTICK,X EYES,NUTTIN',VAN GOGH,MESSY HAIR,2x2s
122,BASTARD GAN PUNK V2 #122,CALM AF (STILL),DΞGΞN BASTARD,35,,,,,,,APE,GLITCHY AF,LEFT,BIG SMOKE 'n PIPE,NUTTIN',GOLD CHAIN,GRILL,X EYES,CLOWN NOSE,NUTTIN',X HEAD,PRISM
123,BASTARD GAN PUNK V2 #123,CALM AF (STILL),AB123 BASTARD,30,,,,,,,PETITE,SOLID AF,LEFT,PIPE,GOAT,NUTTIN',BUCK TEETH,NERDY CLASSICS,NUTTIN',NUTTIN',COWBOY HAT,
124,BASTARD GAN PUNK V2 #124,CALM AF (STILL),FAKE BASTARD,26,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,MUSTACHE,NUTTIN',BUCK TEETH,VR,NUTTIN',NUTTIN',MESSY HAIR,
125,BASTARD GAN PUNK V2 #125,CALM AF (STILL),BOOMER BASTARD,27,,,,,,,APE,SOLID AF,LEFT,BIG SMOKE,MUTTONCHOPS,NUTTIN',OPEN BUCKS,HORNED RIM GLASSES,NUTTIN',NUTTIN',STRINGY HAIR,
126,BASTARD GAN PUNK V2 #126,CALM AF (STILL),NOOB BASTARD,23,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,UNIBROW,CHOKER,MEDICAL MASK,EYE PATCH,NUTTIN',NUTTIN',BALD,
127,BASTARD GAN PUNK V2 #127,CALM AF (STILL),GLOOMER BASTARD,26,,,,,,,PETITE,SOLID AF,LEFT,CIGGIE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,NERDY CLASSICS,NUTTIN',NUTTIN',WILD HAIR,
128,BASTARD GAN PUNK V2 #128,HYPED AF (ANIMATED),FAKE BASTARD,23,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
129,BASTARD GAN PUNK V2 #129,CALM AF (STILL),DEALER BASTARD,29,,,,,,,LARGE,SOLID AF,LEFT,VAPE,HANDLEBARS,CHOKER,LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',CAP,
130,BASTARD GAN PUNK V2 #130,CALM AF (STILL),EVANGELIST BASTARD,30,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,NORMAL BEARD,NUTTIN',LIPSTICK,HEART GLASSES,CLOWN NOSE,NUTTIN',BUZZED,
131,BASTARD GAN PUNK V2 #131,CALM AF (STILL),DUMMKOPF BASTARD,29,,,,,,,PETITE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',SILVER CHAIN,MEDICAL MASK,EYE MASK,NUTTIN',NUTTIN',MOHAWK,
132,BASTARD GAN PUNK V2 #132,CALM AF (STILL),NERD BASTARD,27,,,,,,,LARGE,GLITCHY AF,LEFT,BIG SMOKE,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,HEART GLASSES,CLOWN NOSE,NUTTIN',BEANIE,EGG CARTON
133,BASTARD GAN PUNK V2 #133,CALM AF (STILL),FEELSGOOD BASTARD,3,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,EYE MASK,CLOWN NOSE,NUTTIN',STRINGY HAIR,
134,BASTARD GAN PUNK V2 #134,CALM AF (STILL),MELON USK BASTARD,28,,,,,,,APE,SOLID AF,LEFT,PIPE,MUSTACHE,NUTTIN',OPEN BUCKS,NERD GLASSES,NUTTIN',NUTTIN',BANDANA,
135,BASTARD GAN PUNK V2 #135,CALM AF (STILL),ROGUE BASTARD,4,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,NORMAL BEARD,NUTTIN',MEDICAL MASK,NERD GLASSES,NUTTIN',GOLD EARRING,PIGTAILS,
136,BASTARD GAN PUNK V2 #136,HYPED AF (ANIMATED),PEACH BASTARD,6,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
137,BASTARD GAN PUNK V2 #137,CALM AF (STILL),NOOB BASTARD,25,,,,,,,PETITE,SOLID AF,LEFT,VAPE,SHADOW BEARD,NUTTIN',BUCK TEETH,X EYES,CLOWN NOSE,NUTTIN',BALD,
138,BASTARD GAN PUNK V2 #138,CALM AF (STILL),PIMP BASTARD,16,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,SHADOW BEARD,NUTTIN',LIPSTICK,CLOWN EYES,NUTTIN',NUTTIN',HEADBAND,
139,BASTARD GAN PUNK V2 #139,CALM AF (STILL),DIABOLIQUE BASTARD,30,,,,,,,LARGE,GLITCHY AF,LEFT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',MEDICAL MASK,3D GLASSES,NUTTIN',NUTTIN',CAP FORWARD,TRIANGLES
140,BASTARD GAN PUNK V2 #140,CALM AF (STILL),POOR BASTARD,23,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,MUTTONCHOPS,NUTTIN',LIPSTICK,3D GLASSES,NUTTIN',GOLD EARRING,STRINGY HAIR,
141,BASTARD GAN PUNK V2 #141,HYPED AF (ANIMATED),GAMER BASTARD,32,STRUMMING (12.5 FPS),188,2,NAH,5 - GOES TO 11,TRANSIENT COLORS,,,,,,,,,,,,
142,BASTARD GAN PUNK V2 #142,CALM AF (STILL),SAFU BASTARD,38,,,,,,,LARGE,GLITCHY AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',X MOUTH,X EYES,NUTTIN',NUTTIN',X HEAD,GRID
143,BASTARD GAN PUNK V2 #143,CALM AF (STILL),MINNIE BASTARD,8,,,,,,,ALIEN,SOLID AF,LEFT,VAPE,HANDLEBARS,NUTTIN',BUCK TEETH,CLOWN EYES,NUTTIN',GOLD EARRING,COWBOY HAT,
144,BASTARD GAN PUNK V2 #144,CALM AF (STILL),CHAD BASTARD,41,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,NORMAL BEARD,NUTTIN',LIPSTICK,3D GLASSES,CLOWN NOSE,NUTTIN',COWBOY HAT,
145,BASTARD GAN PUNK V2 #145,CALM AF (STILL),ANON BASTARD,31,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,GOAT,GOLD CHAIN,REGULAR,HEART GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
146,BASTARD GAN PUNK V2 #146,CALM AF (STILL),HIPPIE BASTARD,28,,,,,,,LARGE,GLITCHY AF,LEFT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,X EYES,NUTTIN',NUTTIN',STRAGGLY HAIR,HORIZONTALS
147,BASTARD GAN PUNK V2 #147,CALM AF (STILL),1HEAD BASTARD,15,,,,,,,LARGE,GLITCHY AF,RIGHT,BIG SMOKE,NORMAL BEARD,NUTTIN',LIPSTICK,NERD GLASSES,NUTTIN',NUTTIN',PURPLE HAIR,GRID W/ DIAGONAL
148,BASTARD GAN PUNK V2 #148,CALM AF (STILL),SMOL BASTARD,19,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,CHINSTRAP,CHOKER,OPEN BUCKS,CLOWN EYES,NUTTIN',NUTTIN',TIARA,
149,BASTARD GAN PUNK V2 #149,CALM AF (STILL),HORNY BASTARD,21,,,,,,,LARGE,GLITCHY AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,NERD GLASSES,CLOWN NOSE,NUTTIN',COWBOY HAT,HORIZONTALS
150,BASTARD GAN PUNK V2 #150,HYPED AF (ANIMATED),HIPPIE BASTARD,25,STRUMMING (12.5 FPS),188,2,NAH,5 - GOES TO 11,TRANSIENT COLORS,,,,,,,,,,,,
151,BASTARD GAN PUNK V2 #151,CALM AF (STILL),0.0001 IQ BASTARD,10,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,HEART GLASSES,NUTTIN',NUTTIN',PEAK SPIKE,
152,BASTARD GAN PUNK V2 #152,CALM AF (STILL),FLIPPER BASTARD,25,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,HORNED RIM GLASSES,NUTTIN',GOLD EARRING,HEADBAND,
153,BASTARD GAN PUNK V2 #153,HYPED AF (ANIMATED),ALPHA BASTARD,21,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
154,BASTARD GAN PUNK V2 #154,HYPED AF (ANIMATED),BLOOMER BASTARD,15,SWEEP PICKING (16.66 FPS),188,0,NAH,1 - UNPLUGGED,FIXED COLOR,,,,,,,,,,,,
155,BASTARD GAN PUNK V2 #155,CALM AF (STILL),JUST A PLAIN BASTARD,31,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,MUTTONCHOPS,CHOKER,LIPSTICK,EYE BAGS,NUTTIN',NUTTIN',TASSLE HAT,
156,BASTARD GAN PUNK V2 #156,CALM AF (STILL),3HEAD BASTARD,30,,,,,,,X BASTARD,GLITCHY AF,RIGHT,BIG SMOKE 'n PIPE,NUTTIN',NUTTIN',X MOUTH,X EYES,NUTTIN',NUTTIN',X HEAD,BORDER
157,BASTARD GAN PUNK V2 #157,CALM AF (STILL),WAIFU BASTARD,24,,,,,,,APE,SOLID AF,RIGHT,VAPE,CHINSTRAP,NUTTIN',OPEN BUCKS,SMALL SHADES,NUTTIN',NUTTIN',BALD,
158,BASTARD GAN PUNK V2 #158,CALM AF (STILL),BOOMER BASTARD,36,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',LIPSTICK,HEART GLASSES,NUTTIN',NUTTIN',PIGTAILS,
159,BASTARD GAN PUNK V2 #159,CALM AF (STILL),NOCOINER BASTARD,25,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,3D GLASSES,CLOWN NOSE,NUTTIN',BALD,
160,BASTARD GAN PUNK V2 #160,CALM AF (STILL),4HEAD BASTARD,33,,,,,,,ALIEN,GLITCHY AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,VR,NUTTIN',NUTTIN',POLICE CAP,B&W
161,BASTARD GAN PUNK V2 #161,CALM AF (STILL),THETA BASTARD,20,,,,,,,APE,GLITCHY AF,LEFT,EDIBLES???,UNIBROW,NUTTIN',GRILL,NERDY EYE MASK,NUTTIN',NUTTIN',STRINGY HAIR,GRID
162,BASTARD GAN PUNK V2 #162,CALM AF (STILL),SNOOB BASTARD,34,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,SHADOW BEARD,CHOKER,DROOL,CLASSIC SHADES,NUTTIN',NUTTIN',BALD,
163,BASTARD GAN PUNK V2 #163,HYPED AF (ANIMATED),DUMPSTER BASTARD,24,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
164,BASTARD GAN PUNK V2 #164,CALM AF (STILL),SEXMACHINA BASTARD,32,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,CHINSTRAP,CHOKER,LIPSTICK,NERD GLASSES,NUTTIN',NUTTIN',KNITTED CAP,
165,BASTARD GAN PUNK V2 #165,CALM AF (STILL),ROGUE BASTARD,5,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,NUTTIN',GOLD CHAIN,BUCK TEETH,VR,CLOWN NOSE,NUTTIN',MOHAWK THIN,
166,BASTARD GAN PUNK V2 #166,CALM AF (STILL),HIPPIE BASTARD,12,,,,,,,APE,SOLID AF,RIGHT,PIPE,UNIBROW,NUTTIN',SMILE,HORNED RIM GLASSES,NUTTIN',NUTTIN',MOHAWK THIN,
167,BASTARD GAN PUNK V2 #167,CALM AF (STILL),TROLL BASTARD,26,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,GOAT,CHOKER,REGULAR,HORNED RIM GLASSES,NUTTIN',NUTTIN',TIARA,
168,BASTARD GAN PUNK V2 #168,CALM AF (STILL),REAL DEAL BASTARD,22,,,,,,,PETITE,GLITCHY AF,FRONT,CIGGIE 'n PIPE,NUTTIN',NUTTIN',X MOUTH,BIG SHADES,NUTTIN',NUTTIN',X HEAD,ABSTRACT LIGHT
169,BASTARD GAN PUNK V2 #169,CALM AF (STILL),DANK BASTARD,30,,,,,,,PETITE,SOLID AF,LEFT,PIPE,GOAT,SILVER CHAIN,BUCK TEETH,HEART GLASSES,NUTTIN',NUTTIN',PILOT HELMET 'N STRAGGLY,
170,BASTARD GAN PUNK V2 #170,CALM AF (STILL),BETA BASTARD,23,,,,,,,PETITE,SOLID AF,LEFT,PIPE,MUSTACHE,CHOKER,LIPSTICK,HEART GLASSES,CLOWN NOSE,NUTTIN',BALD,
171,BASTARD GAN PUNK V2 #171,CALM AF (STILL),NOOB BASTARD,21,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,3D GLASSES,NUTTIN',NUTTIN',PILOT HELMET,
172,BASTARD GAN PUNK V2 #172,CALM AF (STILL),L4M3R BASTARD,14,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,NUTTIN',NUTTIN',DROOL,HORNED RIM GLASSES,NUTTIN',NUTTIN',WILD WHITE HAIR,
173,BASTARD GAN PUNK V2 #173,CALM AF (STILL),FEELSGOOD BASTARD,14,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,LEFT,PIPE,NUTTIN',CHOKER,GRILL,EYE MASK,NUTTIN',NUTTIN',CAP FORWARD,
174,BASTARD GAN PUNK V2 #174,CALM AF (STILL),ROMANTIQUE BASTARD,18,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,MUSTACHE,CHOKER,LIPSTICK,EYE BAGS,NUTTIN',NUTTIN',STRINGY HAIR,
175,BASTARD GAN PUNK V2 #175,CALM AF (STILL),CHAD BASTARD,7,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NORMAL BEARD,NUTTIN',LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',VAMPIRE HAIR,
176,BASTARD GAN PUNK V2 #176,CALM AF (STILL),0.0001 IQ BASTARD,3,,,,,,,APE,SOLID AF,LEFT,BIG SMOKE,CHINSTRAP,NUTTIN',SMILE,VR,CLOWN NOSE,NUTTIN',CAP,
177,BASTARD GAN PUNK V2 #177,CALM AF (STILL),THETA BASTARD,19,,,,,,,APE,SOLID AF,RIGHT,PIPE,LUXURIOUS BEARD,GOLD CHAIN,X MOUTH,VR,NUTTIN',NUTTIN',PEAK SPIKE,
178,BASTARD GAN PUNK V2 #178,CALM AF (STILL),SER BASTARD,15,,,,,,,APE,SOLID AF,LEFT,PIPE,MUSTACHE,CHOKER,GRILL,EYE MASK,NUTTIN',NUTTIN',WILD WHITE HAIR,
179,BASTARD GAN PUNK V2 #179,CALM AF (STILL),WAIFU BASTARD,15,,,,,,,LARGE,GLITCHY AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,GRILL,X EYES,NUTTIN',GOLD EARRING,BALD,DIAGONAL LINE
180,BASTARD GAN PUNK V2 #180,CALM AF (STILL),5HEAD BASTARD,17,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',X HEAD,
181,BASTARD GAN PUNK V2 #181,CALM AF (STILL),MOONBOI BASTARD,29,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,CHINSTRAP,NUTTIN',BUCK TEETH,HORNED RIM GLASSES,NUTTIN',NUTTIN',MOHAWK,
182,BASTARD GAN PUNK V2 #182,CALM AF (STILL),ALPHA BASTARD,33,,,,,,,APE,SOLID AF,LEFT,PIPE,NORMAL BEARD,NUTTIN',LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',COWBOY HAT,
183,BASTARD GAN PUNK V2 #183,CALM AF (STILL),WEEB BASTARD,34,,,,,,,PETITE,SOLID AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',LIPSTICK,VR,NUTTIN',NUTTIN',STRAGGLY HAIR,
184,BASTARD GAN PUNK V2 #184,CALM AF (STILL),500 IQ BASTARD,9,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,GOAT,SKINNY NECK,SMIRK,3D GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
185,BASTARD GAN PUNK V2 #185,CALM AF (STILL),SEXMACHINA BASTARD,17,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',SMIRK,EYE SHADOW,NUTTIN',NUTTIN',MESSY HAIR,
186,BASTARD GAN PUNK V2 #186,CALM AF (STILL),BLOOMER BASTARD,35,,,,,,,APE,SOLID AF,LEFT,VAPE,UNIBROW,NUTTIN',SMILE,EYE SHADOW,NUTTIN',GOLD EARRING,MOHAWK THIN,
187,BASTARD GAN PUNK V2 #187,CALM AF (STILL),WHALE WANNABE BASTARD,30,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,MUTTONCHOPS,CHOKER,SMILE,CLASSIC SHADES,NUTTIN',NUTTIN',TOP HAT,
188,BASTARD GAN PUNK V2 #188,CALM AF (STILL),DEALER BASTARD,32,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,CLOWN EYES,NUTTIN',NUTTIN',STRINGY HAIR,
189,BASTARD GAN PUNK V2 #189,HYPED AF (ANIMATED),NERD BASTARD,7,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
190,BASTARD GAN PUNK V2 #190,CALM AF (STILL),POOR BASTARD,18,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',GRILL,CLASSIC SHADES,CLOWN NOSE,GOLD EARRING,X HEAD,
191,BASTARD GAN PUNK V2 #191,CALM AF (STILL),DΞGΞN BASTARD,5,,,,,,,PETITE,SOLID AF,RIGHT,VAPE,NORMAL BEARD,NUTTIN',LIPSTICK,3D GLASSES,NUTTIN',NUTTIN',STRAGGLY HAIR,
192,BASTARD GAN PUNK V2 #192,CALM AF (STILL),MINNIE BASTARD,25,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,NUTTIN',NUTTIN',OPEN MOUTH,BIG SHADES,NUTTIN',NUTTIN',VAMPIRE HAIR,
193,BASTARD GAN PUNK V2 #193,CALM AF (STILL),FLIPPER BASTARD,33,,,,,,,APE,SOLID AF,LEFT,CIGGIE 'n PIPE,GOAT,NUTTIN',GRILL,HEART GLASSES,CLOWN NOSE,NUTTIN',MOHAWK THIN,
194,BASTARD GAN PUNK V2 #194,HYPED AF (ANIMATED),0.0001 IQ BASTARD,27,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
195,BASTARD GAN PUNK V2 #195,CALM AF (STILL),ZOOMER BASTARD,12,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,NUTTIN',NUTTIN',BUCK TEETH,NERD GLASSES,NUTTIN',NUTTIN',KNITTED CAP,
196,BASTARD GAN PUNK V2 #196,CALM AF (STILL),DIABOLIQUE BASTARD,29,,,,,,,APE,SOLID AF,RIGHT,VAPE,NUTTIN',GOLD CHAIN,MEDICAL MASK,3D GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
197,BASTARD GAN PUNK V2 #197,CALM AF (STILL),UGLY BASTARD,25,,,,,,,APE,SOLID AF,RIGHT,CIGGIE,HANDLEBARS,CHOKER,REGULAR,VR,NUTTIN',NUTTIN',PEAK SPIKE,
198,BASTARD GAN PUNK V2 #198,CALM AF (STILL),ZOOMER BASTARD,25,,,,,,,APE,SOLID AF,LEFT,VAPE,NUTTIN',GOLD CHAIN,SMILE,VR,NUTTIN',NUTTIN',PIGTAILS,
199,BASTARD GAN PUNK V2 #199,CALM AF (STILL),NECROMANCER BASTARD,38,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,MUSTACHE,NUTTIN',LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',HEADBAND,
200,BASTARD GAN PUNK V2 #200,CALM AF (STILL),BIG TIDDY GOTH BASTARD,31,,,,,,,APE,SOLID AF,LEFT,CIGGIE,SHADOW BEARD,NUTTIN',GRILL,SMALL SHADES,NUTTIN',NUTTIN',BANDANA,
201,BASTARD GAN PUNK V2 #201,CALM AF (STILL),CONFORMIST BASTARD,34,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,NUTTIN',NUTTIN',DROOL,EYE MASK,NUTTIN',GOLD EARRING,WILD WHITE HAIR,
202,BASTARD GAN PUNK V2 #202,CALM AF (STILL),NECROMANCER BASTARD,28,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,CHINSTRAP,NUTTIN',GRILL,CLASSIC SHADES,NUTTIN',NUTTIN',BUZZED,
203,BASTARD GAN PUNK V2 #203,CALM AF (STILL),PUMPER BASTARD,15,,,,,,,ALIEN,GLITCHY AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',X MOUTH,VR,NUTTIN',NUTTIN',TOP HAT,EGG CARTON
204,BASTARD GAN PUNK V2 #204,CALM AF (STILL),TANKIE BASTARD,21,,,,,,,PETITE,SOLID AF,RIGHT,VAPE,BIG BEARD,NUTTIN',LIPSTICK,REGULAR SHADES,NUTTIN',NUTTIN',BEANIE,
205,BASTARD GAN PUNK V2 #205,CALM AF (STILL),6HEAD BASTARD,35,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,BIG SHADES,CLOWN NOSE,NUTTIN',CRAZY HAIR,
206,BASTARD GAN PUNK V2 #206,CALM AF (STILL),TANKIE BASTARD,27,,,,,,,LARGE,GLITCHY AF,RIGHT,VAPE,GOAT,NUTTIN',LIPSTICK,NERD GLASSES,NUTTIN',NUTTIN',KNITTED CAP,TRIANGLES
207,BASTARD GAN PUNK V2 #207,CALM AF (STILL),ZOOMER BASTARD,12,,,,,,,LARGE,GLITCHY AF,LEFT,PIPE,NUTTIN',GOLD CHAIN,BUCK TEETH,HORNED RIM GLASSES,NUTTIN',NUTTIN',STRINGY HAIR,HORIZONTALS
208,BASTARD GAN PUNK V2 #208,CALM AF (STILL),SNOOB BASTARD,34,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,RIGHT,BIG SMOKE,CHINSTRAP,NUTTIN',GRILL,NERD GLASSES,NUTTIN',NUTTIN',BALD,
209,BASTARD GAN PUNK V2 #209,CALM AF (STILL),BARBARIAN BASTARD,5,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,NORMAL BEARD,SILVER CHAIN,LIPSTICK,HEART GLASSES,NUTTIN',NUTTIN',BALD,
210,BASTARD GAN PUNK V2 #210,CALM AF (STILL),DIABOLIQUE BASTARD,25,,,,,,,PETITE,SOLID AF,LEFT,CIGGIE,GOAT,NUTTIN',LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',HEART SHAPED HAIR,
