TOKEN_ID,TOKEN_NAME,Type,Mouth,Eyewear,Headwear,Accessory
446,Larva Lad #446,Normal,Normal,None,Fedora,Cigarette
447,Larva Lad #447,Normal,Frown,Classic Shades,None,None
448,Larva Lad #448,Normal,Smile,None,Police Cap,None
449,Larva Lad #449,Normal,Normal,Regular Shades,None,None
450,Larva Lad #450,Normal,Normal,None,Bandana,None
451,Larva Lad #451,Normal,Normal,None,None,None
452,Larva Lad #452,Normal,Normal,None,None,None
453,Larva Lad #453,Normal,Handlebars,Regular Shades,Messy Hair,Cigarette
454,Larva Lad #454,Normal,Frown,None,None,Cigarette
455,Larva Lad #455,Zombie,Zombie,None,None,None
456,Larva Lad #456,Normal,Smile,Small Shades,None,None
457,Larva Lad #457,Normal,Smile,VR,Beanie,Pipe
458,Larva Lad #458,Normal,Smile,Eye Patch,Cap Forward,None
459,Larva Lad #459,Normal,Smile,VR,Knitted Cap,None
460,Larva Lad #460,Normal,Normal,None,None,None
461,Larva Lad #461,Normal,Frown,None,None,None
462,Larva Lad #462,Normal,Normal,None,Cap Forward,None
463,Larva Lad #463,Normal,Normal,3D Glasses,None,None
464,Larva Lad #464,Normal,Normal,None,None,None
465,Larva Lad #465,Normal,Normal,Regular Shades,None,Cigarette
466,Larva Lad #466,Normal,Normal,Small Shades,Wild Hair,None
467,Larva Lad #467,Normal,Normal,Small Shades,Cap Forward,None
468,Larva Lad #468,Normal,Normal,None,Cap,Pipe
469,Larva Lad #469,Normal,Normal,None,None,None
470,Larva Lad #470,Normal,Normal,None,Police Cap,None
471,Larva Lad #471,Normal,Smile,None,Cowboy Hat,None
472,Larva Lad #472,Normal,Normal,None,Fedora,Vape
473,Larva Lad #473,Normal,Smile,Horned Rim Glasses,None,None
474,Larva Lad #474,Normal,Smile,None,Peak Spike,Pipe
475,Larva Lad #475,Normal,Normal,None,None,None
476,Larva Lad #476,Ape,Ape,VR,Beanie,None
477,Larva Lad #477,Normal,Handlebars,Regular Shades,None,None
478,Larva Lad #478,Normal,Handlebars,None,None,Earring
479,Larva Lad #479,Normal,Frown,Classic Shades,Wild Hair,None
480,Larva Lad #480,Normal,Smile,Regular Shades,Beanie,Cigarette
481,Larva Lad #481,Normal,Normal,None,Messy Hair,Vape
482,Larva Lad #482,Normal,Normal,Regular Shades,None,None
483,Larva Lad #483,Normal,Frown,Eye Patch,Police Cap,None
484,Larva Lad #484,Normal,Normal,None,Top Hat,None
485,Larva Lad #485,Normal,Normal,3D Glasses,Cowboy Hat,None
486,Larva Lad #486,Normal,Normal,None,None,None
487,Larva Lad #487,Normal,Frown,Classic Shades,Cap Forward,Cigarette
488,Larva Lad #488,Normal,Handlebars,None,Messy Hair,None
489,Larva Lad #489,Normal,Handlebars,VR,Top Hat,None
490,Larva Lad #490,Normal,Normal,None,Cap Forward,None
491,Larva Lad #491,Normal,Frown,None,Cowboy Hat,None
492,Larva Lad #492,Normal,Frown,Regular Shades,None,None
493,Larva Lad #493,Normal,Smile,None,None,None
494,Larva Lad #494,Normal,Normal,3D Glasses,None,Cigarette
495,Larva Lad #495,Normal,Handlebars,Regular Shades,Knitted Cap,None
496,Larva Lad #496,Normal,Normal,Classic Shades,None,Cigarette
497,Larva Lad #497,Normal,Normal,None,Peak Spike,None
498,Larva Lad #498,Normal,Normal,VR,Wild Hair,None
499,Larva Lad #499,Normal,Frown,None,None,None
500,Larva Lad #500,Normal,Handlebars,Classic Shades,Peak Spike,None
501,Larva Lad #501,Normal,Normal,Regular Shades,Knitted Cap,None
502,Larva Lad #502,Normal,Normal,None,Cap,Vape
503,Larva Lad #503,Normal,Smile,None,None,None
504,Larva Lad #504,Normal,Normal,Eye Patch,Cowboy Hat,Earring
505,Larva Lad #505,Normal,Smile,Small Shades,None,None
506,Larva Lad #506,Normal,Smile,Small Shades,None,Vape
507,Larva Lad #507,Normal,Normal,None,None,None
508,Larva Lad #508,Normal,Frown,Eye Patch,None,None
509,Larva Lad #509,Normal,Normal,None,Cap Forward,Earring
510,Larva Lad #510,Normal,Normal,Eye Patch,Police Cap,None
511,Larva Lad #511,Normal,Normal,None,None,Vape
512,Larva Lad #512,Normal,Frown,3D Glasses,None,Earring
513,Larva Lad #513,Normal,Frown,3D Glasses,None,Vape
514,Larva Lad #514,Normal,Normal,None,None,Cigarette
515,Larva Lad #515,Normal,Handlebars,Small Shades,Do-rag,Vape
516,Larva Lad #516,Normal,Frown,None,None,None
517,Larva Lad #517,Normal,Normal,None,Knitted Cap,None
518,Larva Lad #518,Normal,Frown,None,None,Cigarette
519,Larva Lad #519,Normal,Normal,VR,None,None
520,Larva Lad #520,Normal,Smile,Eye Patch,None,Cigarette
521,Larva Lad #521,Normal,Normal,None,Cap,Earring
522,Larva Lad #522,Normal,Frown,Regular Shades,Cap Forward,None
523,Larva Lad #523,Normal,Smile,None,Peak Spike,None
524,Larva Lad #524,Normal,Frown,None,Knitted Cap,Cigarette
525,Larva Lad #525,Normal,Smile,Eye Patch,None,None
526,Larva Lad #526,Normal,Smile,Eye Patch,None,None
527,Larva Lad #527,Normal,Normal,None,Top Hat,Earring
528,Larva Lad #528,Normal,Normal,Classic Shades,None,None
529,Larva Lad #529,Normal,Normal,None,None,None
530,Larva Lad #530,Normal,Normal,Eye Patch,None,None
531,Larva Lad #531,Normal,Frown,Regular Shades,Knitted Cap,None
532,Larva Lad #532,Normal,Handlebars,Eye Patch,Fedora,Pipe
533,Larva Lad #533,Normal,Smile,3D Glasses,Fedora,None
534,Larva Lad #534,Normal,Handlebars,None,Police Cap,None
535,Larva Lad #535,Normal,Normal,None,Knitted Cap,None
536,Larva Lad #536,Normal,Normal,None,Wild Hair,None
537,Larva Lad #537,Normal,Normal,Horned Rim Glasses,None,Cigarette
538,Larva Lad #538,Normal,Normal,None,Wild Hair,Earring
539,Larva Lad #539,Normal,Normal,Regular Shades,None,None
540,Larva Lad #540,Normal,Normal,VR,Beanie,Earring
541,Larva Lad #541,Normal,Smile,Classic Shades,None,None
542,Larva Lad #542,Normal,Normal,Classic Shades,Bandana,None
543,Larva Lad #543,Normal,Smile,None,None,Earring
544,Larva Lad #544,Normal,Handlebars,Classic Shades,Knitted Cap,None
545,Larva Lad #545,Normal,Smile,None,None,None
546,Larva Lad #546,Normal,Normal,Regular Shades,None,None
547,Larva Lad #547,Normal,Handlebars,None,None,None
548,Larva Lad #548,Normal,Normal,Regular Shades,Bandana,Vape
549,Larva Lad #549,Normal,Smile,None,None,Vape
550,Larva Lad #550,Normal,Smile,None,Peak Spike,None
551,Larva Lad #551,Normal,Smile,VR,Fedora,None
552,Larva Lad #552,Normal,Handlebars,None,None,None
553,Larva Lad #553,Normal,Normal,Eye Patch,None,Cigarette
554,Larva Lad #554,Normal,Smile,None,None,None
555,Larva Lad #555,Normal,Smile,None,None,None
556,Larva Lad #556,Normal,Normal,Horned Rim Glasses,None,None
557,Larva Lad #557,Normal,Frown,VR,Top Hat,None
558,Larva Lad #558,Normal,Frown,Eye Patch,Beanie,None
559,Larva Lad #559,Normal,Frown,Horned Rim Glasses,Knitted Cap,Earring
560,Larva Lad #560,Normal,Normal,None,None,None
561,Larva Lad #561,Normal,Smile,Eye Patch,Bandana,None
562,Larva Lad #562,Normal,Normal,Classic Shades,None,None
563,Larva Lad #563,Normal,Normal,None,None,None
564,Larva Lad #564,Normal,Smile,Horned Rim Glasses,None,Cigarette
565,Larva Lad #565,Normal,Smile,None,None,None
566,Larva Lad #566,Normal,Smile,None,Peak Spike,Earring
567,Larva Lad #567,Normal,Handlebars,Regular Shades,None,None
568,Larva Lad #568,Normal,Normal,Eye Patch,Fedora,None
569,Larva Lad #569,Normal,Normal,None,Bandana,None
570,Larva Lad #570,Normal,Frown,None,Peak Spike,None
571,Larva Lad #571,Normal,Normal,None,Do-rag,None
572,Larva Lad #572,Normal,Smile,Regular Shades,None,None
573,Larva Lad #573,Normal,Normal,Small Shades,None,None
574,Larva Lad #574,Normal,Normal,None,Do-rag,None
575,Larva Lad #575,Normal,Frown,Regular Shades,Wild Hair,None
576,Larva Lad #576,Normal,Smile,None,Fedora,None
577,Larva Lad #577,Normal,Smile,Regular Shades,None,None
578,Larva Lad #578,Normal,Smile,None,Do-rag,Earring
579,Larva Lad #579,Alien,Alien,None,Fedora,None
580,Larva Lad #580,Zombie,Zombie,None,Cap Forward,None
581,Larva Lad #581,Normal,Normal,Classic Shades,None,None
582,Larva Lad #582,Normal,Normal,None,Cap Forward,None
583,Larva Lad #583,Normal,Normal,None,None,Cigarette
584,Larva Lad #584,Normal,Smile,None,None,Vape
585,Larva Lad #585,Normal,Smile,None,Police Cap,None
586,Larva Lad #586,Normal,Normal,None,Cowboy Hat,Earring
587,Larva Lad #587,Normal,Smile,None,None,None
588,Larva Lad #588,Normal,Normal,Eye Patch,Beanie,Cigarette
589,Larva Lad #589,Normal,Smile,None,Police Cap,None
590,Larva Lad #590,Normal,Handlebars,3D Glasses,None,None
591,Larva Lad #591,Normal,Smile,Regular Shades,Top Hat,None
592,Larva Lad #592,Normal,Handlebars,None,Cowboy Hat,Pipe
593,Larva Lad #593,Normal,Normal,3D Glasses,None,None
594,Larva Lad #594,Normal,Smile,Classic Shades,Cowboy Hat,Cigarette
595,Larva Lad #595,Normal,Smile,None,None,None
596,Larva Lad #596,Normal,Normal,3D Glasses,None,None
597,Larva Lad #597,Normal,Frown,VR,Do-rag,None
598,Larva Lad #598,Normal,Smile,Classic Shades,None,None
599,Larva Lad #599,Normal,Handlebars,None,Bandana,None
600,Larva Lad #600,Normal,Normal,None,None,None
601,Larva Lad #601,Normal,Smile,None,None,None
602,Larva Lad #602,Normal,Smile,Regular Shades,Cap,Cigarette
603,Larva Lad #603,Normal,Normal,Eye Patch,Cap Forward,Pipe
604,Larva Lad #604,Normal,Normal,None,Cowboy Hat,None
605,Larva Lad #605,Normal,Smile,None,None,Vape
606,Larva Lad #606,Normal,Smile,None,Cap,None
607,Larva Lad #607,Normal,Smile,3D Glasses,Top Hat,None
608,Larva Lad #608,Normal,Normal,VR,Peak Spike,Vape
609,Larva Lad #609,Normal,Normal,Small Shades,Peak Spike,None
610,Larva Lad #610,Normal,Frown,None,Wild Hair,None
611,Larva Lad #611,Normal,Handlebars,None,Fedora,None
612,Larva Lad #612,Normal,Smile,Classic Shades,Wild Hair,None
613,Larva Lad #613,Normal,Smile,None,Fedora,None
614,Larva Lad #614,Normal,Smile,Small Shades,None,Pipe
615,Larva Lad #615,Normal,Smile,Eye Patch,None,None
616,Larva Lad #616,Normal,Handlebars,None,Cowboy Hat,Cigarette
617,Larva Lad #617,Normal,Normal,Eye Patch,Messy Hair,None
618,Larva Lad #618,Normal,Smile,Eye Patch,None,Pipe
619,Larva Lad #619,Normal,Normal,Eye Patch,None,Earring
620,Larva Lad #620,Normal,Normal,Small Shades,Cap,Vape
621,Larva Lad #621,Normal,Smile,Regular Shades,None,None
622,Larva Lad #622,Normal,Smile,None,Wild Hair,Pipe
623,Larva Lad #623,Normal,Normal,Eye Patch,Top Hat,None
624,Larva Lad #624,Normal,Smile,VR,Cap,None
625,Larva Lad #625,Normal,Normal,Regular Shades,Beanie,None
626,Larva Lad #626,Normal,Normal,Regular Shades,Do-rag,Cigarette
627,Larva Lad #627,Normal,Handlebars,Eye Patch,Cowboy Hat,None
628,Larva Lad #628,Normal,Frown,Classic Shades,Messy Hair,Vape
629,Larva Lad #629,Normal,Smile,None,None,None
630,Larva Lad #630,Normal,Normal,Classic Shades,Police Cap,None
631,Larva Lad #631,Normal,Frown,None,None,None
632,Larva Lad #632,Normal,Smile,Small Shades,None,None
633,Larva Lad #633,Normal,Frown,Horned Rim Glasses,Bandana,None
634,Larva Lad #634,Normal,Normal,Regular Shades,Beanie,None
635,Larva Lad #635,Normal,Normal,Small Shades,None,Vape
636,Larva Lad #636,Normal,Normal,None,Top Hat,None
637,Larva Lad #637,Normal,Normal,None,Top Hat,Vape
638,Larva Lad #638,Normal,Normal,None,Wild Hair,None
639,Larva Lad #639,Normal,Frown,None,None,None
640,Larva Lad #640,Normal,Smile,None,Top Hat,Pipe
641,Larva Lad #641,Normal,Smile,Classic Shades,Peak Spike,None
642,Larva Lad #642,Normal,Normal,None,Peak Spike,Vape
643,Larva Lad #643,Normal,Normal,Regular Shades,Cap,None
644,Larva Lad #644,Normal,Normal,VR,None,Cigarette
645,Larva Lad #645,Normal,Normal,Eye Patch,Cowboy Hat,None
646,Larva Lad #646,Normal,Smile,Eye Patch,Top Hat,None
647,Larva Lad #647,Normal,Normal,None,None,Cigarette
648,Larva Lad #648,Normal,Smile,None,None,None
649,Larva Lad #649,Normal,Smile,None,Cowboy Hat,None
650,Larva Lad #650,Normal,Smile,None,Fedora,Cigarette
651,Larva Lad #651,Normal,Normal,Small Shades,None,Pipe
652,Larva Lad #652,Normal,Normal,None,Wild Hair,None
653,Larva Lad #653,Normal,Normal,3D Glasses,None,None
654,Larva Lad #654,Normal,Smile,None,Messy Hair,None
655,Larva Lad #655,Normal,Handlebars,Small Shades,None,Vape
656,Larva Lad #656,Normal,Normal,None,None,None
657,Larva Lad #657,Normal,Normal,None,Peak Spike,Vape
658,Larva Lad #658,Normal,Frown,Regular Shades,Cowboy Hat,Vape
659,Larva Lad #659,Normal,Normal,None,Cap,None
660,Larva Lad #660,Normal,Smile,3D Glasses,None,None
661,Larva Lad #661,Normal,Frown,Classic Shades,Beanie,None
662,Larva Lad #662,Normal,Normal,VR,Messy Hair,None
663,Larva Lad #663,Normal,Normal,None,None,Earring
664,Larva Lad #664,Normal,Normal,None,None,None
665,Larva Lad #665,Normal,Smile,None,None,Pipe
666,Larva Lad #666,Normal,Normal,None,None,None
667,Larva Lad #667,Normal,Normal,None,None,Earring
668,Larva Lad #668,Normal,Smile,Horned Rim Glasses,None,Pipe
669,Larva Lad #669,Normal,Normal,VR,Cowboy Hat,None
670,Larva Lad #670,Normal,Smile,None,Cap,Vape
671,Larva Lad #671,Normal,Frown,3D Glasses,Cap,Earring
672,Larva Lad #672,Normal,Normal,None,None,None
673,Larva Lad #673,Normal,Frown,3D Glasses,None,None
674,Larva Lad #674,Normal,Handlebars,None,None,None
675,Larva Lad #675,Normal,Normal,Classic Shades,None,None
676,Larva Lad #676,Normal,Normal,None,None,None
677,Larva Lad #677,Normal,Frown,Classic Shades,None,None
678,Larva Lad #678,Normal,Smile,None,Bandana,None
679,Larva Lad #679,Normal,Normal,Horned Rim Glasses,None,None
680,Larva Lad #680,Zombie,Zombie,VR,Cowboy Hat,None
681,Larva Lad #681,Normal,Normal,Eye Patch,None,None
682,Larva Lad #682,Normal,Normal,Small Shades,None,Pipe
683,Larva Lad #683,Normal,Normal,None,Bandana,Pipe
684,Larva Lad #684,Normal,Normal,Small Shades,Messy Hair,None
685,Larva Lad #685,Normal,Normal,3D Glasses,Do-rag,None
686,Larva Lad #686,Normal,Smile,None,Do-rag,Cigarette
687,Larva Lad #687,Normal,Smile,Classic Shades,None,None
688,Larva Lad #688,Normal,Smile,Horned Rim Glasses,None,None
689,Larva Lad #689,Normal,Smile,Small Shades,Do-rag,None
690,Larva Lad #690,Normal,Normal,3D Glasses,None,None
691,Larva Lad #691,Normal,Normal,None,None,Pipe
692,Larva Lad #692,Normal,Handlebars,VR,None,None
693,Larva Lad #693,Normal,Frown,None,Police Cap,Vape
694,Larva Lad #694,Normal,Frown,None,Fedora,Pipe
695,Larva Lad #695,Normal,Normal,None,None,None
696,Larva Lad #696,Normal,Normal,None,None,None
697,Larva Lad #697,Normal,Normal,None,None,None
698,Larva Lad #698,Normal,Normal,None,None,Earring
699,Larva Lad #699,Normal,Normal,None,None,Pipe
700,Larva Lad #700,Ape,Ape,None,Top Hat,None
701,Larva Lad #701,Normal,Smile,Horned Rim Glasses,None,None
702,Larva Lad #702,Normal,Normal,None,Cap,None
703,Larva Lad #703,Normal,Smile,None,None,Cigarette
704,Larva Lad #704,Normal,Smile,Horned Rim Glasses,None,None
705,Larva Lad #705,Normal,Normal,None,None,Pipe
706,Larva Lad #706,Normal,Handlebars,Eye Patch,None,None
707,Larva Lad #707,Normal,Normal,Small Shades,None,None
708,Larva Lad #708,Normal,Normal,None,Police Cap,None
709,Larva Lad #709,Normal,Normal,Eye Patch,None,None
710,Larva Lad #710,Normal,Smile,None,None,None
711,Larva Lad #711,Ape,Ape,None,Cap,None
712,Larva Lad #712,Normal,Normal,Regular Shades,Do-rag,Pipe
713,Larva Lad #713,Normal,Smile,Classic Shades,Knitted Cap,None
714,Larva Lad #714,Normal,Smile,3D Glasses,None,None
715,Larva Lad #715,Normal,Handlebars,Classic Shades,None,Vape
716,Larva Lad #716,Normal,Smile,Horned Rim Glasses,None,Earring
717,Larva Lad #717,Normal,Smile,Regular Shades,None,None
718,Larva Lad #718,Normal,Handlebars,Classic Shades,Wild Hair,None
719,Larva Lad #719,Normal,Normal,None,Messy Hair,None
720,Larva Lad #720,Normal,Normal,None,Cowboy Hat,None
721,Larva Lad #721,Normal,Normal,None,None,None
722,Larva Lad #722,Normal,Smile,Small Shades,Top Hat,Pipe
723,Larva Lad #723,Normal,Smile,None,Cap Forward,None
724,Larva Lad #724,Normal,Smile,Classic Shades,Cap,Pipe
725,Larva Lad #725,Normal,Smile,Horned Rim Glasses,Bandana,Vape
726,Larva Lad #726,Normal,Handlebars,Regular Shades,Fedora,Pipe
727,Larva Lad #727,Normal,Normal,3D Glasses,None,None
728,Larva Lad #728,Normal,Smile,None,Cap Forward,None
729,Larva Lad #729,Normal,Smile,Regular Shades,Wild Hair,None
730,Larva Lad #730,Normal,Normal,VR,Bandana,None
731,Larva Lad #731,Normal,Smile,Eye Patch,Beanie,None
732,Larva Lad #732,Normal,Normal,3D Glasses,Top Hat,None
733,Larva Lad #733,Normal,Normal,None,None,None
734,Larva Lad #734,Normal,Normal,Eye Patch,Bandana,Earring
735,Larva Lad #735,Normal,Smile,None,Top Hat,None
736,Larva Lad #736,Normal,Smile,VR,None,Vape
737,Larva Lad #737,Ape,Ape,None,None,Cigarette
738,Larva Lad #738,Normal,Normal,None,None,None
739,Larva Lad #739,Normal,Normal,VR,Messy Hair,Earring
740,Larva Lad #740,Normal,Normal,Regular Shades,None,None
741,Larva Lad #741,Normal,Normal,Horned Rim Glasses,Fedora,None
742,Larva Lad #742,Normal,Normal,None,Knitted Cap,Vape
743,Larva Lad #743,Zombie,Zombie,Classic Shades,None,None
744,Larva Lad #744,Normal,Normal,Small Shades,None,None
745,Larva Lad #745,Normal,Handlebars,None,None,None
746,Larva Lad #746,Normal,Smile,None,Messy Hair,Earring
747,Larva Lad #747,Normal,Handlebars,Small Shades,None,None
748,Larva Lad #748,Normal,Normal,3D Glasses,None,Cigarette
749,Larva Lad #749,Normal,Normal,3D Glasses,None,None
750,Larva Lad #750,Normal,Normal,Horned Rim Glasses,Top Hat,Vape
751,Larva Lad #751,Normal,Handlebars,None,Messy Hair,None
752,Larva Lad #752,Normal,Frown,Small Shades,Fedora,None
753,Larva Lad #753,Normal,Normal,None,Wild Hair,Cigarette
754,Larva Lad #754,Normal,Smile,None,Bandana,None
755,Larva Lad #755,Normal,Frown,Small Shades,Beanie,None
756,Larva Lad #756,Normal,Smile,None,Do-rag,None
757,Larva Lad #757,Normal,Normal,Horned Rim Glasses,Beanie,None
758,Larva Lad #758,Ape,Ape,None,None,None
759,Larva Lad #759,Normal,Normal,Regular Shades,None,None
760,Larva Lad #760,Normal,Smile,None,Bandana,None
761,Larva Lad #761,Normal,Smile,None,Fedora,Vape
762,Larva Lad #762,Normal,Frown,None,None,None
763,Larva Lad #763,Normal,Handlebars,Classic Shades,None,None
764,Larva Lad #764,Normal,Smile,Small Shades,Top Hat,Vape
765,Larva Lad #765,Normal,Normal,None,None,None
766,Larva Lad #766,Normal,Normal,None,Peak Spike,None
767,Larva Lad #767,Normal,Handlebars,Eye Patch,Beanie,None
768,Larva Lad #768,Normal,Smile,Regular Shades,Cap,Pipe
769,Larva Lad #769,Normal,Normal,None,None,None
770,Larva Lad #770,Normal,Normal,Regular Shades,None,None
771,Larva Lad #771,Normal,Normal,None,None,None
772,Larva Lad #772,Normal,Normal,VR,Bandana,None
773,Larva Lad #773,Normal,Handlebars,None,None,Vape
774,Larva Lad #774,Normal,Normal,3D Glasses,None,None
775,Larva Lad #775,Normal,Normal,None,Fedora,None
776,Larva Lad #776,Normal,Frown,VR,None,Earring
777,Larva Lad #777,Normal,Smile,Horned Rim Glasses,Bandana,Vape
778,Larva Lad #778,Normal,Normal,None,Cap Forward,Cigarette
779,Larva Lad #779,Normal,Normal,None,Beanie,Pipe
780,Larva Lad #780,Normal,Handlebars,None,None,None
781,Larva Lad #781,Normal,Smile,None,None,None
782,Larva Lad #782,Normal,Normal,None,Fedora,Pipe
783,Larva Lad #783,Normal,Handlebars,None,None,None
784,Larva Lad #784,Normal,Frown,None,Police Cap,None
785,Larva Lad #785,Zombie,Zombie,3D Glasses,Do-rag,None
786,Larva Lad #786,Normal,Frown,Regular Shades,Knitted Cap,None
787,Larva Lad #787,Normal,Smile,None,Cap Forward,Earring
788,Larva Lad #788,Normal,Smile,None,None,None
789,Larva Lad #789,Normal,Smile,Regular Shades,None,None
790,Larva Lad #790,Normal,Smile,Regular Shades,None,Pipe
791,Larva Lad #791,Normal,Normal,Horned Rim Glasses,None,None
792,Larva Lad #792,Normal,Normal,VR,Top Hat,None
793,Larva Lad #793,Normal,Normal,VR,Cap,Pipe
794,Larva Lad #794,Normal,Smile,Small Shades,None,Cigarette
795,Larva Lad #795,Normal,Normal,Regular Shades,Cap Forward,None
796,Larva Lad #796,Normal,Normal,Eye Patch,None,None
797,Larva Lad #797,Normal,Handlebars,None,Wild Hair,None
798,Larva Lad #798,Normal,Normal,None,None,None
799,Larva Lad #799,Normal,Smile,Regular Shades,None,None
800,Larva Lad #800,Normal,Smile,None,Wild Hair,None
801,Larva Lad #801,Normal,Normal,3D Glasses,Do-rag,None
802,Larva Lad #802,Normal,Handlebars,Classic Shades,Peak Spike,Vape
803,Larva Lad #803,Normal,Normal,Eye Patch,Cap,Pipe
804,Larva Lad #804,Normal,Normal,Regular Shades,None,None
805,Larva Lad #805,Normal,Normal,Classic Shades,Wild Hair,Pipe
806,Larva Lad #806,Normal,Smile,Small Shades,Knitted Cap,None
807,Larva Lad #807,Zombie,Zombie,Small Shades,Cowboy Hat,Cigarette
808,Larva Lad #808,Zombie,Zombie,Eye Patch,Knitted Cap,None
809,Larva Lad #809,Normal,Normal,Classic Shades,Cowboy Hat,None
810,Larva Lad #810,Normal,Normal,Small Shades,Wild Hair,None
811,Larva Lad #811,Normal,Normal,Eye Patch,Do-rag,Vape
812,Larva Lad #812,Normal,Normal,None,None,Vape
813,Larva Lad #813,Normal,Normal,None,Cap Forward,None
814,Larva Lad #814,Normal,Normal,None,Knitted Cap,None
815,Larva Lad #815,Normal,Frown,None,None,None
816,Larva Lad #816,Normal,Handlebars,Regular Shades,None,None
817,Larva Lad #817,Normal,Normal,Eye Patch,Peak Spike,None
818,Larva Lad #818,Normal,Frown,3D Glasses,None,None
819,Larva Lad #819,Normal,Normal,Horned Rim Glasses,Knitted Cap,None
820,Larva Lad #820,Normal,Normal,Eye Patch,Do-rag,None
821,Larva Lad #821,Normal,Frown,Regular Shades,None,None
822,Larva Lad #822,Normal,Normal,None,Do-rag,None
823,Larva Lad #823,Normal,Normal,Small Shades,Messy Hair,None
