TOKEN_ID,TOKEN_NAME,Special Edition,Trait Count,Color,Power Unit,Quantum Core,Right Sensor,Face,Apex,Sense Emulator,AUX,Torso,BG,Left Sensor,Hands,Matching Sets
2045,vogu #2045,,9,Grape,Ongo,Core,,VRT,Echelon-3,Inhaler,,Leather Jacket,Grey Day,Core,,1.5273704789833826
2046,vogu #2046,,9,Navy,Core,Centurion,Kouwei,Core,Garsi,Inhaler,,Puff Jacket,Orange Gradient,,,1.5273704789833826
2049,vogu #2049,,9,Echelon Grey,Core,Core,Acoustic Array,EMO-LED,,Inhaler,,Kouwei,Green Gradient,Centurion,,1.5273704789833826
2057,vogu #2057,,10,Pulsar White,Ongo,Centurion,Cat,Core,Emoji,Inhaler,,Tourist,Purple Gradient,Core,,1.5273704789833826
2061,vogu #2061,,8,Grape,Centurion,Core,,EMO-LED,,Kouwei,,Core,Orange Gradient,Cat,,1.5273704789833826
2062,vogu #2062,,9,Neptune,Core,Core,Acoustic Array,EMO-LED,,Extended Release,Kouwei,Leather Jacket,Grey Gradient,,,1.5273704789833826
2067,vogu #2067,,10,Wrath,Centurion,Core,,Field Agent,Industrial Sensor,Kouwei,,Monk,Grey Gradient,Core,Zen,1.5273704789833826
2070,vogu #2070,,9,Nebula Red,Ongo,Centurion,,Core,Strobe,Offender,,Graphic Tee,Purple Gradient,Core,,1.5273704789833826
2078,vogu #2078,,10,Grape,Kouwei,Core,Ongo,Centurion,Industrial Sensor,Inhaler,,Core,Green Gradient,,Betting Slips,1.5273704789833826
2080,vogu #2080,,11,Grape,Extended Range,Core,Acoustic Array,VRT,Ongo,Inhaler,,Tourist,Black Graphic,Core,Joint,1.5273704789833826
2082,vogu #2082,,7,Nova Blue,Core,Core,,Robo Face,,,,Leather Jacket,Blue Gradient,Infrared,,1.5273704789833826
2083,vogu #2083,,9,Grape,Core,Runtime Meter,Core,EMO-LED,,Ongo,,Centurion,Green Gradient,Kouwei,,1.5273704789833826
2087,vogu #2087,,11,Echelon Grey,Kouwei,Core,Cat,Recon,Core,Inhaler,,Tactical,Black Graphic,APS,Coffee,1.5273704789833826
2094,vogu #2094,,9,Nova Blue,Ongo,Core,APS,Recon,,Inhaler,,Leather Jacket,Grey Gradient,Core,,1.5273704789833826
2097,vogu #2097,,10,Nebula Red,Core,Runtime Meter,Core,Patrician,Ongo,Kouwei,,Tactical,Green Gradient,Infrared,,1.5273704789833826
21,vogu #21,,10,Snake,Core,Ongo,Acoustic Array,Field Agent,Centurion,,Bypass,Sergeant,Grey Gradient,Core,,1.5273704789833826
2100,vogu #2100,,9,Neptune,Small Cell,Core,Kouwei,Core,Garsi,Ongo,,Graphic Tee,Grey Day,,,1.5273704789833826
2112,vogu #2112,,10,Titan,Small Cell,Centurion,Rabbit,Core,,Sticker,,Leather Jacket,Black Graphic,Core,Coffee,1.5273704789833826
2120,vogu #2120,,10,Wrath,Centurion,Core,Core,Grigori,Industrial Sensor,Offender,Bypass,Leather Jacket,Grey Day,,,1.5273704789833826
2129,vogu #2129,,9,Echelon Grey,Extended Range,Core,,Field Agent,Centurion,Sticker,,Super Puff,Purple Gradient,Core,,1.5273704789833826
2135,vogu #2135,,10,Grape,Core,Kouwei,,Echelon-3,Emoji,Core,Bypass,BDVXP,Grey Gradient,APS,,1.5273704789833826
2138,vogu #2138,,8,Echelon Grey,Small Cell,Core,,EMO-LED,,Kouwei,,Tactical,Grey Day,Core,,1.5273704789833826
2139,vogu #2139,,10,Snake,Kouwei,Core,Centurion,Core,Ongo,Extended Release,,Graphic Tee,Grey Gradient,APS,,1.5273704789833826
2144,vogu #2144,,9,Pulsar White,Patrician,Core,Ongo,EMO-LED,,Core,Formula-V,Kouwei,Pink Gradient,,,1.5273704789833826
2148,vogu #2148,,10,34 Tauri,Extended Range,Core,APS,Kouwei,Echelon-3,Sticker,,Wind Breaker,Purple Gradient,Core,,1.5273704789833826
2151,vogu #2151,,10,Wrath,Core,Patrician,Core,Recon,Garsi,Sticker,Bypass,Soldier,Purple Gradient,,,1.5273704789833826
2156,vogu #2156,,9,Neptune,Kouwei,Core,Core,Graffiti,,Inhaler,,Puff Jacket,Purple Gradient,Ongo,,1.5273704789833826
2164,vogu #2164,,8,Nebula Red,Core,Centurion,Rabbit,Core,Industrial Sensor,,,Leather Jacket,Pink Gradient,,,1.5273704789833826
2172,vogu #2172,,10,Echelon Grey,Ongo,Core,Rabbit,VRT,Cutter,Kouwei,,Graphic Tee,Green Gradient,Core,,1.5273704789833826
2189,vogu #2189,,12,Nebula Red,Extended Range,Patrician,Core,Centurion,Range Finder,Offender,Bypass,Graphic Tee,Grey Day,Core,Cards,1.5273704789833826
2192,vogu #2192,,10,Cotton Candy,Kouwei,Core,Core,ISO,Centurion,Offender,Bypass,Tactical,Blue Gradient,,,1.5273704789833826
2200,vogu #2200,,10,Neptune,Patrician,Core,Core,VRT,Cutter,Ongo,,Tactical,Blue Gradient,Infrared,,1.5273704789833826
2204,vogu #2204,,10,Nova Blue,Core,Core,Kouwei Vibes,VRT,Garsi,Centurion,,Leather Jacket,Grey Day,APS,,1.5273704789833826
2206,vogu #2206,,10,Navy,Kouwei,Core,Core,ISO,Industrial Sensor,Sticker,,Leather Jacket,Grey Day,Infrared,,1.5273704789833826
2208,vogu #2208,,9,Neptune,Core,Kouwei,,VRT,Strobe,,Patrician,BDVXP,Purple Gradient,Core,,1.5273704789833826
2213,vogu #2213,,10,34 Tauri,Centurion,Core,Acoustic Array,Vandalized,Industrial Sensor,Sticker,,Tracksuit,Green Gradient,Core,,1.5273704789833826
2215,vogu #2215,,8,Titan,Core,Core,,Patrician,Transmission,Inhaler,,Puff Jacket,Grey Gradient,,,1.5273704789833826
2217,vogu #2217,,9,Cotton Candy,Core,Core,,Vandalized,Emoji,V-THC,,Wind Breaker,Pink Gradient,Centurion,,1.5273704789833826
2222,vogu #2222,,11,Snake,Core,Patrician,Ongo,Echelon-3,Industrial Sensor,Inhaler,,Leather Jacket,Orange Gradient,Core,Ante,1.5273704789833826
2227,vogu #2227,,10,Titan,Kouwei,Core,Core,VRT,Garsi,Extended Release,,TUX,Grey Gradient,Centurion,,1.5273704789833826
223,vogu #223,,10,Navy,Core,Runtime Meter,Rabbit,Recon,Industrial Sensor,Inhaler,,Core,Orange Gradient,Infrared,,1.5273704789833826
2231,vogu #2231,,10,Nebula Red,Centurion,Core,Ongo,Core,,Kouwei,,PBJ,Grey Gradient,APS,Zen,1.5273704789833826
2236,vogu #2236,,9,Grape,Patrician,Core,,Core,Industrial Sensor,Inhaler,Bypass,Leather Jacket,Pink Gradient,,,1.5273704789833826
2248,vogu #2248,,9,Wrath,EMP Shields,Kouwei,,Centurion,Industrial Sensor,Offender,,Core,Green Gradient,Core,,1.5273704789833826
2257,vogu #2257,,9,Titan,Core,Core,,Kouwei,,Sticker,,Centurion,Blue Gradient,Infrared,Beverage,1.5273704789833826
2260,vogu #2260,,8,34 Tauri,Core,Core,Ongo,Centurion,,Offender,,Leather Jacket,Green Gradient,,,1.5273704789833826
2261,vogu #2261,,10,Grape,Small Cell,Core,Ongo,ISO,Emoji,Kouwei,,Wind Breaker,Green Gradient,Core,,1.5273704789833826
2263,vogu #2263,,8,Navy,Core,Core,Acoustic Array,EMO-LED,,,,Wind Breaker,Orange Gradient,Infrared,,1.5273704789833826
2265,vogu #2265,,9,Grape,Core,Ongo,Kouwei,Core,Transmission,Offender,,Wind Breaker,Pink Gradient,,,1.5273704789833826
2282,vogu #2282,,8,Nova Blue,Patrician,Core,,EMO-LED,,V-THC,,Super Puff,Pink Gradient,Core,,1.5273704789833826
2294,vogu #2294,,11,Titan,Core,Kouwei,Patrician,VRT,Centurion,Extended Release,Bypass,Core,Grey Gradient,Infrared,,1.5273704789833826
2298,vogu #2298,,9,34 Tauri,Core,Core,,VRT,Emoji,Inhaler,,Tourist,Blue Gradient,APS,,1.5273704789833826
23,vogu #23,,9,Titan,Patrician,Centurion,,Recon,Ongo,Extended Release,,Core,Blue Gradient,Core,,1.5273704789833826
2300,vogu #2300,,10,Cotton Candy,Ongo,Core,Core,Centurion,Industrial Sensor,Patrician,,Monk,Pink Gradient,APS,,1.5273704789833826
2317,vogu #2317,,9,Echelon Grey,Extended Range,Core,,Recon,Emoji,Inhaler,,Leather Jacket,Grey Day,Core,,1.5273704789833826
2321,vogu #2321,,8,Pulsar White,Core,Core,,Graffiti,,Sticker,,Graphic Tee,Blue Gradient,Cat,,1.5273704789833826
2333,vogu #2333,,10,Echelon Grey,Patrician,Core,Core,EMO-LED,,Inhaler,,Wind Breaker,Ethan S. Brewerton,Kouwei,Ante,1.5273704789833826
2340,vogu #2340,,9,Navy,Kouwei,Core,Acoustic Array,Patrician,Garsi,,,Leather Jacket,Pink Gradient,Core,,1.5273704789833826
2343,vogu #2343,,8,Nebula Red,EMP Shields,Core,Kouwei Vibes,EMO-LED,,,,Puff Jacket,Black Graphic,Core,,1.5273704789833826
2353,vogu #2353,,8,Cotton Candy,Kouwei,Core,Core,EMO-LED,,Offender,,Wind Breaker,Pink Gradient,,,1.5273704789833826
2356,vogu #2356,,8,Echelon Grey,Centurion,Runtime Meter,Rabbit,Core,Core,,,Graphic Tee,Black Graphic,,,1.5273704789833826
2359,vogu #2359,,11,34 Tauri,Patrician,Core,Ongo,Core,Industrial Sensor,Inhaler,Formula-V,Puff Jacket,Black Graphic,APS,,1.5273704789833826
2364,vogu #2364,,10,Wrath,Patrician,Core,APS,VRT,Emoji,Centurion,Ally,Core,Green Gradient,,,1.5273704789833826
2368,vogu #2368,,8,Nova Blue,Centurion,Core,Core,Governor,Garsi,,,Wind Breaker,Green Gradient,,,1.5273704789833826
2371,vogu #2371,,9,Pulsar White,Extended Range,Core,Core,Courier,Centurion,Extended Release,,PBJ,Blue Gradient,,,1.5273704789833826
2389,vogu #2389,,10,Pulsar White,EMP Shields,Ongo,Acoustic Array,Vandalized,Core,Offender,,Tracksuit,Green Gradient,Core,,1.5273704789833826
2393,vogu #2393,,9,Echelon Grey,Core,Core,Rabbit,EMO-LED,,Offender,,Wind Breaker,Blue Gradient,APS,,1.5273704789833826
2400,vogu #2400,,10,Cotton Candy,Centurion,Core,Core,Field Agent,Strobe,Extended Release,,Tactical,Grey Day,APS,,1.5273704789833826
2404,vogu #2404,,10,Navy,Small Cell,Kouwei,Core,Centurion,Industrial Sensor,Inhaler,,Wind Breaker,Blue Gradient,Core,,1.5273704789833826
2405,vogu #2405,,8,Titan,Centurion,Core,Core,EMO-LED,,,,Wind Breaker,Grey Gradient,APS,,1.5273704789833826
241,vogu #241,,10,Echelon Grey,Core,Patrician,Core,EMO-LED,,Ongo,Bypass,Kouwei,Grey Gradient,Infrared,,1.5273704789833826
2411,vogu #2411,,9,Neptune,Small Cell,Core,Core,Centurion,Cutter,,,Leather Jacket,Pink Gradient,Rabbit,,1.5273704789833826
2416,vogu #2416,,9,Navy,EMP Shields,Ongo,Core,Core,,Inhaler,,Leather Jacket,Pink Gradient,Centurion,,1.5273704789833826
2417,vogu #2417,,9,Grape,Small Cell,Core,,Core,Industrial Sensor,Kouwei,,Centurion,Blue Gradient,APS,,1.5273704789833826
2421,vogu #2421,,9,34 Tauri,Kouwei,Core,Acoustic Array,VRT,Garsi,,,Tactical,Blue Gradient,Core,,1.5273704789833826
243,vogu #243,,9,Navy,Core,Ongo,Core,VRT,Cutter,Kouwei,,Tourist,Grey Day,,,1.5273704789833826
2443,vogu #2443,,9,Navy,Kouwei,Core,Core,Patrician,Industrial Sensor,Inhaler,,Monk,Orange Gradient,,,1.5273704789833826
2444,vogu #2444,,8,Grape,Core,Runtime Meter,Core,Jack,Emoji,,,Ongo,Orange Gradient,,,1.5273704789833826
2452,vogu #2452,,11,Nebula Red,Small Cell,Core,Core,Recon,Emoji,Offender,Bypass,BDVXP,Purple Gradient,Kouwei,,1.5273704789833826
2465,vogu #2465,,10,Echelon Grey,Patrician,Core,Core,VRT,Garsi,Extended Release,,Puff Jacket,Grey Gradient,Kouwei,,1.5273704789833826
2471,vogu #2471,,10,Titan,Core,Core,Kouwei Vibes,VRT,Industrial Sensor,,,Tourist,Grey Gradient,Rabbit,Boba,1.5273704789833826
2475,vogu #2475,,10,Echelon Grey,Core,Ongo,Core,Centurion,Echelon-3,Inhaler,,Puff Jacket,Orange Gradient,Cat,,1.5273704789833826
248,vogu #248,,10,Cotton Candy,Kouwei,Ongo,Core,Centurion,Emoji,Inhaler,,TUX,Pink Gradient,Core,,1.5273704789833826
2480,vogu #2480,,11,Nova Blue,Core,Core,Cat,Centurion,Ongo,Extended Release, USB V.0,Puff Jacket,Green Gradient,Kouwei,,1.5273704789833826
2485,vogu #2485,,10,Cotton Candy,EMP Shields,Core,Acoustic Array,Centurion,Echelon-3,Kouwei,,Monk,Grey Gradient,Core,,1.5273704789833826
2487,vogu #2487,,9,Grape,Kouwei,Core,Acoustic Array,Vandalized,,Inhaler,,Core,Blue Gradient,Centurion,,1.5273704789833826
250,vogu #250,,10,Wrath,Extended Range,Core,Rabbit,Field Agent,Core,Offender,,Puff Jacket,Black Graphic,Cat,,1.5273704789833826
2513,vogu #2513,,11,Titan,Extended Range,Patrician,Core,Field Agent,Cutter,Inhaler,Kouwei,Centurion,Pink Gradient,Core,,1.5273704789833826
2518,vogu #2518,,10,Snake,Kouwei,Core,Core,Field Agent,Emoji,Extended Release,,Graphic Tee,Orange Gradient,Cat,,1.5273704789833826
2520,vogu #2520,,8,Pulsar White,Extended Range,Core,Core,Ongo,Emoji,,,Leather Jacket,Grey Day,,,1.5273704789833826
2522,vogu #2522,,8,34 Tauri,Core,Core,,VRT,Industrial Sensor,Extended Release,,TUX,Purple Gradient,,,1.5273704789833826
2524,vogu #2524,,10,Titan,Kouwei,Core,,Centurion,Emoji,Offender,,Graphic Tee,Pink Gradient,Core,Boba,1.5273704789833826
253,vogu #253,,9,Grape,Kouwei,Core,Core,VRT,Industrial Sensor,Inhaler,,Tourist,Pink Gradient,,,1.5273704789833826
2547,vogu #2547,,9,34 Tauri,Core,Core,,Recon,Emoji,Inhaler,,Leather Jacket,Blue Gradient,Centurion,,1.5273704789833826
2557,vogu #2557,,9,Navy,Ongo,Core,Core,Patrician,Emoji,Inhaler,,Tourist,Grey Day,,,1.5273704789833826
256,vogu #256,,10,Snake,Kouwei,Core,APS,Vandalized,Centurion,Inhaler,,Tactical,Grey Gradient,Core,,1.5273704789833826
2575,vogu #2575,,9,Snake,Kouwei,Core,Core,VRT,Garsi,Inhaler,,Tactical,Blue Gradient,,,1.5273704789833826
2584,vogu #2584,,8,Nova Blue,Extended Range,Core,,Core,Centurion,Inhaler,,Sergeant,Grey Gradient,,,1.5273704789833826
2597,vogu #2597,,9,Cotton Candy,Core,Patrician,Core,Centurion,Strobe,Extended Release,,BDVXP,Grey Day,,,1.5273704789833826
2604,vogu #2604,,9,Wrath,Centurion,Ongo,Core,Core,Industrial Sensor,Offender,,Wind Breaker,Pink Gradient,,,1.5273704789833826
2617,vogu #2617,,10,Titan,Centurion,Runtime Meter,Core,Ongo,Garsi,Offender,,Core,Orange Gradient,Infrared,,1.5273704789833826
2619,vogu #2619,,9,Grape,Core,Runtime Meter,Core,Ongo,Transmission,Sticker,,Graphic Tee,Blue Gradient,,,1.5273704789833826
2622,vogu #2622,,11,Echelon Grey,Kouwei,Core,Ongo,VRT,Centurion,Extended Release,Patrician,Core,Purple Gradient,Infrared,,1.5273704789833826
2624,vogu #2624,,11,Snake,Core,Ongo,Rabbit,Kouwei,Core,Extended Release,Bypass,Wind Breaker,Grey Day,Infrared,,1.5273704789833826
2633,vogu #2633,,9,Pulsar White,Core,Centurion,Core,VRT,Emoji,V-THC,,BDVXP,Green Gradient,,,1.5273704789833826
264,vogu #264,,11,Cotton Candy,Core,Kouwei,Cat,ISO,Industrial Sensor,Extended Release,,Wind Breaker,Green Gradient,Core,Ponies,1.5273704789833826
2640,vogu #2640,,8,Wrath,Core,Core,,EMO-LED,,Extended Release,,Graphic Tee,Blue Gradient,Infrared,,1.5273704789833826
2654,vogu #2654,,9,Snake,Core,Core,Cat,VRT,Centurion,,,Graphic Tee,Black Graphic,APS,,1.5273704789833826
2674,vogu #2674,,10,Wrath,Extended Range,Core,Ongo,Core,Emoji,Inhaler,,Tactical,Grey Day,Cat,,1.5273704789833826
2675,vogu #2675,,9,Grape,EMP Shields,Core,,Grigori,Centurion,Offender,,Graphic Tee,Orange Gradient,Core,,1.5273704789833826
2676,vogu #2676,,9,Pulsar White,Kouwei,Runtime Meter,Centurion,Core,Core,Offender,,Captain,Pink Gradient,,,1.5273704789833826
2679,vogu #2679,,9,Wrath,Core,Core,,VRT,Cutter,Inhaler,,Centurion,Orange Gradient,Kouwei,,1.5273704789833826
2682,vogu #2682,,10,Snake,Centurion,Runtime Meter,Core,Recon,Garsi,Offender,,Core,Pink Gradient,APS,,1.5273704789833826
2686,vogu #2686,,8,Titan,Core,Core,Rabbit,EMO-LED,,Inhaler,,Graphic Tee,Blue Gradient,,,1.5273704789833826
269,vogu #269,,11,Nebula Red,Extended Range,Centurion,Core,VRT,Strobe,Offender,Core,Tactical,Orange Gradient,Ongo,,1.5273704789833826
2698,vogu #2698,,10,Nova Blue,Core,Kouwei,Rabbit,VRT,Emoji,Extended Release,,Centurion,Blue Gradient,Core,,1.5273704789833826
27,vogu #27,,8,Snake,Core,Core,,Recon,Garsi,Inhaler,,Leather Jacket,Grey Gradient,,,1.5273704789833826
2710,vogu #2710,,10,Grape,Centurion,Patrician,Core,VRT,Industrial Sensor,Core,,Leather Jacket,Black Graphic,Rabbit,,1.5273704789833826
2718,vogu #2718,,9,Grape,Core,Core,,Field Agent,Industrial Sensor,Kouwei,,Tracksuit,Black Graphic,Ongo,,1.5273704789833826
2721,vogu #2721,,10,Nova Blue,Core,Runtime Meter,Ongo,ISO,Patrician,Inhaler,,Super Puff,Black Graphic,Core,,1.5273704789833826
2726,vogu #2726,,10,Nova Blue,Centurion,Core,Kouwei,Core,Emoji,Offender,,Tracksuit,Green Gradient,APS,,1.5273704789833826
2729,vogu #2729,,9,Cotton Candy,Kouwei,Core,Core,Jack,,,Patrician,Kimono,Pink Gradient,Centurion,,1.5273704789833826
2750,vogu #2750,,10,Echelon Grey,Kouwei,Core,Core,Tri-Focal ACS,Centurion,Inhaler,,PBJ,Green Gradient,Rabbit,,1.5273704789833826
2760,vogu #2760,,8,Navy,Centurion,Core,Core,VRT,Emoji,,,Tracksuit,Green Gradient,,,1.5273704789833826
2763,vogu #2763,,9,Wrath,EMP Shields,Core,,Field Agent,Industrial Sensor,Extended Release,,Graphic Tee,Orange Gradient,Core,,1.5273704789833826
2764,vogu #2764,,10,Nebula Red,Kouwei,Core,Centurion,EMO-LED,,V-THC,,TUX,Grey Gradient,Core,Zen,1.5273704789833826
2767,vogu #2767,,10,34 Tauri,Small Cell,Core,Core,Kouwei,Industrial Sensor,Extended Release,,Tracksuit,Grey Day,Infrared,,1.5273704789833826
2770,vogu #2770,,11,Titan,Patrician,Core,Centurion,VRT,Core,Inhaler,Bypass,BDVXP,Blue Gradient,Kouwei,,1.5273704789833826
2797,vogu #2797,,8,Wrath,Core,Centurion,Core,VRT,Kouwei,,,Leather Jacket,Black Graphic,,,1.5273704789833826
2803,vogu #2803,,9,Pulsar White,Small Cell,Core,,ISO,Emoji,Inhaler,,Puff Jacket,Green Gradient,Core,,1.5273704789833826
2808,vogu #2808,,10,Neptune,Small Cell,Ongo,Kouwei,Core,Centurion,Sticker,,Wind Breaker,Orange Gradient,Core,,1.5273704789833826
2815,vogu #2815,,7,Nova Blue,Core,Core,,EMO-LED,,Inhaler,,Leather Jacket,Green Gradient,,,1.5273704789833826
2820,vogu #2820,,9,Nebula Red,Kouwei,Ongo,,Core,Range Finder,Inhaler,,Tactical,Black Graphic,Core,,1.5273704789833826
2821,vogu #2821,,11,Nova Blue,Small Cell,Core,Acoustic Array,Core,Transmission,Inhaler,Vogu,Kimono,Pink Gradient,Kouwei,,1.5273704789833826
283,vogu #283,,10,Neptune,Patrician,Runtime Meter,Rabbit,VRT,Centurion,Core,,Graphic Tee,Green Gradient,Core,,1.5273704789833826
2839,vogu #2839,,9,Navy,Patrician,Core,Ongo,Centurion,Industrial Sensor,,,Kouwei,Grey Gradient,Core,,1.5273704789833826
2846,vogu #2846,,12,Titan,Core,Patrician,Cat,Core,Industrial Sensor,Sticker,Bypass,Tracksuit,Orange Gradient,Kouwei,Boba,1.5273704789833826
2857,vogu #2857,,9,34 Tauri,Kouwei,Ongo,,Core,Centurion,Core,,Leather Jacket,Grey Gradient,Infrared,,1.5273704789833826
2860,vogu #2860,,8,Wrath,Core,Centurion,,Kouwei,Industrial Sensor,,,PBJ,Pink Gradient,Core,,1.5273704789833826
2864,vogu #2864,,10,Wrath,Kouwei,Runtime Meter,Ongo,Core,Emoji,Core,,Soldier,Orange Gradient,Centurion,,1.5273704789833826
2870,vogu #2870,,10,Snake,Extended Range,Core,Core,VRT,Trinity,Inhaler,,Patrician,Orange Gradient,,Gadget,1.5273704789833826
2882,vogu #2882,,9,Echelon Grey,Extended Range,Ongo,Core,VRT,Strobe,Inhaler,,Core,Orange Gradient,,,1.5273704789833826
2884,vogu #2884,,10,Navy,Patrician,Runtime Meter,Core,VRT,Emoji,Inhaler,,Leather Jacket,Blue Gradient,Core,,1.5273704789833826
2887,vogu #2887,,9,Echelon Grey,Core,Core,,VRT,Emoji,Offender,,Tactical,Grey Day,Infrared,,1.5273704789833826
2905,vogu #2905,,10,Grape,Centurion,Core,Ongo,Core,Emoji,Inhaler,,Tracksuit,Black Graphic,Kouwei,,1.5273704789833826
2908,vogu #2908,,7,34 Tauri,Kouwei,Core,Core,EMO-LED,,,,Graphic Tee,Blue Gradient,,,1.5273704789833826
2912,vogu #2912,,9,Cotton Candy,Core,Core,Acoustic Array,Recon,Echelon-3,Inhaler,,Wind Breaker,Grey Gradient,,,1.5273704789833826
2924,vogu #2924,,8,Neptune,Core,Core,,Governor,Strobe,Kouwei,,Wind Breaker,Orange Gradient,,,1.5273704789833826
2931,vogu #2931,,9,Pulsar White,Core,Core,APS,EMO-LED,,Kouwei,,BDVXP,Blue Gradient,Infrared,,1.5273704789833826
2941,vogu #2941,,11,Navy,Core,Patrician,Core,Kouwei,Strobe,Inhaler,Faction,Tracksuit,Black Graphic,APS,,1.5273704789833826
2945,vogu #2945,,9,Wrath,Core,Core,Kouwei Vibes,VRT,Emoji,Ongo,,Leather Jacket,Black Graphic,,,1.5273704789833826
2946,vogu #2946,,10,Cotton Candy,EMP Shields,Core,Centurion,Kouwei,Emoji,,Faction,Core,Orange Gradient,APS,,1.5273704789833826
2948,vogu #2948,,9,Nebula Red,Centurion,Core,,EMO-LED,,Inhaler,Ally,Puff Jacket,Grey Gradient,Core,,1.5273704789833826
295,vogu #295,,9,Navy,Patrician,Core,Centurion,Vandalized,Garsi,,,Graphic Tee,Pink Gradient,Core,,1.5273704789833826
2967,vogu #2967,,8,Nova Blue,Core,Kouwei,,Core,Garsi,Extended Release,,Wind Breaker,Grey Gradient,,,1.5273704789833826
2968,vogu #2968,,10,Wrath,Patrician,Core,Core,Recon,Garsi,Ongo,,Wind Breaker,Green Gradient,Rabbit,,1.5273704789833826
297,vogu #297,,9,Nova Blue,Core,Ongo,Core,Grigori,Industrial Sensor,Sticker,,Leather Jacket,Pink Gradient,,,1.5273704789833826
2972,vogu #2972,,9,34 Tauri,Core,Core,,Centurion,Industrial Sensor,Inhaler,Bypass,Puff Jacket,Green Gradient,,,1.5273704789833826
2973,vogu #2973,,9,Neptune,Core,Core,Centurion,EMO-LED,,Inhaler,Vogu,Graphic Tee,Black Graphic,,,1.5273704789833826
2982,vogu #2982,,9,Grape,Kouwei,Core,,Vandalized,Emoji,Inhaler,,PBJ,Pink Gradient,Core,,1.5273704789833826
2990,vogu #2990,,9,Nebula Red,Patrician,Runtime Meter,Centurion,Core,Core,Inhaler,,Wind Breaker,Purple Gradient,,,1.5273704789833826
2991,vogu #2991,,9,Echelon Grey,Centurion,Core,Core,Recon,Emoji,Inhaler,,Puff Jacket,Pink Gradient,,,1.5273704789833826
2994,vogu #2994,,10,Titan,Extended Range,Core,Core,Centurion,Industrial Sensor,Kouwei,,BDVXP,Blue Gradient,Cat,,1.5273704789833826
30,vogu #30,,11,Echelon Grey,EMP Shields,Core,Core,VRT,Industrial Sensor,Extended Release,Kouwei,Super Puff,Grey Gradient,Cat,,1.5273704789833826
3008,vogu #3008,,8,Cotton Candy,Kouwei,Core,Core,Jack,Garsi,,,Kimono,Purple Gradient,,,1.5273704789833826
3019,vogu #3019,,9,Pulsar White,Ongo,Centurion,,Core,Garsi,Inhaler,Core,Kimono,Grey Gradient,,,1.5273704789833826
3024,vogu #3024,,10,Nebula Red,Kouwei,Core,Ongo,Centurion,Range Finder,Patrician,,BDVXP,Grey Gradient,Core,,1.5273704789833826
3025,vogu #3025,,10,Wrath,Centurion,Runtime Meter,Core,Grigori,Strobe,Offender,,Leather Jacket,Purple Gradient,Core,,1.5273704789833826
303,vogu #303,,9,Nova Blue,Core,Core,Acoustic Array,Patrician,Industrial Sensor,Inhaler,,Tactical,Purple Gradient,,,1.5273704789833826
3042,vogu #3042,,11,Titan,Ongo,Core,Acoustic Array,Core,Centurion,Inhaler,Formula-V,Tracksuit,Black Graphic,Kouwei,,1.5273704789833826
3053,vogu #3053,,11,Titan,Extended Range,Centurion,Ongo,Recon,Core,Sticker,Bypass,Tracksuit,Blue Gradient,Core,,1.5273704789833826
3054,vogu #3054,,9,Nebula Red,Ongo,Core,Core,Echelon-3,Cutter,Extended Release,,Kouwei,Black Graphic,,,1.5273704789833826
3057,vogu #3057,,10,Neptune,EMP Shields,Core,Acoustic Array,Field Agent,Strobe,Inhaler,,Graphic Tee,Black Graphic,Core,,1.5273704789833826
3064,vogu #3064,,11,Nebula Red,EMP Shields,Kouwei,Core,Recon,Centurion,Offender,Faction,Monk,Purple Gradient,Core,,1.5273704789833826
3071,vogu #3071,,9,Echelon Grey,Core,Centurion,,Core,Patrician,Kouwei,Formula-V,Captain,Grey Day,,,1.5273704789833826
3074,vogu #3074,,10,Echelon Grey,Core,Core,,ISO,Emoji,Inhaler,Kouwei,Graphic Tee,Green Gradient,APS,,1.5273704789833826
3084,vogu #3084,,8,Nebula Red,Extended Range,Core,,Core,Industrial Sensor,,,Tactical,Green Gradient,Centurion,,1.5273704789833826
3090,vogu #3090,,8,Navy,Core,Core,,Kouwei,Emoji,Ongo,,Graphic Tee,Blue Gradient,,,1.5273704789833826
3091,vogu #3091,,9,Nebula Red,Core,Centurion,Kouwei,Vandalized,Range Finder,,,Tracksuit,Grey Gradient,Core,,1.5273704789833826
3092,vogu #3092,,8,Navy,Centurion,Core,,Governor,Garsi,,,Leather Jacket,Pink Gradient,Core,,1.5273704789833826
3099,vogu #3099,,9,Cotton Candy,Kouwei,Runtime Meter,,Centurion,Strobe,Inhaler,Core,Core,Grey Gradient,,,1.5273704789833826
