TOKEN_ID,TOKEN_NAME,Background,Bust,Head,Helmet,BustCover,Eyes,BaseDetail,Detail,EyesAccessory
318,Angry Ape #0318,bg 66,neon green bust,head green bleached,,,,,,
319,Angry Ape #0319,bg 41,purple blue bust,head pink bleached,,suspenders dust,eyes glow red,,cigarette,
320,Angry Ape #0320,bg 30,mixed camo bust,head triangle white,,,eyes red,,,
321,Angry Ape #0321,bg 66,yellow blue bust,head white hand,,,eyes glow yellow,terminator skull right,,
322,Angry Ape #0322,bg 12,invert blue bust,head bloody priest,,,,,,
323,Angry Ape #0323,bg 8,neon green bust,head og,devil horns red,,,,,
324,Angry Ape #0324,bg 17,aboriginal general bust,head snow blue bleached,,,,,,
325,Angry Ape #0325,bg 12,metropolitan bust,head yellow og skin,,,eyes glow red,,,
326,Angry Ape #0326,bg 45,orange bust,head magenta og,bandana yellow,,,,,
327,Angry Ape #0327,bg 21,yellow bust,head og,,mad suspenders natural,,,,
328,Angry Ape #0328,bg 51,yellow bust,head purple purple,devil horns black,mad double shoulder spike,,,,
329,Angry Ape #0329,bg 16,yellow bust,head green red,bandana white,karate black,eyes scar,,,
330,Angry Ape #0330,bg 11,original bust,head seaweed vapor,bandana yellow,mad left shoulder leather red,eyes magenta,,,eyes lightning teal
331,Angry Ape #0331,bg 39,blue orange bust,head white washed,roman helmet,sci fi soldier dust,,,,
332,Angry Ape #0332,bg 11,aboriginal dance bust,head blood orange blue,,mad double shoulder spike,,,,
333,Angry Ape #0333,bg 28,original bust,head magenta skin,,,,,,
334,Angry Ape #0334,bg 7,yellow bust,head og,chinese soldier,,,,,patch
335,Angry Ape #0335,bg 19,yellow bust,head striped teal orange,demon mask jaw red,mad suspenders natural,,,earrings horns,
336,Angry Ape #0336,bg 65,aboriginal general bust,head triangle white,,,,,,
337,Angry Ape #0337,bg 7,orange bust,head og,horns,,,,,
338,Angry Ape #0338,bg 3,magenta bust,head blue vapor,,,,,,
339,Angry Ape #0339,bg 16,two face bust,head checkered red orange,,assym belt brown,eyes glow lime,,,
340,Angry Ape #0340,bg 13,orange bust,head dark blue,jello green,,,,,
341,Angry Ape #0341,bg 13,magenta bust,head light orange vapor,,mad left shoulder spike,,,,
342,Angry Ape #0342,bg 28,neon sherbert bust,head neon orange og,,suspenders dust,eyes magenta dizzy,,,
343,Angry Ape #0343,bg 37,original bust,head sherbert bust,hellboy blue horns,,,,,
344,Angry Ape #0344,bg 15,orange bust,head og,,sci fi soldier dust,,,,
345,Angry Ape #0345,bg 14,orange bust,head neon pink yellow skin,demon mask troll red,,,headband black,,
346,Angry Ape #0346,bg 39,yellow bust,head white dark,,,,,,
347,Angry Ape #0347,bg 10,purple blue bust,head neon pink yellow skin,,bullet vest camo,,,,
348,Angry Ape #0348,bg 64,original bust,head og,devil horns black,,,,,
349,Angry Ape #0349,bg 26,metropolitan bust,head blue bleached,,bullet vest camo,eyes magenta dizzy,,,
350,Angry Ape #0350,bg 54,invert green bust,head purple skin,space suit,,,,,
351,Angry Ape #0351,bg 41,orange bust,head neon teal vapor,,,eyes happy,terminator left side mouth,,
352,Angry Ape #0352,bg 14,original bust,head blue desat,,mad suspenders black,,,,
353,Angry Ape #0353,bg 39,checkered black white bust,head neon pink og,,,,,,
354,Angry Ape #0354,bg 33,invert black bust,head pink bleached,,,,,,
355,Angry Ape #0355,bg 5,original bust,head green red,,,,,,
356,Angry Ape #0356,bg 63,original bust,head blue tribe,sith lord 6 horns red,mad suspenders black,,,,
357,Angry Ape #0357,bg 49,neon sherbert bust,head green magenta,,,,,,
358,Angry Ape #0358,bg 3,blue white stripe bust,head checkered green sage,,,,,,
359,Angry Ape #0359,bg 16,original bust,head sherbert bust,,suspenders black,,,,
360,Angry Ape #0360,bg 2,yellow bust,head og,,,,,,
361,Angry Ape #0361,bg 20,original bust,head triangle red,skull mask red,mad double shoulder spike,,,,
362,Angry Ape #0362,bg 15,blue goth bust,head og,,mad double shoulder leather brown,,,scar head,
363,Angry Ape #0363,bg 65,invert blue bust,head neon orange og,,,eyes glow red,,,
364,Angry Ape #0364,bg 57,white yellow bust,head pink vapor,medival soldier helmet,,,,,
365,Angry Ape #0365,bg 40,original bust,head black contrast,,warrior runt grey,,,,
366,Angry Ape #0366,bg 30,mixed pink blue bust,head snow blue bleached,cyber helmet yellow,,,,,
367,Angry Ape #0367,bg 8,psyche bust,head blood orange blue,cyber helmet yellow,,,,,patch x
368,Angry Ape #0368,bg 64,metropolitan bust,head green red,scifi orange antennae shield,,eyes magenta dizzy,AAA naruto,,
369,Angry Ape #0369,bg 21,invert faded bust,head yellow teal skin,sith lord 6 horns red,,,,,
370,Angry Ape #0370,bg 7,aboriginal soldier bust,head striped yellow blue,,shirt blue,eyes glow blue,,,
371,Angry Ape #0371,bg 41,mixed pink blue bust,head striped light blue dark blue,sith lord 4 horns blue,suspenders black,,,nose ring,
372,Angry Ape #0372,bg 11,sherbert bust,head red skin,medival soldier helmet,,,,nose horns,
373,Angry Ape #0373,bg 5,purple blue bust,head yellow orange skin,medival soldier helmet,bullet vest camo,,,,
374,Angry Ape #0374,bg 14,blue goth bust,head magenta bleached,,,,,,
375,Angry Ape #0375,bg 34,purple blue bust,head green magenta,cyber helmet orange,,,,,
376,Angry Ape #0376,bg 52,orange bust,head striped blue orange,samurai soldier helmet,,eyes glow blue,,,
377,Angry Ape #0377,bg 57,white yellow bust,head neon green skin,sith lord 4 horns blue,,,,,
378,Angry Ape #0378,bg 65,neon green bust,head bloody warrior,,,eyes glow magenta,,,
379,Angry Ape #0379,bg 53,orange bust,head bloody shaman,,,,,,
380,Angry Ape #0380,bg 27,neon green bust,head purple skin,,,,,,
381,Angry Ape #0381,bg 62,magenta bust,head blue vapor,,,,,,
382,Angry Ape #0382,bg 17,invert black bust,head metropolitan,demon mask troll white,mad double shoulder leather brown,,,small piercings,
383,Angry Ape #0383,bg 39,original bust,head og,hellboy red horns,,,,,
384,Angry Ape #0384,bg 4,death bust,head og,skull mask,suspenders green,,,,
385,Angry Ape #0385,bg 30,magenta bust,head neon pink yellow skin,elk horns yellow,,eyes glow yellow,,,
386,Angry Ape #0386,bg 59,yellow bust,head green magenta,bandana yellow,,eyes happy,,,
387,Angry Ape #0387,bg 41,invert black bust,head og,devil horns black,,,,,
388,Angry Ape #0388,bg 42,psyche bust,head neon pink yellow skin,,bullet vest camo,,,,
389,Angry Ape #0389,bg 67,neon sherbert bust,head og,,,,,,patch x
390,Angry Ape #0390,bg 39,original bust,head og,,bullet vest camo,,,small piercings,
391,Angry Ape #0391,bg 38,invert blue bust,head black desat,head mech right side,warrior runt red,,,,
392,Angry Ape #0392,bg 60,yellow bust,head checkered red pink,,,,,,
393,Angry Ape #0393,bg 63,yellow bust,head og,scifi blue antennae shield,mad max armor,,,,
394,Angry Ape #0394,bg 47,white yellow bust,head white washed,,,,,,
395,Angry Ape #0395,bg 33,original bust,head og,hellboy red horns,shirt blue,,,,
396,Angry Ape #0396,bg 63,original bust,head white vapor,,shirt red,,,,
397,Angry Ape #0397,bg 34,aboriginal dance bust,head striped white magenta,,shoulder guard copper,,,,
398,Angry Ape #0398,bg 40,neon green bust,head orange rainbow vapor,,sci fi soldier dust,,,,
399,Angry Ape #0399,bg 61,original bust,head black desat,devil horns red,,eyes scar,,,
400,Angry Ape #0400,bg 51,purple blue bust,head striped white magenta,hellboy blue horns,,eyes glow red,,,
401,Angry Ape #0401,bg 45,white red bust,head og,,,,,,
402,Angry Ape #0402,bg 26,invert blue bust,head orange wave skin,,mad suspenders black,,,,
403,Angry Ape #0403,bg 8,yellow bust,head og,,mad left shoulder spike,,,,
404,Angry Ape #0404,bg 6,rainbow pop bust,head purple skin,,,,,,
405,Angry Ape #0405,bg 13,neon green bust,head green camo skin,mongol mohawk helmet,,,,,
406,Angry Ape #0406,bg 7,yellow bust,head electric blue vapor,head mech right side,japanese soldier armor,,,,
407,Angry Ape #0407,bg 28,original bust,head striped blue green,,,,,,
408,Angry Ape #0408,bg 6,aboriginal soldier bust,head sage vapor,,,,AAA headband blue,,
409,Angry Ape #0409,bg 46,magenta bust,head neon pink blue skin,,,,,,
410,Angry Ape #0410,bg 6,blue orange bust,head checkered red blue,,,,,,
411,Angry Ape #0411,bg 42,neon sherbert bust,head og,,,eyes glow red,,,
412,Angry Ape #0412,bg 3,original bust,head blue tribe,,,,terminator skull left,,
413,Angry Ape #0413,bg 66,original bust,head blood orange blue,bandana yellow,,,,,
414,Angry Ape #0414,bg 1,mixed pink blue bust,head black warrior,medival soldier helmet,bullet vest camo,eyes glow red,,,
415,Angry Ape #0415,bg 57,two face bust 2,head green magenta,hellboy blue horns,,,terminator skull left,,
416,Angry Ape #0416,bg 20,original bust,head white priest,demon mask jaw red,mad double shoulder leather brown,,,,
417,Angry Ape #0417,bg 29,blue magenta bust,head white red,,,eyes glow yellow,,,
418,Angry Ape #0418,bg 14,goth bust,head rainbow pop,jello blue,mad left shoulder spike,eyes magenta,,nose bone,
419,Angry Ape #0419,bg 9,original bust,head triangle white,,,,,,
420,Angry Ape #0420,bg 51,purple blue bust,head striped white purple,sith lord 6 horns red,sci fi soldier orange,,,,
421,Angry Ape #0421,bg 61,mixed camo bust,head green og,mongol mohawk helmet,shirt teal,,,,
422,Angry Ape #0422,bg 27,yellow bust,head checkered sage white,,,,,,
423,Angry Ape #0423,bg 29,death bust,head hyper yellow,sith lord 6 horns red,,eyes glow magenta,,,
424,Angry Ape #0424,bg 36,yellow bust,head sage vapor,scifi blue antennae mask,karate black,,,,
425,Angry Ape #0425,bg 26,two face bust,head blue pink vapor,hellboy red horns,shoulder guard metal,,,,
426,Angry Ape #0426,bg 13,neon sherbert bust,head magenta bleached,cyber helmet orange,warrior runt red,,,,
427,Angry Ape #0427,bg 19,orange bust,head white dark,,shoulder guard metal,,,,
428,Angry Ape #0428,bg 6,original bust,head checkered red orange,,,,terminator right side mouth,,
429,Angry Ape #0429,bg 38,yellow blue bust,head green blue,,,,,nose ring,
430,Angry Ape #0430,bg 67,neon green bust,head sage vapor,hellboy blue horns,japanese soldier armor,,,,
431,Angry Ape #0431,bg 3,yellow bust,head bloody warrior,sith lord 6 horns red,sci fi soldier orange,eyes glow red,,,
432,Angry Ape #0432,bg 42,mixed camo bust,head hyper teal,,,,,,
433,Angry Ape #0433,bg 11,orange bust,head og,jello orange,assym belt black,,,,
434,Angry Ape #0434,bg 62,original bust,head og,WW1 helmet,,,,,
435,Angry Ape #0435,bg 63,blue orange bust,head yellow orange skin,skull mask red,mad rambo,,,,
436,Angry Ape #0436,bg 37,original bust,head checkered black white,cyber helmet orange,,,,,
437,Angry Ape #0437,bg 13,orange bust,head triangle red,hellboy blue horns,,,,,
438,Angry Ape #0438,bg 49,orange bust,head purple skin,,warrior runt brown,,,,
439,Angry Ape #0439,bg 7,neon green bust,head og,sith lord 6 horns magenta,,,,,
440,Angry Ape #0440,bg 52,green stripe bust,head og,head mech left side,stripe shirt freddy,eyes glow yellow,,,
441,Angry Ape #0441,bg 35,metropolitan bust,head yellow orange skin,hellboy blue horns,stripe shirt paris,,,,
442,Angry Ape #0442,bg 29,yellow bust,head hyper orange,,sci fi soldier dust,eyes glow blue,,,
443,Angry Ape #0443,bg 59,psyche bust,head neon pink og,greek helmet,mongol red soldier,,,,
444,Angry Ape #0444,bg 66,orange bust,head red skin,hellboy red horns,,,,,
445,Angry Ape #0445,bg 4,original bust,head checkered red magenta,,,,,small piercings,
446,Angry Ape #0446,bg 4,invert green bust,head green blue,gas mask_02,bullet vest camo,eyes red,,,
447,Angry Ape #0447,bg 14,metropolitan bust,head magenta bleached,cyber helmet alpha,dune suit scarf,,,,
448,Angry Ape #0448,bg 19,sherbert bust,head hyper orange,jello orange,bullet vest camo,eyes happy,,,
449,Angry Ape #0449,bg 49,white magenta bust,head light blue vapor,skull mask,shirt mustard,,,,
450,Angry Ape #0450,bg 48,metropolitan bust,head checkered red green,hellboy red horns,,,,,patch happy face
451,Angry Ape #0451,bg 33,invert faded bust,head black contrast,sith lord 6 horns magenta,mad steel vest,,,cigarette,
452,Angry Ape #0452,bg 26,amazon bust,head pink bleached,,,,,nose bone,
453,Angry Ape #0453,bg 57,yellow blue bust,head bloody shaman,samurai soldier helmet,,,,,
454,Angry Ape #0454,bg 62,yellow bust,head dark blue,,,,,,
455,Angry Ape #0455,bg 2,magenta bust,head neon pink blue skin,,mad suspenders natural,,,,
456,Angry Ape #0456,bg 49,magenta bust,head hyper orange,devil horns red,suspenders black,,,,
457,Angry Ape #0457,bg 35,invert hyper green bust,head purple skin,scifi white antennae,,eyes happy,,,
458,Angry Ape #0458,bg 57,invert black bust,head neon green skin,,,eyes happy,,,
459,Angry Ape #0459,bg 47,white red bust,head og,,mad left shoulder leather red,,headband black,,eyes lightning green
460,Angry Ape #0460,bg 23,white red bust,head yellow orange skin,,,eyes magenta,,,
461,Angry Ape #0461,bg 30,aboriginal soldier bust,head 3 orange,,karate black,,,nose ring,
462,Angry Ape #0462,bg 49,original bust,head og,,,,,,
463,Angry Ape #0463,bg 59,white yellow bust,head pink bleached,mongol mohawk helmet,mad max armor,,,,
464,Angry Ape #0464,bg 64,invert black bust,head orange wave skin,,chain mail,eyes glow red,,,
465,Angry Ape #0465,bg 50,original bust,head yellow bleached,bandana white,,eyes green,,,patch happy face
466,Angry Ape #0466,bg 46,yellow bust,head green red,,,eyes happy,,,
467,Angry Ape #0467,bg 67,invert blue bust,head bloody warrior,,,eyes red,,,
468,Angry Ape #0468,bg 49,white magenta bust,head white dark,spin hat,stripe shirt freddy,,,,
469,Angry Ape #0469,bg 51,yellow blue bust,head green bleached,hellboy red horns,,,,,
470,Angry Ape #0470,bg 30,aboriginal shaman bust,head green red,,,eyes glow red,terminator left side mouth,,
471,Angry Ape #0471,bg 5,original bust,head neon green skin,,bullet vest camo,,,,
472,Angry Ape #0472,bg 24,death bust,head circle tribe,,,,,,
473,Angry Ape #0473,bg 42,yellow bust,head green og,hellboy red horns,warrior runt brown,eyes magenta,,,
474,Angry Ape #0474,bg 12,original bust,head checkered sage white,,warrior runt grey,,,,eyes lightning teal
475,Angry Ape #0475,bg 68,original bust,head yellow orange skin,,stripe shirt freddy,,,,eyes lightning blue
476,Angry Ape #0476,bg 20,magenta bust,head circle tribe,,,,,nose ring,
477,Angry Ape #0477,bg 59,magenta bust,head white red,,,,,earrings horns,
478,Angry Ape #0478,bg 65,orange bust,head deep blue vapor,headphones red,dune suit,,,,
479,Angry Ape #0479,bg 23,original bust,head neon teal vapor,scifi white antennae,mad double shoulder spike,,,cigarette,
480,Angry Ape #0480,bg 65,original bust,head sage vapor,sith lord 6 horns magenta,,,,,
481,Angry Ape #0481,bg 36,psyche bust,head og,greek helmet,sci fi soldier orange,,,,
482,Angry Ape #0482,bg 12,invert hyper green bust,head teal,headphones blue orange,,,,,
483,Angry Ape #0483,bg 49,sherbert bust,head bloody hand,gas mask,shirt mustard,,,,
484,Angry Ape #0484,bg 65,two face bust 2,head orange rainbow vapor,spin hat,,,,,
485,Angry Ape #0485,bg 45,original bust,head white washed,sith lord 4 horns blue,mad suspenders natural,eyes glow lime,,,patch happy face
486,Angry Ape #0486,bg 15,magenta bust,head yellow og skin,,,,,,
487,Angry Ape #0487,bg 65,orange bust,head checkered orange black,demon mask troll red,,eyes glow green,,,
488,Angry Ape #0488,bg 51,original bust,head green og,jello green,,eyes green,,,
489,Angry Ape #0489,bg 18,teal orange bust,head blue vapor,demon mask troll white,,,,,
490,Angry Ape #0490,bg 8,blue goth bust,head og,,,,,,
491,Angry Ape #0491,bg 1,neon green bust,head green blue,head mech right side,japanese soldier armor,,,,
492,Angry Ape #0492,bg 51,orange bust,head og,WW1 helmet,,,,,
493,Angry Ape #0493,bg 53,neon sherbert bust,head og,hellboy blue horns,,,,,
494,Angry Ape #0494,bg 21,white red bust,head magenta og,cyber helmet blue,bullet vest camo,,,,
495,Angry Ape #0495,bg 67,orange bust,head black warrior,hellboy blue horns,,eyes red,,,
496,Angry Ape #0496,bg 10,original bust,head pink vapor,deer horns,shirt red,,,,
497,Angry Ape #0497,bg 63,orange bust,head checkered sage white,,,eyes glow green,,,
498,Angry Ape #0498,bg 38,invert hyper green bust,head og,,warrior runt brown,eyes glow magenta,,nose ring,
499,Angry Ape #0499,bg 57,yellow bust,head magenta bleached,,,,,,
500,Angry Ape #0500,bg 50,blue goth bust,head yellow orange skin,scifi orange antennae,sci fi soldier dust,eyes glow green,,,
501,Angry Ape #0501,bg 40,original bust,head blue,elk horns red,,,,,
502,Angry Ape #0502,bg 53,teal white stripe bust,head dark blue,,suspenders black,,,,
503,Angry Ape #0503,bg 52,blue goth bust,head 3 orange,cyber helmet orange,karate black,,,,
504,Angry Ape #0504,bg 13,magenta bust,head striped white purple,scifi white shield,dark knight armor,,,,
505,Angry Ape #0505,bg 56,psyche bust,head green magenta,hellboy blue horns,,,,,
506,Angry Ape #0506,bg 16,orange bust,head og,skull mask red,,,,,
507,Angry Ape #0507,bg 7,checkered blue black bust,head checkered red magenta,devil horns red,mongol red soldier,,,,
508,Angry Ape #0508,bg 5,goth bust,head green skin,,mad left shoulder spike,,,,
509,Angry Ape #0509,bg 11,two face bust,head white yellow,devil horns black,warrior runt brown,eyes green,,,
510,Angry Ape #0510,bg 7,amazon bust,head sherbert bust,,,,,,
511,Angry Ape #0511,bg 8,original bust,head magenta og,horns,,,,,
512,Angry Ape #0512,bg 1,yellow bust,head og,chinese general,,,,,
513,Angry Ape #0513,bg 26,original bust,head striped light blue dark blue,sith lord 6 horns red,bullet vest camo,,,,
514,Angry Ape #0514,bg 37,checkered black white bust,head green red,headphones black,,,,,
515,Angry Ape #0515,bg 27,rainbow pop bust,head yellow vapor,,mad steel vest,,,,
516,Angry Ape #0516,bg 10,invert black bust,head pink bleached,jello orange,,,,,
517,Angry Ape #0517,bg 13,invert green bust,head og,,assym belt black,,,,
518,Angry Ape #0518,bg 41,goth bust,head striped white green,,mongol knight,,,earrings horns,
519,Angry Ape #0519,bg 59,blue white stripe bust,head teal vapor,cyber helmet alpha,,,,,
520,Angry Ape #0520,bg 45,mixed pink blue bust,head light blue vapor,,,,,,
521,Angry Ape #0521,bg 28,purple blue bust,head dark blue,,stripe shirt joker,,,,eyes lightning red
