TOKEN_ID,TOKEN_NAME,animation,hair,face accessory,eyes,earrings,horns,colour scheme,halo,other accessories
247,Imp #247,Look right,Poof,,Blindfold,,Big horns,Cherry Tides,Crown,Button Jacket
248,Imp #248,Look right,Fedora,,Blindfold,Goth earrings,Branch horns 2,Neon Lantern,,Windy scarf
249,Imp #249,Look right,Triple poof,,Normal Eyes,Stripe earrings,Thin horns,Grape lipstick,,Zen hands
250,Imp #250,Float,Parasyte,,Eyelashes,Smiley earrings,Antlers,Cherry Tides,Top void,Monk collar
251,Imp #251,Float,Sapling,Cheek O's,Normal Eyes,,Slick horns,Spearmint sunset,,Scarf
252,Imp #252,Float,Windy hair,Drool,Eyes closed,,Small horns,Spearmint sunset,Fez,Aux Cables
253,Imp #253,Look right,Viking braids,Face stripes,Blindfold,Thick Piercings,Big horns,Neon Juice,,Spraycans
254,Imp #254,Look left,Bandana quiff,Face stripes,Empty eyes,,Thin horns,Neon Juice,,Button Jacket
255,Imp #255,Look left,Punk,,Normal Eyes,Piercings,Big horns,Berry Blossom,UFO,Devil tail
256,Imp #256,Look right,Rasta,,VR,,Small horns,Spearmint sunset,Balloons,Imp Tail
257,Imp #257,Look right,Backwards cap,Ring beard,Eyes closed,Goth earrings,Double horns,Neon Lantern,Love message,
258,Imp #258,Float,Unicorn,Branch nose,Eyes closed,Smiley earrings,Slick horns,Spearmint sunset,,Scroll
259,Imp #259,Look right,Candle,,Eyelashes,Cross earring,Double horns,Grape lipstick,Top void,Moon staff
260,Imp #260,Look left,Rasta,,Eyepatch,Cross earring,Tipped horns,Grape lipstick,Planets,
261,Imp #261,Look left,Short dreads,Tooth,Normal Eyes,,Medium horns,Spearmint sunset,Fez,Small chains
262,Imp #262,Look right,Poof,,Normal Eyes,Diagonal piercings,Small horns,Grape lipstick,Top ghost,Button Jacket
263,Imp #263,Look right,Bowl cut,Specs,Eyelashes,,Small horns,Spearmint sunset,UFO,Axe
264,Imp #264,Look right,Small beanie,War stripes,Normal Eyes,Piercings,Medium horns,Spearmint Cherry,,
265,Imp #265,Float,Tiara,,Eyes closed,Eth earring,Slick horns,Spearmint sunset,,Red tie
266,Imp #266,Look right,,Pencil,Eyelashes,Cyber earrings,Thin horns,Berry Blossom,Planets,Scarf
267,Imp #267,Float,,Moustache,Normal Eyes,Stretcher,Small horns,Spearmint sunset,War flag,Turtleneck
268,Imp #268,Float,Spikes,Tears,Empty eyes,,Split horns,Cherry Tides,,Red tie
269,Imp #269,Look right,T-rex,,VR,Diagonal piercings,Small horns,Spearmint sunset,,Button Jacket
270,Imp #270,Look left,Quiff,Dragon moustache,Eyelashes,Goth earrings,Tipped horns,Grape lipstick,,
271,Imp #271,Look right,Small beanie,Drool,Eyes closed,Stripe earrings,Slick horns,Spearmint Cherry,,Pipe
272,Imp #272,Float,Double poof,Monocle,Eyelashes,Goth earrings,Small horns,Spearmint Cherry,Balloons,Crumpled ciggy
273,Imp #273,Look right,Bandana quiff,Black shades,Normal Eyes,,Thin horns,Angry Flamingo,Balloons,Surrender flag
274,Imp #274,Float,Hood,Lolly stick,Normal Eyes,Diagonal piercings,Thin horns,Spearmint Cherry,,Imp Necklace
275,Imp #275,Look right,Goggles,,Normal Eyes,Two earrings,Medium horns,Spearmint Cherry,Paper plane,Royal mantle
276,Imp #276,Float,Forehead bandaid,Broken glasses,Eyelashes,Antichrist earrings,Medium horns,Spearmint Cherry,,Scroll
277,Imp #277,Look right,Desert hat,Goatee,Eyelashes,,Small horns,Spearmint sunset,,Aux Cables
278,Imp #278,Look right,Hairclips,Popsicle,Normal Eyes,Single earring,Antlers,Neon Saphire,UFO,Peace hand
279,Imp #279,Look right,Wizard cap,Flower,Normal Eyes,Piercings,Branch horns 2,Pink Forest,,
280,Imp #280,Look left,Skater Cap,,Eyepatch,Feather earrings,Small horns,Angry Flamingo,Balloons,Kawaii blocks
281,Imp #281,Float,Double bandana,,Fire pupils,Top Piercings,Big horns,Berry Blossom,Crown,Suit
282,Imp #282,Look left,,Heart pill,Eyelashes,Elf earrings,Slick horns,Spearmint Cherry,,Laces
283,Imp #283,Float,,Straw,Tired,Stripe earrings,Tipped horns,Angry Flamingo,Fez,Monk collar
284,Imp #284,Float,Poof,Goatee,Stubborn eyes,Flower earring,Tipped horns,Spearmint sunset,,Big wings
285,Imp #285,Float,Bowl cut beanie,Broken glasses,Tired,,Slick horns,Spearmint sunset,Paper plane,Sushi
286,Imp #286,Look right,Skater Cap,Heart pill,Normal Eyes,Moon earrings,Thin horns,Grape lipstick,Balloons,Axe
287,Imp #287,Float,,,Normal Eyes,Elf earrings,Small horns,Spearmint sunset,UFO,Spear
288,Imp #288,Look left,Triple poof,Cheek arrow,Normal Eyes,BTC earring,Medium horns,Spearmint sunset,,Suit
289,Imp #289,Look right,Three braids,Specs,Eyelashes,Key earring,Slick horns,Angry Flamingo,Planets,
290,Imp #290,Look right,Short dreads,Cute cheeks,Eyelashes,Eth earring,Thin horns,Neon Lantern,Kid,
291,Imp #291,Look left,Ninja bandana,,Eyelashes,Spike earring,Tipped horns,Angry Flamingo,Top hat,Scroll
292,Imp #292,Float,Hood,Small freckles,Eyes closed,Rose earring,Medium horns,Spearmint sunset,,Decapitated
293,Imp #293,Look right,Frou,Heart pill,Normal Eyes,Cross earring,Antlers,Neon Lantern,Top void,Ciggy
294,Imp #294,Look right,Visor Beanie,Freckles,Yokai eyes,,Split horns,Berry Blossom,,Pipe
295,Imp #295,Float,Bandana quiff,Face bandaid,Normal Eyes,Top Piercings,Small horns,Spearmint Cherry,,Stunt suit
296,Imp #296,Look left,Backwards cap,Long beard,Cyclops,,Big horns,Ethereal Watermelon,,Ice cream
297,Imp #297,Look right,Unicorn,,Panda,Single earring,Double horns,Grape lipstick,Top void,Scarf
298,Imp #298,Float,,Small freckles,Panda,Cross earring,Small horns,Spearmint Cherry,,Laces
299,Imp #299,Look right,Ninja bandana,Long beard,Eyelashes,Eth earring,Spiral horns,Yin Yang,Demon,
300,Imp #300,Look right,Vine crown,Aviator glasses,Fire pupils,,Thin horns,Neon Lantern,Murder of crows,
301,Imp #301,Look right,,Lolly stick,Tired,Elf earrings,Small horns,Spearmint sunset,Fez,Chain
302,Imp #302,Look left,Skater Cap,Facemask,Normal Eyes,Cross earring,Double horns,Pink Forest,,Bell scarf
303,Imp #303,Look left,,War stripes,Eyes closed,Eth earring,Tipped horns,Spearmint Cherry,,Sai
304,Imp #304,Look right,Hood,,Normal Eyes,Single earring,Medium horns,Spearmint Cherry,Paper plane,Captain vest
305,Imp #305,Float,Third eye,Tooth,Tired,,Branch horns,Yin Yang,Murder of crows,Sushi
306,Imp #306,Look right,Poof,,Normal Eyes,Top Piercings,Slick horns,Spearmint Cherry,War flag,Small chains
307,Imp #307,Look left,Small beanie,,Normal Eyes,Flower earring,Thin horns,Angry Flamingo,Rocket,Turtleneck
308,Imp #308,Float,,Cheek triangles,Eyepatch,Single earring,Big horns,Grape lipstick,Rocket,Monk collar
309,Imp #309,Float,Hood,,Stubborn eyes,Single earring,Small horns,Spearmint Cherry,Fez,Hover rings
310,Imp #310,Float,Genie hair,Cute cheeks,Eyelashes,Antichrist earrings,Slick horns,Angry Flamingo,,
311,Imp #311,Float,Quiff,Monocle,Normal Eyes,Ofuda earrings,Medium horns,Angry Flamingo,,Devil tail
312,Imp #312,Look right,Ninja bandana,Aviator glasses,Empty eyes,Piercings,Split horns,Neon Juice,Top ghost,Axe
313,Imp #313,Look right,,Black shades,Normal Eyes,,Small horns,Angry Flamingo,Rocket,Scarf
314,Imp #314,Float,Visor Beanie,Eye dots,Normal Eyes,,Slick horns,Pink Forest,,Bottom void
315,Imp #315,Float,Vine crown,Specs,Eyes closed,Stripe earrings,Medium horns,Spearmint sunset,,Laces
316,Imp #316,Look left,Double poof,Pencil,Eyes closed,Elf earrings,Small horns,Spearmint sunset,,Scroll
317,Imp #317,Float,Hunter hat,Ace of spades,Stubborn eyes,Moon earrings,Medium horns,Pink Forest,,Stunt suit
318,Imp #318,Look left,Tiara,Tears,Eyelashes,Flower earring,Tipped horns,Angry Flamingo,Balloons,
319,Imp #319,Look right,Three braids,,Normal Eyes,Two earrings,Tipped horns,Spearmint sunset,,Red tie
320,Imp #320,Float,Hairclips,,Mascara,Piercings,Spiral horns,Cherry Tides,Floating Flowers,Chain
321,Imp #321,Float,Fisherman beanie,Freckles,Eyelashes,,Small horns,Spearmint Cherry,,Chain
322,Imp #322,Float,Short dreads mesh,Snake tongue,Tired,Rose earring,Small horns,Spearmint sunset,,
323,Imp #323,Float,Double poof,Branch nose,Mascara,Two earrings,Slick horns,Spearmint Cherry,,
324,Imp #324,Float,Six dots,Facemask,Eyelashes,Flower earring,Tipped horns,Pink Forest,Fez,Devil tail
325,Imp #325,Look left,Bandana quiff,,Eyepatch,Elf earrings,Medium horns,Spearmint Cherry,,Hover rings
326,Imp #326,Float,Bucket hat,Freckles,Tired,Ofuda earrings,Thin horns,Spearmint sunset,,
327,Imp #327,Look right,Kitty,Goatee,Yokai eyes,,Thin horns,Grape lipstick,,
328,Imp #328,Look right,Bowl cut beanie,Cute cheeks,Eyes closed,Cross earring,Small horns,Spearmint sunset,,
329,Imp #329,Look right,,War stripes,Normal Eyes,Antichrist earrings,Medium horns,Spearmint sunset,,Imp Tail
330,Imp #330,Float,Cowboy hat,Small freckles,Normal Eyes,Feather earrings,Slick horns,Spearmint sunset,,Aux Cables
331,Imp #331,Look left,Wanderer cut,Goatee,Eyes closed,,Double horns,Pink Forest,Planets,Button Jacket
332,Imp #332,Look right,Skater Cap,Face bandaid,Normal Eyes,,Medium horns,Berry Blossom,Top ghost,Sushi
333,Imp #333,Look left,Short dreads mesh,,Normal Eyes,,Tipped horns,Spearmint sunset,,Big wings
334,Imp #334,Float,Geisha cut,Tooth,Panda,,Small horns,Angry Flamingo,Top void,
335,Imp #335,Float,Visor Beanie,Pencil,Tired,Top Piercings,Slick horns,Pink Forest,,
336,Imp #336,Float,Kitty,Dragon moustache,Normal Eyes,Smiley earrings,Slick horns,Angry Flamingo,,Button Jacket
337,Imp #337,Look left,,Double eyes,Eyelashes,Ofuda earrings,Thin horns,Neon Lantern,,Mime suit
338,Imp #338,Float,L-hand,Nosering,Eyelashes,,Medium horns,Angry Flamingo,Fez,
339,Imp #339,Float,,Face bandaid,Tired,Smiley earrings,Slick horns,Angry Flamingo,,Hover rings
340,Imp #340,Look left,Small beanie,Eye dots,Eyelashes,Moon earrings,Small horns,Spearmint sunset,Balloons,Kawaii blocks
341,Imp #341,Look left,Hood,,Cyclops,,Big horns,Cherry Tides,,Button Jacket
342,Imp #342,Float,Samurai hair,Ring beard,Normal Eyes,Single earring,Branch horns 2,Neon Saphire,Love message,Ice cream
343,Imp #343,Float,Cyborg samurai hair,Fire beard,Eyelashes,Stretcher,Small horns,Spearmint sunset,,
344,Imp #344,Look left,Long curly hair,Lolly stick,Normal Eyes,Cross earring,Medium horns,Grape lipstick,Balloons,Axe
345,Imp #345,Look left,Sapling,Face bandaid,Panda,Moon earrings,Double horns,Berry Blossom,,Aux Cables
346,Imp #346,Float,Genie hair,Broken glasses,Empty eyes,,Thin horns,Ethereal Watermelon,,Turtleneck
347,Imp #347,Float,Visor Beanie,,Eyes closed,Single earring,Split horns,Grape lipstick,Crown,Laces
348,Imp #348,Look right,Bowl cut beanie,Pencil,Normal Eyes,,Tipped horns,Spearmint sunset,,Sushi
349,Imp #349,Look right,Cyberhalo,Black shades,Eyes closed,Goth earrings,Tipped horns,Spearmint Cherry,,Small chains
350,Imp #350,Float,,Small freckles,Normal Eyes,Cyber earrings,Tipped horns,Neon Juice,Rocket,Big white wings
351,Imp #351,Look right,Windy hair,Facemask,Eyelashes,Flower earring,Medium horns,Spearmint sunset,,Tag
352,Imp #352,Float,Visor Beanie,Gas mask,Normal Eyes,Diagonal piercings,Medium horns,Grape lipstick,Top ghost,Laces
353,Imp #353,Float,Double poof,Rose,Eyelashes,,Small horns,Spearmint Cherry,,Chain
354,Imp #354,Float,Small beanie,,Tired,,Thin horns,Angry Flamingo,Planets,Sword
355,Imp #355,Float,,Black shades,Normal Eyes,Cross earring,Small horns,Spearmint sunset,Halo,Hover rings
356,Imp #356,Look right,Bandana,Flower,Eyepatch,,Small horns,Spearmint sunset,Paper plane,Axe
357,Imp #357,Look right,Metrosexual,,Normal Eyes,Spike earring,Tipped horns,Berry Blossom,,Windy scarf
358,Imp #358,Look right,Samurai hair,Moustache,Eyelashes,Single earring,Small horns,Spearmint sunset,,Nunchucks
359,Imp #359,Look left,Quiff,,Eyepatch,Two earrings,Double horns,Grape lipstick,Paper plane,Small wings
360,Imp #360,Look right,,War stripes,Stubborn eyes,Top Piercings,Small horns,Spearmint Cherry,,
361,Imp #361,Look right,Bandana quiff,Round shades,Stubborn eyes,Flower earring,Slick horns,Angry Flamingo,Paper plane,
362,Imp #362,Look right,Dual colored hair,Goatee,Eyelashes,,Small horns,Spearmint Cherry,,Button Jacket
363,Imp #363,Look left,Visor Beanie,Tooth,Normal Eyes,Stripe earrings,Medium horns,Spearmint sunset,,Laces
364,Imp #364,Look right,,Goatee,Tired,,Small horns,Spearmint Cherry,,Turtleneck
365,Imp #365,Float,Bowl cut beanie,Round shades,Normal Eyes,,Tipped horns,Pink Forest,Love message,Mime suit
366,Imp #366,Look left,Triple poof,,Normal Eyes,Key earring,Small horns,Spearmint sunset,,Stars
367,Imp #367,Look left,Bowl cut,Heart pill,Tired,,Small horns,Angry Flamingo,,Small chains
368,Imp #368,Look left,Flat cap,Drool,Panda,,Slick horns,Angry Flamingo,Halo,Moon staff
369,Imp #369,Look left,Wizard cap,Rose,Eyes closed,Moon earrings,Small horns,Grape lipstick,,
370,Imp #370,Float,Buzzed Punk,Ring beard,Eyelashes,Cross earring,Medium horns,Berry Blossom,,Captain vest
371,Imp #371,Look right,Three braids,Small freckles,Eyelashes,Smiley earrings,Small horns,Angry Flamingo,,Tag
372,Imp #372,Look right,Dual colored hair,,Empty eyes,Single earring,Big horns,Pink Forest,,Small chains
373,Imp #373,Float,Cyborg samurai hair,Ring beard,Eyelashes,,Small horns,Grape lipstick,,Double chain
374,Imp #374,Float,,,Eyes closed,Feather earrings,Tipped horns,Cherry Tides,Little Dragon,Fan
375,Imp #375,Float,Quiff,Cheek arrow,VR,Stretcher,Split horns,Neon Lantern,,Laces
376,Imp #376,Float,Vine crown,Cheek triangles,Normal Eyes,Moon earrings,Tipped horns,Spearmint Cherry,,Ciggy
377,Imp #377,Look right,Bamboo hat,Freckles,Normal Eyes,Moon earrings,Small horns,Spearmint Cherry,,Hover rings
378,Imp #378,Float,L-hand,Lolly stick,Normal Eyes,,Small horns,Spearmint sunset,,Aux Cables
379,Imp #379,Look left,Wanderer cut,Tears,Eyelashes,Piercings,Slick horns,Neon Juice,Paper plane,Turtleneck 2
380,Imp #380,Float,Bandana,Ofuda,Normal Eyes,Moon earrings,Slick horns,Angry Flamingo,,Spear
381,Imp #381,Look right,,Small freckles,Fire lashes,Diagonal piercings,Big horns,Neon Saphire,,Rattlesnake
382,Imp #382,Float,T-rex,Wayfarer shades,Eyelashes,Single earring,Tipped horns,Spearmint sunset,Balloons,Chain
383,Imp #383,Look right,,Nosering,Eyelashes,Stretcher,Split horns,Ethereal Watermelon,Fez,Spear
384,Imp #384,Look right,,Rose,Normal Eyes,Top Piercings,Small horns,Spearmint sunset,,Scythe
385,Imp #385,Look left,Forehead bandaid,Wayfarer shades,Yokai eyes,Flower earring,Small horns,Spearmint sunset,,Ice cream
386,Imp #386,Look left,Samurai hair,Cute cheeks,Fire lashes,,Branch horns 2,Neon Saphire,Love message,Mime suit
387,Imp #387,Look right,Cyborg samurai hair,Heart pill,Normal Eyes,Cyber earrings,Medium horns,Grape lipstick,,
388,Imp #388,Look left,Frou,Freckles,Normal Eyes,Cyber earrings,Small horns,Spearmint sunset,,Imp Tail
389,Imp #389,Float,Hood,,Eyepatch,Stretcher,Slick horns,Spearmint sunset,,Surrender flag
390,Imp #390,Look left,Skater cut,Broken glasses,Normal Eyes,,Medium horns,Spearmint Cherry,,Laces
391,Imp #391,Look right,Triple poof,Pencil,Normal Eyes,Feather earrings,Small horns,Angry Flamingo,,Bottom Ghost
392,Imp #392,Look right,Ninja bandana,Face bandaid,Normal Eyes,,Tipped horns,Spearmint Cherry,Balloons,Turtleneck 2
393,Imp #393,Look left,Three striped,Moustache beard,Fire lashes,,Big horns,Neon Juice,,Hover rings
394,Imp #394,Look left,Candle,Cheek bolt,Eyelashes,,Tipped horns,Angry Flamingo,,Surrender flag
395,Imp #395,Look right,Bandana quiff,,Normal Eyes,,Medium horns,Angry Flamingo,UFO,Windy scarf
396,Imp #396,Look right,Long curly hair,Cheek heart,Eyelashes,,Slick horns,Neon Saphire,Top void,Rattlesnake
397,Imp #397,Look right,Geisha cut,,VR,Stripe earrings,Tipped horns,Neon Saphire,,Turtleneck
398,Imp #398,Float,Captain hat,Cute cheeks,Panda,Cyber earrings,Slick horns,Grape lipstick,,
399,Imp #399,Float,Backwards cap,Disco glasses,Eyelashes,,Slick horns,Angry Flamingo,,Spear
400,Imp #400,Float,Forehead bandaid,Aviator glasses,Panda,,Slick horns,Angry Flamingo,Paper plane,Axe
401,Imp #401,Look left,Vine crown,,VR,Cyber earrings,Thin horns,Angry Flamingo,Fez,Axe
402,Imp #402,Look right,,Face stripes,Normal Eyes,Elf earrings,Slick horns,Spearmint Cherry,,Spear
403,Imp #403,Look right,,Drool,Empty eyes,Key earring,Big horns,Cherry Tides,Top hat,Imp Necklace
404,Imp #404,Float,,Specs,Eyelashes,,Slick horns,Spearmint sunset,Planets,Butterfly wings
405,Imp #405,Look left,Undercut,Wayfarer shades,Eyepatch,,Tipped horns,Neon Lantern,Kid,
406,Imp #406,Look left,Ninja bandana,,Normal Eyes,Goth earrings,Medium horns,Angry Flamingo,Rocket,Sai
407,Imp #407,Look left,Quiff,Monocle,Tired,,Tipped horns,Grape lipstick,,Windy scarf
408,Imp #408,Look right,Wanderer cut,,Stubborn eyes,Cross earring,Small horns,Spearmint Cherry,,Small wings
409,Imp #409,Look right,Bowl cut,War stripes,Stubborn eyes,,Small horns,Angry Flamingo,Halo,Sword
410,Imp #410,Look right,Mouse beanie,Disco glasses,Normal Eyes,,Tipped horns,Spearmint Cherry,,Suit
411,Imp #411,Look right,Genie hair,Popsicle,Normal Eyes,BTC earring,Split horns,Neon Lantern,,Hands
412,Imp #412,Look left,Hood,,Mascara,Single earring,Small horns,Spearmint Cherry,,Mime suit
413,Imp #413,Look left,Bowl cut beanie,Eye dots,Eyes closed,Thick Piercings,Slick horns,Neon Saphire,,Axe
414,Imp #414,Float,Candle,Face bandaid,Panda,,Small horns,Spearmint sunset,,Imp Tail
415,Imp #415,Look left,Candle,Round shades,Normal Eyes,Goth earrings,Thin horns,Spearmint Cherry,,Small chains
416,Imp #416,Float,Sapling,Cheek O's,Fire pupils,Diagonal piercings,Slick horns,Berry Blossom,,Lollypop
417,Imp #417,Look left,Double poof,Broken glasses,Eyes closed,Top Piercings,Small horns,Spearmint sunset,Balloons,Small chains
418,Imp #418,Look left,Vine crown,Monocle,Eyelashes,Rose earring,Slick horns,Spearmint sunset,,Button Jacket
419,Imp #419,Float,Cowboy hat,Cheek O's,Normal Eyes,,Big horns,Cherry Tides,Demon,Axe
420,Imp #420,Look right,Windy hair,Face stripes,Eyelashes,Rose earring,Medium horns,Spearmint sunset,,Ice cream
421,Imp #421,Look left,Sapling,Face bandaid,Eyelashes,,Small horns,Spearmint sunset,,Hover rings
422,Imp #422,Look left,Samurai hair,,Normal Eyes,Stripe earrings,Split horns,Neon Juice,Love message,Ninja mask
423,Imp #423,Look left,Captain hat,Heart pill,Normal Eyes,,Tipped horns,Grape lipstick,Rocket,Ice cream
424,Imp #424,Look right,Crew cut,,Eyes closed,,Slick horns,Grape lipstick,Top ghost,Tag
425,Imp #425,Look right,Dual colored hair,Face bandaid,Normal Eyes,,Tipped horns,Angry Flamingo,,Bottom Ghost
426,Imp #426,Look left,Desert hat,Eye dots,Normal Eyes,Spike earring,Slick horns,Neon Juice,Balloons,Small chains
427,Imp #427,Look right,,Cheek heart,Fire pupils,Two earrings,Slick horns,Berry Blossom,,Big wings
428,Imp #428,Look left,Hunter hat,Nosering,Normal Eyes,,Medium horns,Berry Blossom,,Stars
429,Imp #429,Look right,,Face bandaid,Eyelashes,Cyber earrings,Branch horns 2,Grape lipstick,,Egyptian Staff
430,Imp #430,Look left,Bowl cut beanie,,Tired,Top Piercings,Slick horns,Angry Flamingo,,Surrender flag
431,Imp #431,Look left,Fisherman beanie,Moustache,Normal Eyes,,Tipped horns,Spearmint sunset,Halo,Turtleneck 2
432,Imp #432,Look left,Punk,Wayfarer shades,Blindfold,,Split horns,Pink Forest,,Sai
433,Imp #433,Look right,Bandana quiff,Goatee,Normal Eyes,Rose earring,Branch horns 2,Neon Saphire,Love message,Small wings
434,Imp #434,Look right,Double poof,Face stripes,Mask,Stripe earrings,Big horns,Ethereal Watermelon,,Rattlesnake
435,Imp #435,Look left,,Face bandaid,Stubborn eyes,Goth earrings,Medium horns,Spearmint sunset,Rocket,Axe
436,Imp #436,Look right,Bomb,Cheek triangles,Normal Eyes,Smiley earrings,Antlers,Cherry Tides,Paper plane,
437,Imp #437,Look right,Long hair beanie,Black shades,Eyelashes,Ofuda earrings,Medium horns,Grape lipstick,,Scarf
438,Imp #438,Look right,Cyberhalo,3D glasses,Normal Eyes,Two earrings,Tipped horns,Spearmint Cherry,,Laces
439,Imp #439,Float,Rasta,Freckles,Normal Eyes,Goth earrings,Medium horns,Spearmint sunset,,
440,Imp #440,Look right,Desert hat,Tooth,Normal Eyes,,Slick horns,Neon Saphire,Top ghost,Concentration
441,Imp #441,Float,Hairclips,Heart pill,Eyelashes,,Big horns,Neon Saphire,,Double chain
442,Imp #442,Look left,Three braids,,Mask,Single earring,Medium horns,Pink Forest,,Small chains
443,Imp #443,Look left,Double poof,Face bandaid,Eyes closed,Stretcher,Small horns,Spearmint Cherry,,Peace hand
444,Imp #444,Look right,Triple poof,Black shades,Normal Eyes,,Small horns,Berry Blossom,Planets,Sai
445,Imp #445,Look right,Viking braids,War stripes,Normal Eyes,,Split horns,Pink Forest,Top void,Suit
446,Imp #446,Look left,Short dreads,,Eyelashes,Two earrings,Tipped horns,Spearmint sunset,,Imp Tail
447,Imp #447,Float,Small beanie,Disco glasses,Eyepatch,,Slick horns,Spearmint Cherry,,Imp Tail
