TOKEN_ID,TOKEN_NAME,Mouth,Armor,Nose,Helmet,Weapon,Eyes,Background,Character,Galactic Clout,Facial Hair,Round Table
219,Knights of Degen #219,Deadass,Referee,Nose Ring,Fedora - Other,None,Bloodshot,Pink,Human,,Mustache - Other,
220,Knights of Degen #220,Smile,Chainmail - Silver,Normal,Valkyrie Helmet - Other,None,Eyeblack,Blue,Alien,,,
221,Knights of Degen #221,Smile,Knights Armor - Silver,Normal,Knights Helmet - Silver,Phone,Green,Yellow,Human,,,
222,Knights of Degen #222,Deadass,Referee,Normal,Cowboy Hat - Party,Lightsaber - Red,3D Glasses,Blue,Human,,Beard - Other,
223,Knights of Degen #223,Smile,Chainmail - Silver,Normal,Guardian Helmet - Other,None,Purple,Purple,Human,,,
224,Knights of Degen #224,Grin,Kings Guard Armor - Gold,Normal,Valkyrie Helmet - Silver,Mightier Than,Brown,Purple,Human,,Sweet Stache - Other,
225,Knights of Degen #225,Vape,Chainmail - Silver,Normal,Cloak - Other,None,Bloodshot,Green,Human,,,
226,Knights of Degen #226,Smile,Knights Armor - Silver,Normal,Baseball Cap - Backwards - Other,None,Tired AF,Red,Robot,,,
227,Knights of Degen #227,Tongue Out,Knights Armor - Gold,Normal,Valkyrie Helmet - Other,None,Purple,Blue,Human,,,
228,Knights of Degen #228,Grin,Chainmail - Other,Nose Ring,Valkyrie Helmet - Gold,Lightsaber - Green,Tired AF,Blue,Alien,,Mustache - Red,
229,Knights of Degen #229,Grin,Chainmail - Other,Normal,Fedora - Other,None,Tired AF,Purple,Human,,,
230,Knights of Degen #230,Cigar,Kings Guard Armor - Other,Nose Ring,Crown - Silver,Phone,Eyeblack,Red,Human,,,
231,Knights of Degen #231,Grin,Knights Armor - Other,Normal,Headphones Off - Other,Basketball,Bloodshot,Red,Robot,,,
232,Knights of Degen #232,Grin,Kings Guard Armor - Other,Normal,Crown - Silver,Phone,Blue,Green,Human,,,
233,Knights of Degen #233,Grin,Emperors Armor - Gold,Normal,Cloak - Gold,None,Tired AF,Purple,Alien,,,
234,Knights of Degen #234,Smile,Knights Armor - Other,Nose Ring,Baseball Cap - Other,None,Heart Glasses,Purple,Human,,,
235,Knights of Degen #235,Grin,Chainmail - Other,Normal,Beanie - Other,Diamond Hands,Normal,Purple,Alien,,,
236,Knights of Degen #236,Deadass,Emperors Armor - Other,None,Cloak - Other,Lightsaber - Red,Normal,Pink,Robot,,,
237,Knights of Degen #237,Pizza,Chainmail - Other,Normal,Spartan Helmet - Gold,None,Normal,Yellow,Robot,,Sweet Stache - Other,
238,Knights of Degen #238,Laser Mouth,Kings Guard Armor - Other,Nose Ring,Cloak - Other,Hot Dog,3D Glasses,Purple,Human,,,
239,Knights of Degen #239,Cigar,Chainmail - Gold,Nose Ring,Headphones On - Other,Phone,3D Glasses,Green,Alien,,,
240,Knights of Degen #240,Grin,Knights Armor - Silver,Normal,Crown - Gold,Basketball,Brown,Blue,Human,,,
241,Knights of Degen #241,Smile,Emperors Armor - Other,Normal,Knights Helmet - Other,Sword - Neon,Normal,Yellow,Robot,,Mustache - Other,
242,Knights of Degen #242,Joint,Chainmail - Gold,Normal,Spartan Helmet - Silver,None,Glasses,Pink,Human,,,
243,Knights of Degen #243,Pizza,Queens Guard - Silver,Normal,Valkyrie Helmet - Other,None,Brown,Red,Human,Legendary,,
244,Knights of Degen #244,Grin,Queens Armor - Other,Normal,Guardian Helmet - Silver,Basketball,Wink,Red,Human,,,
245,Knights of Degen #245,Deadass,Queens Guard - Other,Nose Ring,Crown - Gold,Potion,Blue,Yellow,Human,,,
246,Knights of Degen #246,Deadass,Chainmail - Silver,Nose Ring,Valkyrie Helmet - Silver,Boxing Gloves,Tired AF,Red,Human,,Beard - Other,
247,Knights of Degen #247,Grin,Kings Guard Armor - Other,Nose Ring,Fedora - Party,Mightier Than,Tired AF,Teal,Human,Legendary,,
248,Knights of Degen #248,Smile,Emperors Armor - Silver,Normal,Crown - Other,Soccer Ball,Normal,Teal,Robot,,,
249,Knights of Degen #249,Wizard Beard - Other,Overalls,Normal,Headphones On - Other,Football - Other,Bloodshot,Green,Alien,,,
250,Knights of Degen #250,Laser Mouth,Emperors Armor - Silver,Nose Ring,Valkyrie Helmet - Other,Sword - Platinum,Normal,Red,Robot,,,
251,Knights of Degen #251,Grin,Torn Tee,Normal,Knights Helmet - Other,Mightier Than,Green,Purple,Human,,Sweet Stache - Other,
252,Knights of Degen #252,Joint,Knights Armor - Other,Nose Ring,Cloak - Other,None,Eyeblack,Pink,Human,,,
253,Knights of Degen #253,Grin,Kings Guard Armor - Silver,Normal,Cowboy Hat - Other,None,Eyeblack,Pink,Human,,,
254,Knights of Degen #254,Smile,Knights Armor - Silver,Nose Ring,Valkyrie Helmet - Other,Basketball,Green,Teal,Human,,,
255,Knights of Degen #255,Deadass,None,Normal,Cloak - Other,None,Green,Teal,Human,,Mustache - Other,
256,Knights of Degen #256,Grin,Knights Armor - Silver,Normal,Space Helmet - Silver,None,Blue,Yellow,Human,,,
257,Knights of Degen #257,Deadass,Chainmail - Silver,Nose Ring,Spartan Helmet - Silver,Soccer Ball,Blue,Pink,Human,,Beard - Other,
258,Knights of Degen #258,Cigar,Knights Armor - Other,Nose Ring,Jester Cap,Diamond Hands,3D Glasses,Yellow,Human,,,
259,Knights of Degen #259,Joint,Suit - Party,Nose Ring,Knights Helmet - Silver,Notebook,Laser Eyes - Other,Green,Human,,,
260,Knights of Degen #260,Smile,Emperors Armor - Silver,Normal,Knights Helmet - Other,Basketball,Tired AF,Red,Robot,,,
261,Knights of Degen #261,Joint,Queens Armor - Silver,Normal,Valkyrie Helmet - Silver,Notebook,Tired AF,Yellow,Human,,,
262,Knights of Degen #262,Deadass,Chainmail - Other,Normal,Sweatband - Other,Sword - Platinum,Tired AF,Red,Robot,,,
263,Knights of Degen #263,Deadass,Suit - Business,Nose Ring,Cowboy Hat - Other,Baseball Bat,Bloodshot,Green,Human,,Beard - Other,
264,Knights of Degen #264,Tongue Out,Chainmail - Other,Normal,Space Helmet - Silver,Baseball Bat,3D Glasses,Teal,Human,,,
265,Knights of Degen #265,Smile,Chainmail - Other,Normal,Cloak - Other,None,Wink,Red,Human,,,
266,Knights of Degen #266,Grin,Chainmail - Other,Nose Ring,Knights Helmet - Gold,None,Eyeblack,Blue,Human,,,
267,Knights of Degen #267,Deadass,Knights Armor - Silver,Normal,Cloak - Other,None,Eyeblack,Green,Human,,Beard - Other,
268,Knights of Degen #268,Deadass,Chainmail - Silver,Normal,Guardian Helmet - Silver,Sword - Gold,Eyeblack,Blue,Human,,,
269,Knights of Degen #269,Smile,Torn Tee,Normal,Beanie - Gold,None,Tired AF,Pink,Alien,Legendary,,
270,Knights of Degen #270,Tongue Out,Queens Armor - Other,Normal,Cloak - Other,None,VR Headset - Silver,Teal,Human,,,
271,Knights of Degen #271,Smile,Basketball Jersey,Normal,Fedora - Other,None,Heart Glasses,Purple,Human,,,
272,Knights of Degen #272,Grin,Queens Guard - Silver,Normal,Fedora - Party,Cash,Brown,Yellow,Human,Legendary,,
273,Knights of Degen #273,Deadass,Knights Armor - Silver,Nose Ring,Baseball Cap - Other,Liquid Courage,Wink,Red,Human,,,
274,Knights of Degen #274,Cigarette,Chainmail - Silver,Normal,Cloak - Other,None,Wink,Purple,Human,,,
275,Knights of Degen #275,Grin,Knights Armor - Other,Nose Ring,Fedora - Other,Sword - Emerald,VR Headset - Gold,Red,Human,,,
276,Knights of Degen #276,Vape,Flannel Shirt,Normal,Valkyrie Helmet - Silver,Notebook,3D Glasses,Green,Human,,,
277,Knights of Degen #277,Smile,Emperors Armor - Other,Normal,Headphones Off - Gold,None,Heart Glasses,Purple,Robot,,,
278,Knights of Degen #278,Grin,Knights Armor - Silver,Normal,Fedora - Party,None,Wink,Blue,Human,,,
279,Knights of Degen #279,Smile,Chainmail - Silver,Normal,Headphones On - Other,Notebook,Tired AF,Blue,Alien,,,
280,Knights of Degen #280,Smile,Kings Guard Armor - Other,Normal,Cloak - Gold,Boxing Gloves,Brown,Purple,Human,,,
281,Knights of Degen #281,Smile,Space Suit - Other,Normal,Cloak - Other,None,Laser Eyes - Other,Pink,Alien,,,
282,Knights of Degen #282,Grin,Chainmail - Other,Normal,Cloak - Other,None,Blue,Green,Human,,Sweet Stache - Other,
283,Knights of Degen #283,Bubblegum,Knights Armor - Other,Normal,Cloak - Other,Phone,Brown,Purple,Human,,,
284,Knights of Degen #284,Smile,Kings Guard Armor - Other,Nose Ring,Headphones On - Other,None,Tired AF,Yellow,Human,,,
285,Knights of Degen #285,Wizard Beard - Other,Queens Armor - Silver,Normal,Valkyrie Helmet - Other,None,Tired AF,Yellow,Alien,,,
286,Knights of Degen #286,Smile,Referee,None,Sweatband - Other,None,Bloodshot,Pink,Robot,,Beard - Other,
287,Knights of Degen #287,Grin,Knights Armor - Other,Nose Ring,Sweatband - Bald,None,3D Glasses,Green,Human,,Sweet Stache - Other,
288,Knights of Degen #288,Grin,Chainmail - Other,Nose Ring,Headphones On - Other,Liquid Courage,Tired AF,Pink,Human,,,
289,Knights of Degen #289,Cigarette,Chainmail - Other,Nose Ring,Cloak - Other,None,Green,Purple,Human,,,
290,Knights of Degen #290,Grin,Chainmail - Other,Normal,Knights Helmet - Silver,None,Blue,Yellow,Human,,,
291,Knights of Degen #291,Deadass,Chainmail - Silver,Normal,Knights Helmet - Gold,Notebook,Green,Yellow,Human,,,
292,Knights of Degen #292,Smile,Chainmail - Silver,Nose Ring,Valkyrie Helmet - Other,None,Tired AF,Red,Human,,,
293,Knights of Degen #293,Deadass,Knights Armor - Silver,Nose Ring,Cloak - Other,None,Eyeblack,Yellow,Human,,,
294,Knights of Degen #294,Smile,Chainmail - Gold,Normal,Space Helmet - Silver,Notebook,VR Headset - Silver,Yellow,Robot,,,
295,Knights of Degen #295,Vape,Knights Armor - Other,Normal,Knights Helmet - Silver,None,3D Glasses,Purple,Human,,,
296,Knights of Degen #296,Smile,Torn Tee,Nose Ring,Crown - Silver,None,Laser Eyes - Other,Teal,Alien,,,
297,Knights of Degen #297,Grin,Leather Jacket,Normal,Knights Helmet - Silver,None,Green,Yellow,Human,,Sweet Stache - Other,
298,Knights of Degen #298,Grin,Knights Armor - Silver,Nose Ring,Spartan Helmet - Other,Sword - Silver,Tired AF,Blue,Human,,Sweet Stache - Other,
299,Knights of Degen #299,Grin,Basketball Jersey,Normal,Fedora - Other,Beer,Bloodshot,Blue,Human,,,
300,Knights of Degen #300,Laser Mouth,Suit - Other,Normal,Guardian Helmet - Silver,None,Bloodshot,Pink,Human,,,
301,Knights of Degen #301,Bubblegum,Chainmail - Silver,Nose Ring,Cloak - Other,None,Brown,Pink,Human,,,
302,Knights of Degen #302,Bubblegum,Chainmail - Silver,Normal,Valkyrie Helmet - Other,None,Bloodshot,Teal,Human,,,
303,Knights of Degen #303,Grin,Suit - Business,Nose Ring,Sweatband - Bald,Basketball,Brown,Green,Human,,Sweet Stache - Other,
304,Knights of Degen #304,Grin,Chainmail - Other,Normal,Cloak - Gold,None,Wink,Teal,Human,,,
305,Knights of Degen #305,Tongue Out,Flannel Shirt,Normal,Headphones Off - Other,Sword - Silver,Blue,Green,Human,,,
306,Knights of Degen #306,Deadass,Chainmail - Other,Normal,Fedora - Other,None,Wink,Purple,Human,,,
307,Knights of Degen #307,Pizza,Referee,Normal,Guardian Helmet - Other,Baseball Bat,Wink,Red,Human,,,
308,Knights of Degen #308,Deadass,Kings Guard Armor - Silver,Nose Ring,Spartan Helmet - Silver,Liquid Courage,Eyeblack,Pink,Human,,Beard - Other,
309,Knights of Degen #309,Smile,Chainmail - Silver,Normal,Sweatband - Other,None,Bloodshot,Yellow,Alien,,,
310,Knights of Degen #310,Smile,Galactic Guard - Silver,Normal,Crown - Other,Sword - Ruby,Bloodshot,Purple,Alien,,,
311,Knights of Degen #311,Smile,Flannel Shirt,Normal,Sweatband - Other,Sword - Silver,Wink,Yellow,Human,,,
312,Knights of Degen #312,Deadass,Kings Guard Armor - Silver,Nose Ring,Knights Helmet - Silver,Phone,Green,Green,Human,,Mustache - Other,
313,Knights of Degen #313,Joint,Hawaiian Shirt,Nose Ring,Beanie - Other,Sword - Emerald,Blue,Pink,Human,,,
314,Knights of Degen #314,Deadass,Knights Armor - Other,Normal,Crown - Gold,None,Blue,Pink,Human,,Beard - Other,
315,Knights of Degen #315,Deadass,Queens Armor - Other,Normal,Guardian Helmet - Other,Ready to Rumble,Blue,Teal,Human,,,
316,Knights of Degen #316,Grin,Chainmail - Other,Normal,Guardian Helmet - Silver,None,Tired AF,Blue,Human,,,
317,Knights of Degen #317,Smile,Chainmail - Other,None,Cloak - Gold,Basketball,Normal,Green,Robot,,Sweet Stache - Other,
318,Knights of Degen #318,Grin,Chainmail - Other,Normal,Valkyrie Helmet - Silver,Beer,Bloodshot,Blue,Human,,,
319,Knights of Degen #319,Smile,Chainmail - Gold,Normal,Baseball Cap - Other,None,Wink,Red,Human,,,
320,Knights of Degen #320,Smile,Queens Guard - Silver,Normal,Valkyrie Helmet - Silver,None,VR Headset - Gold,Purple,Human,,,
321,Knights of Degen #321,Grin,Knights Armor - Other,Normal,Jester Cap,Boxing Gloves,3D Glasses,Pink,Human,,,
322,Knights of Degen #322,Grin,Chainmail - Silver,Normal,Space Helmet - Other,Potion,3D Glasses,Red,Human,,,
323,Knights of Degen #323,Bubblegum,Chainmail - Gold,Normal,Headphones Off - Other,Ready to Rumble,Wink,Purple,Human,,,
324,Knights of Degen #324,Smile,Emperors Armor - Silver,None,Valkyrie Helmet - Other,None,Normal,Blue,Robot,,Mustache - Other,
325,Knights of Degen #325,Smile,Basketball Jersey,Normal,Knights Helmet - Other,Sword - Gold,Bloodshot,Teal,Human,,,
326,Knights of Degen #326,Smile,Knights Armor - Other,Normal,Knights Helmet - Other,None,Heart Glasses,Red,Human,,,
327,Knights of Degen #327,Grin,Knights Armor - Silver,Nose Ring,Sweatband - Hair,Cash,VR Headset - Other,Green,Human,,,
328,Knights of Degen #328,Grin,Chainmail - Other,Normal,Headphones Off - Other,None,Tired AF,Blue,Human,,,
329,Knights of Degen #329,Cigar,Kings Guard Armor - Other,Nose Ring,Baseball Cap - Other,None,3D Glasses,Pink,Human,,,
330,Knights of Degen #330,Cigarette,Chainmail - Other,Normal,Guardian Helmet - Other,None,Tired AF,Purple,Human,,,
331,Knights of Degen #331,Grin,Chainmail - Other,Normal,Cloak - Other,None,Green,Yellow,Human,,,
332,Knights of Degen #332,Vape,Chainmail - Other,Normal,Cloak - Other,None,Glasses,Purple,Human,,,
333,Knights of Degen #333,Deadass,Chainmail - Other,Normal,Valkyrie Helmet - Silver,Sword - Silver,Brown,Blue,Human,,Mustache - Other,
334,Knights of Degen #334,Grin,Knights Armor - Gold,Nose Ring,Knights Helmet - Other,None,Tired AF,Purple,Human,,Sweet Stache - Other,
335,Knights of Degen #335,Smile,Knights Armor - Silver,Normal,Sweatband - Other,None,Normal,Yellow,Robot,,,
336,Knights of Degen #336,Deadass,Queens Guard - Other,Normal,Beanie - Other,Phone,Wink,Blue,Human,,,
337,Knights of Degen #337,Smile,Chainmail - Other,Normal,Knights Helmet - Other,Mightier Than,Normal,Green,Robot,,,
338,Knights of Degen #338,Deadass,Knights Armor - Other,Normal,Cloak - Other,None,Green,Pink,Human,,,
339,Knights of Degen #339,Deadass,Chainmail - Silver,None,Knights Helmet - Silver,None,Bloodshot,Red,Robot,,,
340,Knights of Degen #340,Deadass,Emperors Armor - Silver,Normal,Cloak - Other,Space Dog,Normal,Yellow,Robot,,,
341,Knights of Degen #341,Deadass,Knights Armor - Silver,Nose Ring,Cowboy Hat - Other,None,Wink,Green,Human,,,
342,Knights of Degen #342,Pizza,Chainmail - Gold,Normal,Knights Helmet - Silver,Beer,Brown,Green,Human,,,
343,Knights of Degen #343,Smile,Chainmail - Silver,Normal,Cloak - Other,Sword - Sapphire,Normal,Purple,Alien,,,
344,Knights of Degen #344,Grin,Queens Guard - Silver,Normal,Fedora - Other,Phone,Heart Glasses,Teal,Human,,,
345,Knights of Degen #345,Smile,Chainmail - Other,Normal,Cowboy Hat - Other,Sword - Silver,Brown,Pink,Human,,,
346,Knights of Degen #346,Smile,Knights Armor - Silver,Normal,Knights Helmet - Silver,None,Normal,Red,Robot,,Scruff,
347,Knights of Degen #347,Deadass,Leather Jacket,Normal,Guardian Helmet - Other,None,Green,Blue,Human,Legendary,,
348,Knights of Degen #348,Cigar,Basketball Jersey,Nose Ring,Cloak - Other,Lightsaber - Red,3D Glasses,Purple,Human,,,
349,Knights of Degen #349,Pizza,Knights Armor - Silver,Normal,Spartan Helmet - Other,None,Normal,Yellow,Robot,Legendary,,
350,Knights of Degen #350,Deadass,Chainmail - Gold,Normal,Fedora - Other,None,Eyeblack,Teal,Human,,,
351,Knights of Degen #351,Deadass,Queens Armor - Other,Normal,Cloak - Other,Ready to Rumble,3D Glasses,Blue,Human,,,
352,Knights of Degen #352,Cigarette,Queens Guard - Other,Nose Ring,Fedora - Other,Ready to Rumble,Eyeblack,Blue,Human,,,
353,Knights of Degen #353,Grin,Knights Armor - Silver,Normal,Sweatband - Hair,None,Heart Glasses,Red,Human,,Sweet Stache - Other,
354,Knights of Degen #354,Deadass,Kings Armor - Silver,Normal,Cloak - Other,None,3D Glasses,Blue,Human,Legendary,Beard - Red,
355,Knights of Degen #355,Cigar,Knights Armor - Silver,Nose Ring,Knights Helmet - Silver,Notebook,Glasses,Pink,Human,,,
356,Knights of Degen #356,Deadass,Suit - Business,Normal,Valkyrie Helmet - Gold,Beer,Blue,Yellow,Human,,Beard - Other,
357,Knights of Degen #357,Grin,None,Normal,Fedora - Other,Liquid Courage,Eyeblack,Teal,Human,,,
358,Knights of Degen #358,Vape,Jester,Nose Ring,Headphones On - Other,Mightier Than,Tired AF,Purple,Human,,,
359,Knights of Degen #359,Grin,Knights Armor - Other,Normal,Knights Helmet - Silver,Liquid Courage,Blue,Yellow,Human,,Sweet Stache - Other,
360,Knights of Degen #360,Cigar,Kings Guard Armor - Other,Normal,Cloak - Other,None,Blue,Blue,Human,,,
361,Knights of Degen #361,Cigar,Chainmail - Gold,Nose Ring,Knights Helmet - Silver,None,Eyeblack,Blue,Human,,,
362,Knights of Degen #362,Vape,Kings Armor - Silver,Normal,Headphones On - Other,None,Brown,Pink,Human,,,
363,Knights of Degen #363,Tongue Out,HODL Tee,Normal,Headphones Off - Other,None,Tired AF,Green,Human,,,
364,Knights of Degen #364,Pizza,Queens Guard - Other,Normal,Guardian Helmet - Silver,None,Wink,Green,Human,,,
365,Knights of Degen #365,Grin,Knights Armor - Other,Normal,Knights Helmet - Silver,Hot Dog,Bloodshot,Teal,Human,,,
366,Knights of Degen #366,Grin,Space Suit - Other,Nose Ring,Valkyrie Helmet - Other,Football - Other,Normal,Green,Alien,,,
367,Knights of Degen #367,Grin,Chainmail - Other,Normal,Baseball Cap - Backwards - Other,None,3D Glasses,Green,Alien,,,
368,Knights of Degen #368,Smile,Chainmail - Other,Normal,Baseball Cap - Backwards - Other,None,Bloodshot,Green,Alien,Legendary,Beard - Red,
369,Knights of Degen #369,Laser Mouth,Kings Guard Armor - Other,Normal,Sweatband - Bald,None,Blue,Red,Human,,,
370,Knights of Degen #370,Smile,Chainmail - Other,Nose Ring,Valkyrie Helmet - Other,Basketball,Bloodshot,Red,Robot,,,
371,Knights of Degen #371,Tongue Out,Basketball Jersey,Normal,Cowboy Hat - Other,None,Wink,Yellow,Human,,,
372,Knights of Degen #372,Cigar,Lazy Robe,Normal,Spartan Helmet - Gold,None,Heart Glasses,Red,Human,,,
373,Knights of Degen #373,Pizza,Chainmail - Other,Nose Ring,Knights Helmet - Other,None,Normal,Teal,Robot,,,
374,Knights of Degen #374,Grin,Chainmail - Other,Normal,Knights Helmet - Other,None,Eyeblack,Pink,Human,,Sweet Stache - Other,
375,Knights of Degen #375,Wizard Beard - Other,Chainmail - Other,Normal,Valkyrie Helmet - Other,Sword - Sapphire,Bloodshot,Teal,Alien,,,
376,Knights of Degen #376,Smile,Emperors Armor - Other,Normal,Valkyrie Helmet - Other,Space Dog,Tired AF,Teal,Robot,,Sweet Stache - Other,
377,Knights of Degen #377,Smile,Galactic Guard - Other,Normal,Baseball Cap - Other,None,Heart Glasses,Green,Alien,,,
378,Knights of Degen #378,Cigarette,Flannel Shirt,Normal,Guardian Helmet - Other,None,Eyeblack,Pink,Human,,,
379,Knights of Degen #379,Pizza,Basketball Jersey,Nose Ring,Spartan Helmet - Silver,Sword - Gold,Blue,Yellow,Human,Legendary,,
380,Knights of Degen #380,Deadass,Kings Guard Armor - Other,Nose Ring,Knights Helmet - Other,Sword - Silver,Eyeblack,Red,Human,,Beard - Other,
381,Knights of Degen #381,Grin,Kings Armor - Silver,Normal,Cloak - Other,Sword - Silver,Blue,Red,Human,,,
382,Knights of Degen #382,Bubblegum,Chainmail - Silver,Normal,Knights Helmet - Other,Phone,Brown,Red,Human,,,
383,Knights of Degen #383,Pizza,Chainmail - Silver,None,Valkyrie Helmet - Other,Basketball,Normal,Yellow,Robot,,,
384,Knights of Degen #384,Bubblegum,Flannel Shirt,Normal,Fedora - Party,None,Eyeblack,Pink,Human,,,
385,Knights of Degen #385,Deadass,Queens Guard - Silver,Normal,Valkyrie Helmet - Silver,Beer,Purple,Green,Human,,,
386,Knights of Degen #386,Joint,Knights Armor - Silver,Normal,Guardian Helmet - Silver,Beer,Green,Yellow,Human,,,
387,Knights of Degen #387,Bubblegum,Knights Armor - Silver,Normal,Valkyrie Helmet - Other,Cash,Wink,Purple,Human,,,
388,Knights of Degen #388,Deadass,Knights Armor - Other,Normal,Knights Helmet - Silver,Sword - Silver,Glasses,Red,Human,,Mustache - Other,
389,Knights of Degen #389,Smile,Flannel Shirt,Normal,Fedora - Other,Soccer Ball,Wink,Teal,Human,Legendary,,
390,Knights of Degen #390,Grin,Chainmail - Other,Nose Ring,Spartan Helmet - Silver,Potion,Glasses,Teal,Human,,,
391,Knights of Degen #391,Smile,Chainmail - Other,Normal,Valkyrie Helmet - Silver,Notebook,Brown,Blue,Human,,,
392,Knights of Degen #392,Smile,Kings Guard Armor - Silver,Normal,Spartan Helmet - Other,None,3D Glasses,Green,Human,,,
393,Knights of Degen #393,Smile,Chainmail - Other,Normal,Cloak - Other,None,Normal,Teal,Robot,Legendary,,
